date,stream,site_group,gage_agency,gage_number,statistic,value
1999-08-11,feather river,upper feather lfc,interpolated,interpolated,mean,11.84349520793257
1999-08-11,feather river,upper feather lfc,interpolated,interpolated,max,12.33354495091164
1999-08-11,feather river,upper feather lfc,interpolated,interpolated,min,10.705343484869418
1999-08-12,feather river,upper feather lfc,interpolated,interpolated,mean,11.843937950211753
1999-08-12,feather river,upper feather lfc,interpolated,interpolated,max,12.560353249208132
1999-08-12,feather river,upper feather lfc,interpolated,interpolated,min,10.505667466307658
1999-08-13,feather river,upper feather lfc,interpolated,interpolated,mean,11.736293263520526
1999-08-13,feather river,upper feather lfc,interpolated,interpolated,max,12.33463132345003
1999-08-13,feather river,upper feather lfc,interpolated,interpolated,min,10.506079871682502
1999-08-14,feather river,upper feather lfc,interpolated,interpolated,mean,11.628648576829299
1999-08-14,feather river,upper feather lfc,interpolated,interpolated,max,12.335174509719224
1999-08-14,feather river,upper feather lfc,interpolated,interpolated,min,10.306403853120742
1999-08-15,feather river,upper feather lfc,interpolated,interpolated,mean,11.412916461167656
1999-08-15,feather river,upper feather lfc,interpolated,interpolated,max,12.10945258396112
1999-08-15,feather river,upper feather lfc,interpolated,interpolated,min,10.106727834558981
1999-08-16,feather river,upper feather lfc,interpolated,interpolated,mean,11.521446632417256
1999-08-16,feather river,upper feather lfc,interpolated,interpolated,max,12.336260882257612
1999-08-16,feather river,upper feather lfc,interpolated,interpolated,min,10.107140239933825
1999-08-17,feather river,upper feather lfc,interpolated,interpolated,mean,11.738064232637264
1999-08-17,feather river,upper feather lfc,interpolated,interpolated,max,12.563069180554104
1999-08-17,feather river,upper feather lfc,interpolated,interpolated,min,10.307641069245271
1999-08-18,feather river,upper feather lfc,interpolated,interpolated,mean,11.738506974916449
1999-08-18,feather river,upper feather lfc,interpolated,interpolated,max,12.337347254796
1999-08-18,feather river,upper feather lfc,interpolated,interpolated,min,10.508141898556719
1999-08-19,feather river,upper feather lfc,interpolated,interpolated,mean,11.522774859254808
1999-08-19,feather river,upper feather lfc,interpolated,interpolated,max,12.337890441065195
1999-08-19,feather river,upper feather lfc,interpolated,interpolated,min,10.108377456058355
1999-08-20,feather river,upper feather lfc,interpolated,interpolated,mean,11.523217601533993
1999-08-20,feather river,upper feather lfc,interpolated,interpolated,max,12.338433627334389
1999-08-20,feather river,upper feather lfc,interpolated,interpolated,min,10.108789861433198
1999-08-21,feather river,upper feather lfc,interpolated,interpolated,mean,11.739835201754003
1999-08-21,feather river,upper feather lfc,interpolated,interpolated,max,12.56524192563088
1999-08-21,feather river,upper feather lfc,interpolated,interpolated,min,10.309290690744644
1999-08-22,feather river,upper feather lfc,interpolated,interpolated,mean,12.064540230944427
1999-08-22,feather river,upper feather lfc,interpolated,interpolated,max,12.792050223927372
1999-08-22,feather river,upper feather lfc,interpolated,interpolated,min,10.709879943992696
1999-08-23,feather river,upper feather lfc,interpolated,interpolated,mean,12.605420118075674
1999-08-23,feather river,upper feather lfc,interpolated,interpolated,max,13.245123634251161
1999-08-23,feather river,upper feather lfc,interpolated,interpolated,min,11.310557621177349
1999-08-24,feather river,upper feather lfc,interpolated,interpolated,mean,12.497775431384445
1999-08-24,feather river,upper feather lfc,interpolated,interpolated,max,13.019401708493058
1999-08-24,feather river,upper feather lfc,interpolated,interpolated,min,11.310970026552193
1999-08-25,feather river,upper feather lfc,interpolated,interpolated,mean,12.173955886752392
1999-08-25,feather river,upper feather lfc,interpolated,interpolated,max,12.567414670707658
1999-08-25,feather river,upper feather lfc,interpolated,interpolated,min,11.111294007990432
1999-08-26,feather river,upper feather lfc,interpolated,interpolated,mean,11.742048913149926
1999-08-26,feather river,upper feather lfc,interpolated,interpolated,max,11.889162520894958
1999-08-26,feather river,upper feather lfc,interpolated,interpolated,min,10.911617989428672
1999-08-27,feather river,upper feather lfc,interpolated,interpolated,mean,12.282928800281175
1999-08-27,feather river,upper feather lfc,interpolated,interpolated,max,12.794766155273344
1999-08-27,feather river,upper feather lfc,interpolated,interpolated,min,11.112118818740118
1999-08-28,feather river,upper feather lfc,interpolated,interpolated,mean,12.39145897153077
1999-08-28,feather river,upper feather lfc,interpolated,interpolated,max,13.021574453569835
1999-08-28,feather river,upper feather lfc,interpolated,interpolated,min,11.112531224114964
1999-08-29,feather river,upper feather lfc,interpolated,interpolated,mean,12.391901713809958
1999-08-29,feather river,upper feather lfc,interpolated,interpolated,max,13.02211763983903
1999-08-29,feather river,upper feather lfc,interpolated,interpolated,min,11.112943629489806
1999-08-30,feather river,upper feather lfc,interpolated,interpolated,mean,11.851907311237078
1999-08-30,feather river,upper feather lfc,interpolated,interpolated,max,12.117600377999034
1999-08-30,feather river,upper feather lfc,interpolated,interpolated,min,10.913267610928045
1999-08-31,feather river,upper feather lfc,interpolated,interpolated,mean,11.203825479693785
1999-08-31,feather river,upper feather lfc,interpolated,interpolated,max,11.665613340213632
1999-08-31,feather river,upper feather lfc,interpolated,interpolated,min,10.113326320556475
1999-09-01,feather river,upper feather lfc,interpolated,interpolated,mean,10.663831077120907
1999-09-01,feather river,upper feather lfc,interpolated,interpolated,max,10.987361190400934
1999-09-01,feather river,upper feather lfc,interpolated,interpolated,min,9.713561878058112
1999-09-02,feather river,upper feather lfc,interpolated,interpolated,mean,10.66427381940009
1999-09-02,feather river,upper feather lfc,interpolated,interpolated,max,11.214169488697426
1999-09-02,feather river,upper feather lfc,interpolated,interpolated,min,9.513885859496352
1999-09-03,feather river,upper feather lfc,interpolated,interpolated,mean,10.664716561679276
1999-09-03,feather river,upper feather lfc,interpolated,interpolated,max,11.21471267496662
1999-09-03,feather river,upper feather lfc,interpolated,interpolated,min,9.514298264871194
1999-09-04,feather river,upper feather lfc,interpolated,interpolated,mean,10.665159303958461
1999-09-04,feather river,upper feather lfc,interpolated,interpolated,max,11.215255861235814
1999-09-04,feather river,upper feather lfc,interpolated,interpolated,min,9.514710670246037
1999-09-05,feather river,upper feather lfc,interpolated,interpolated,mean,10.881776904178471
1999-09-05,feather river,upper feather lfc,interpolated,interpolated,max,11.442064159532306
1999-09-05,feather river,upper feather lfc,interpolated,interpolated,min,9.715211499557483
1999-09-06,feather river,upper feather lfc,interpolated,interpolated,mean,11.098394504398481
1999-09-06,feather river,upper feather lfc,interpolated,interpolated,max,11.668872457828797
1999-09-06,feather river,upper feather lfc,interpolated,interpolated,min,9.915712328868931
1999-09-07,feather river,upper feather lfc,interpolated,interpolated,mean,11.098837246677665
1999-09-07,feather river,upper feather lfc,interpolated,interpolated,max,11.669415644097992
1999-09-07,feather river,upper feather lfc,interpolated,interpolated,min,9.916124734243773
1999-09-08,feather river,upper feather lfc,interpolated,interpolated,mean,11.315454846897676
1999-09-08,feather river,upper feather lfc,interpolated,interpolated,max,11.896223942394483
1999-09-08,feather river,upper feather lfc,interpolated,interpolated,min,10.116625563555221
1999-09-09,feather river,upper feather lfc,interpolated,interpolated,mean,11.207810160206447
1999-09-09,feather river,upper feather lfc,interpolated,interpolated,max,11.217971792581785
1999-09-09,feather river,upper feather lfc,interpolated,interpolated,min,10.517214816803271
1999-09-10,feather river,upper feather lfc,interpolated,interpolated,mean,11.424427760426457
1999-09-10,feather river,upper feather lfc,interpolated,interpolated,max,11.897310314932872
1999-09-10,feather river,upper feather lfc,interpolated,interpolated,min,10.317538798241511
1999-09-11,feather river,upper feather lfc,interpolated,interpolated,mean,11.31678307373523
1999-09-11,feather river,upper feather lfc,interpolated,interpolated,max,11.671588389174769
1999-09-11,feather river,upper feather lfc,interpolated,interpolated,min,10.317951203616355
1999-09-12,feather river,upper feather lfc,interpolated,interpolated,mean,11.53340067395524
1999-09-12,feather river,upper feather lfc,interpolated,interpolated,max,12.12466179949856
1999-09-12,feather river,upper feather lfc,interpolated,interpolated,min,10.318363608991199
1999-09-13,feather river,upper feather lfc,interpolated,interpolated,mean,11.533843416234426
1999-09-13,feather river,upper feather lfc,interpolated,interpolated,max,11.898939873740455
1999-09-13,feather river,upper feather lfc,interpolated,interpolated,min,10.518864438302645
1999-09-14,feather river,upper feather lfc,interpolated,interpolated,mean,11.53428615851361
1999-09-14,feather river,upper feather lfc,interpolated,interpolated,max,12.125748172036948
1999-09-14,feather river,upper feather lfc,interpolated,interpolated,min,10.319188419740886
1999-09-15,feather river,upper feather lfc,interpolated,interpolated,mean,11.426641471822382
1999-09-15,feather river,upper feather lfc,interpolated,interpolated,max,11.900026246278843
1999-09-15,feather river,upper feather lfc,interpolated,interpolated,min,10.319600825115728
1999-09-16,feather river,upper feather lfc,interpolated,interpolated,mean,11.318996785131153
1999-09-16,feather river,upper feather lfc,interpolated,interpolated,max,11.67430432052074
1999-09-16,feather river,upper feather lfc,interpolated,interpolated,min,10.320013230490572
1999-09-17,feather river,upper feather lfc,interpolated,interpolated,mean,11.211352098439924
1999-09-17,feather river,upper feather lfc,interpolated,interpolated,max,11.674847506789934
1999-09-17,feather river,upper feather lfc,interpolated,interpolated,min,10.120337211928812
1999-09-18,feather river,upper feather lfc,interpolated,interpolated,mean,10.995619982778283
1999-09-18,feather river,upper feather lfc,interpolated,interpolated,max,11.222860469004534
1999-09-18,feather river,upper feather lfc,interpolated,interpolated,min,10.120749617303655
1999-09-19,feather river,upper feather lfc,interpolated,interpolated,mean,11.320325011968707
1999-09-19,feather river,upper feather lfc,interpolated,interpolated,max,11.675933879328323
1999-09-19,feather river,upper feather lfc,interpolated,interpolated,min,10.321250446615101
1999-09-20,feather river,upper feather lfc,interpolated,interpolated,mean,11.212680325277478
1999-09-20,feather river,upper feather lfc,interpolated,interpolated,max,11.676477065597517
1999-09-20,feather river,upper feather lfc,interpolated,interpolated,min,10.121574428053343
1999-09-21,feather river,upper feather lfc,interpolated,interpolated,mean,11.645472783438315
1999-09-21,feather river,upper feather lfc,interpolated,interpolated,max,12.129550475921308
1999-09-21,feather river,upper feather lfc,interpolated,interpolated,min,10.522163681301391
1999-09-22,feather river,upper feather lfc,interpolated,interpolated,mean,11.6459155257175
1999-09-22,feather river,upper feather lfc,interpolated,interpolated,max,12.130093662190502
1999-09-22,feather river,upper feather lfc,interpolated,interpolated,min,10.522576086676235
1999-09-23,feather river,upper feather lfc,interpolated,interpolated,mean,11.754445696967098
1999-09-23,feather river,upper feather lfc,interpolated,interpolated,max,12.130636848459696
1999-09-23,feather river,upper feather lfc,interpolated,interpolated,min,10.723076915987683
1999-09-24,feather river,upper feather lfc,interpolated,interpolated,mean,11.754888439246283
1999-09-24,feather river,upper feather lfc,interpolated,interpolated,max,12.13118003472889
1999-09-24,feather river,upper feather lfc,interpolated,interpolated,min,10.723489321362525
1999-09-25,feather river,upper feather lfc,interpolated,interpolated,mean,11.647243752555054
1999-09-25,feather river,upper feather lfc,interpolated,interpolated,max,12.131723220998087
1999-09-25,feather river,upper feather lfc,interpolated,interpolated,min,10.523813302800765
1999-09-26,feather river,upper feather lfc,interpolated,interpolated,mean,11.215336778952587
1999-09-26,feather river,upper feather lfc,interpolated,interpolated,max,11.679736183212684
1999-09-26,feather river,upper feather lfc,interpolated,interpolated,min,10.124048860302402
1999-09-27,feather river,upper feather lfc,interpolated,interpolated,mean,10.891517234320535
1999-09-27,feather river,upper feather lfc,interpolated,interpolated,max,11.227749145427284
1999-09-27,feather river,upper feather lfc,interpolated,interpolated,min,9.924372841740642
1999-09-28,feather river,upper feather lfc,interpolated,interpolated,mean,10.56769768968848
1999-09-28,feather river,upper feather lfc,interpolated,interpolated,max,10.775762107641883
1999-09-28,feather river,upper feather lfc,interpolated,interpolated,min,9.724696823178881
1999-09-29,feather river,upper feather lfc,interpolated,interpolated,mean,10.78431528990849
1999-09-29,feather river,upper feather lfc,interpolated,interpolated,max,11.228835517965672
1999-09-29,feather river,upper feather lfc,interpolated,interpolated,min,9.725109228553723
1999-09-30,feather river,upper feather lfc,interpolated,interpolated,mean,10.784758032187675
1999-09-30,feather river,upper feather lfc,interpolated,interpolated,max,11.229378704234867
1999-09-30,feather river,upper feather lfc,interpolated,interpolated,min,9.725521633928569
1999-10-01,feather river,upper feather lfc,interpolated,interpolated,mean,10.785200774466858
1999-10-01,feather river,upper feather lfc,interpolated,interpolated,max,11.003656778476763
1999-10-01,feather river,upper feather lfc,interpolated,interpolated,min,9.926022463240013
1999-10-02,feather river,upper feather lfc,interpolated,interpolated,mean,10.677556087775631
1999-10-02,feather river,upper feather lfc,interpolated,interpolated,max,11.004199964745958
1999-10-02,feather river,upper feather lfc,interpolated,interpolated,min,9.726346444678255
1999-10-03,feather river,upper feather lfc,interpolated,interpolated,mean,10.569911401084404
1999-10-03,feather river,upper feather lfc,interpolated,interpolated,max,10.778478038987855
1999-10-03,feather river,upper feather lfc,interpolated,interpolated,min,9.726758850053098
1999-10-04,feather river,upper feather lfc,interpolated,interpolated,mean,10.246091856452349
1999-10-04,feather river,upper feather lfc,interpolated,interpolated,max,10.326491001202452
1999-10-04,feather river,upper feather lfc,interpolated,interpolated,min,9.527082831491338
1999-10-05,feather river,upper feather lfc,interpolated,interpolated,mean,10.138447169761122
1999-10-05,feather river,upper feather lfc,interpolated,interpolated,max,10.100769075444349
1999-10-05,feather river,upper feather lfc,interpolated,interpolated,min,9.52749523686618
1999-10-06,feather river,upper feather lfc,interpolated,interpolated,mean,10.24697734101072
1999-10-06,feather river,upper feather lfc,interpolated,interpolated,max,10.32757737374084
1999-10-06,feather river,upper feather lfc,interpolated,interpolated,min,9.527907642241024
1999-10-07,feather river,upper feather lfc,interpolated,interpolated,mean,9.815070367408254
1999-10-07,feather river,upper feather lfc,interpolated,interpolated,max,10.101855447982738
1999-10-07,feather river,upper feather lfc,interpolated,interpolated,min,8.928054775806057
1999-10-08,feather river,upper feather lfc,interpolated,interpolated,mean,9.815513109687437
1999-10-08,feather river,upper feather lfc,interpolated,interpolated,max,10.102398634251932
1999-10-08,feather river,upper feather lfc,interpolated,interpolated,min,8.928467181180899
1999-10-09,feather river,upper feather lfc,interpolated,interpolated,mean,10.032130709907449
1999-10-09,feather river,upper feather lfc,interpolated,interpolated,max,10.329206932548423
1999-10-09,feather river,upper feather lfc,interpolated,interpolated,min,9.128968010492347
1999-10-10,feather river,upper feather lfc,interpolated,interpolated,mean,10.032573452186632
1999-10-10,feather river,upper feather lfc,interpolated,interpolated,max,10.329750118817618
1999-10-10,feather river,upper feather lfc,interpolated,interpolated,min,9.12938041586719
1999-10-11,feather river,upper feather lfc,interpolated,interpolated,mean,10.14110362343623
1999-10-11,feather river,upper feather lfc,interpolated,interpolated,max,10.330293305086812
1999-10-11,feather river,upper feather lfc,interpolated,interpolated,min,9.329881245178637
1999-10-12,feather river,upper feather lfc,interpolated,interpolated,mean,10.033458936745003
1999-10-12,feather river,upper feather lfc,interpolated,interpolated,max,10.330836491356006
1999-10-12,feather river,upper feather lfc,interpolated,interpolated,min,9.130205226616877
1999-10-13,feather river,upper feather lfc,interpolated,interpolated,mean,9.817726821083362
1999-10-13,feather river,upper feather lfc,interpolated,interpolated,max,10.105114565597903
1999-10-13,feather river,upper feather lfc,interpolated,interpolated,min,8.930529208055116
1999-10-14,feather river,upper feather lfc,interpolated,interpolated,mean,9.92625699233296
1999-10-14,feather river,upper feather lfc,interpolated,interpolated,max,10.105657751867097
1999-10-14,feather river,upper feather lfc,interpolated,interpolated,min,9.131030037366564
1999-10-15,feather river,upper feather lfc,interpolated,interpolated,mean,9.602437447700904
1999-10-15,feather river,upper feather lfc,interpolated,interpolated,max,9.653670714081697
1999-10-15,feather river,upper feather lfc,interpolated,interpolated,min,8.931354018804804
1999-10-16,feather river,upper feather lfc,interpolated,interpolated,mean,9.278617903068852
1999-10-16,feather river,upper feather lfc,interpolated,interpolated,max,9.427948788323594
1999-10-16,feather river,upper feather lfc,interpolated,interpolated,min,8.531589576306441
1999-10-17,feather river,upper feather lfc,interpolated,interpolated,mean,9.062885787407211
1999-10-17,feather river,upper feather lfc,interpolated,interpolated,max,9.20222686256549
1999-10-17,feather river,upper feather lfc,interpolated,interpolated,min,8.33191355774468
1999-10-18,feather river,upper feather lfc,interpolated,interpolated,mean,8.739066242775156
1999-10-18,feather river,upper feather lfc,interpolated,interpolated,max,8.75023982478009
1999-10-18,feather river,upper feather lfc,interpolated,interpolated,min,8.13223753918292
1999-10-19,feather river,upper feather lfc,interpolated,interpolated,mean,8.739508985054341
1999-10-19,feather river,upper feather lfc,interpolated,interpolated,max,8.750783011049284
1999-10-19,feather river,upper feather lfc,interpolated,interpolated,min,8.132649944557762
1999-10-20,feather river,upper feather lfc,interpolated,interpolated,mean,8.848039156303939
1999-10-20,feather river,upper feather lfc,interpolated,interpolated,max,8.977591309345776
1999-10-20,feather river,upper feather lfc,interpolated,interpolated,min,8.133062349932606
1999-10-21,feather river,upper feather lfc,interpolated,interpolated,mean,8.848481898583124
1999-10-21,feather river,upper feather lfc,interpolated,interpolated,max,8.97813449561497
1999-10-21,feather river,upper feather lfc,interpolated,interpolated,min,8.13347475530745
1999-10-22,feather river,upper feather lfc,interpolated,interpolated,mean,8.740837211891895
1999-10-22,feather river,upper feather lfc,interpolated,interpolated,max,8.752412569856867
1999-10-22,feather river,upper feather lfc,interpolated,interpolated,min,8.133887160682292
1999-10-23,feather river,upper feather lfc,interpolated,interpolated,mean,8.849367383141493
1999-10-23,feather river,upper feather lfc,interpolated,interpolated,max,8.979220868153359
1999-10-23,feather river,upper feather lfc,interpolated,interpolated,min,8.134299566057138
1999-10-24,feather river,upper feather lfc,interpolated,interpolated,mean,8.633635267479852
1999-10-24,feather river,upper feather lfc,interpolated,interpolated,max,8.753498942395256
1999-10-24,feather river,upper feather lfc,interpolated,interpolated,min,7.934623547495376
1999-10-25,feather river,upper feather lfc,interpolated,interpolated,mean,8.634078009759037
1999-10-25,feather river,upper feather lfc,interpolated,interpolated,max,8.75404212866445
1999-10-25,feather river,upper feather lfc,interpolated,interpolated,min,7.93503595287022
1999-10-26,feather river,upper feather lfc,interpolated,interpolated,mean,8.418345894097396
1999-10-26,feather river,upper feather lfc,interpolated,interpolated,max,8.302055090879048
1999-10-26,feather river,upper feather lfc,interpolated,interpolated,min,7.935448358245063
1999-10-27,feather river,upper feather lfc,interpolated,interpolated,mean,8.526876065346993
1999-10-27,feather river,upper feather lfc,interpolated,interpolated,max,8.302598277148242
1999-10-27,feather river,upper feather lfc,interpolated,interpolated,min,8.135949187556509
1999-10-28,feather river,upper feather lfc,interpolated,interpolated,mean,8.95966852350783
1999-10-28,feather river,upper feather lfc,interpolated,interpolated,max,8.755671687472033
1999-10-28,feather river,upper feather lfc,interpolated,interpolated,min,8.53653844080456
1999-10-29,feather river,upper feather lfc,interpolated,interpolated,mean,8.527761549905364
1999-10-29,feather river,upper feather lfc,interpolated,interpolated,max,8.52994976171393
1999-10-29,feather river,upper feather lfc,interpolated,interpolated,min,7.936685574369593
1999-10-30,feather river,upper feather lfc,interpolated,interpolated,mean,8.420116863214133
1999-10-30,feather river,upper feather lfc,interpolated,interpolated,max,8.530492947983124
1999-10-30,feather river,upper feather lfc,interpolated,interpolated,min,7.737009555807832
1999-10-31,feather river,upper feather lfc,interpolated,interpolated,mean,8.42055960549332
1999-10-31,feather river,upper feather lfc,interpolated,interpolated,max,8.531036134252318
1999-10-31,feather river,upper feather lfc,interpolated,interpolated,min,7.737421961182676
1999-11-01,feather river,upper feather lfc,interpolated,interpolated,mean,8.529089776742918
1999-11-01,feather river,upper feather lfc,interpolated,interpolated,max,8.531579320521512
1999-11-01,feather river,upper feather lfc,interpolated,interpolated,min,7.937922790494123
1999-11-02,feather river,upper feather lfc,interpolated,interpolated,mean,8.529532519022101
1999-11-02,feather river,upper feather lfc,interpolated,interpolated,max,8.532122506790706
1999-11-02,feather river,upper feather lfc,interpolated,interpolated,min,7.938335195868967
1999-11-03,feather river,upper feather lfc,interpolated,interpolated,mean,8.529975261301287
1999-11-03,feather river,upper feather lfc,interpolated,interpolated,max,8.5326656930599
1999-11-03,feather river,upper feather lfc,interpolated,interpolated,min,7.93874760124381
1999-11-04,feather river,upper feather lfc,interpolated,interpolated,mean,8.530418003580472
1999-11-04,feather river,upper feather lfc,interpolated,interpolated,max,8.533208879329095
1999-11-04,feather river,upper feather lfc,interpolated,interpolated,min,7.939160006618653
1999-11-05,feather river,upper feather lfc,interpolated,interpolated,mean,8.530860745859655
1999-11-05,feather river,upper feather lfc,interpolated,interpolated,max,8.53375206559829
1999-11-05,feather river,upper feather lfc,interpolated,interpolated,min,7.939572411993496
1999-11-06,feather river,upper feather lfc,interpolated,interpolated,mean,8.423216059168427
1999-11-06,feather river,upper feather lfc,interpolated,interpolated,max,8.308030139840184
1999-11-06,feather river,upper feather lfc,interpolated,interpolated,min,7.93998481736834
1999-11-07,feather river,upper feather lfc,interpolated,interpolated,mean,8.3155713724772
1999-11-07,feather river,upper feather lfc,interpolated,interpolated,max,8.082308214082083
1999-11-07,feather river,upper feather lfc,interpolated,interpolated,min,7.940397222743183
1999-11-08,feather river,upper feather lfc,interpolated,interpolated,mean,8.20792668578597
1999-11-08,feather river,upper feather lfc,interpolated,interpolated,max,7.85658628832398
1999-11-08,feather river,upper feather lfc,interpolated,interpolated,min,7.940809628118027
1999-11-09,feather river,upper feather lfc,interpolated,interpolated,mean,7.884107141153917
1999-11-09,feather river,upper feather lfc,interpolated,interpolated,max,7.630864362565877
1999-11-09,feather river,upper feather lfc,interpolated,interpolated,min,7.541045185619662
1999-11-10,feather river,upper feather lfc,interpolated,interpolated,mean,7.8845498834331025
1999-11-10,feather river,upper feather lfc,interpolated,interpolated,max,7.405142436807774
1999-11-10,feather river,upper feather lfc,interpolated,interpolated,min,7.741546014931109
1999-11-11,feather river,upper feather lfc,interpolated,interpolated,mean,8.101167483653112
1999-11-11,feather river,upper feather lfc,interpolated,interpolated,max,7.858215847131563
1999-11-11,feather river,upper feather lfc,interpolated,interpolated,min,7.741958420305952
1999-11-12,feather river,upper feather lfc,interpolated,interpolated,mean,8.209697654902708
1999-11-12,feather river,upper feather lfc,interpolated,interpolated,max,8.085024145428054
1999-11-12,feather river,upper feather lfc,interpolated,interpolated,min,7.742370825680796
1999-11-13,feather river,upper feather lfc,interpolated,interpolated,mean,8.102052968211481
1999-11-13,feather river,upper feather lfc,interpolated,interpolated,max,8.085567331697249
1999-11-13,feather river,upper feather lfc,interpolated,interpolated,min,7.542694807119036
1999-11-14,feather river,upper feather lfc,interpolated,interpolated,mean,8.102495710490667
1999-11-14,feather river,upper feather lfc,interpolated,interpolated,max,7.859845405939145
1999-11-14,feather river,upper feather lfc,interpolated,interpolated,min,7.743195636430483
1999-11-15,feather river,upper feather lfc,interpolated,interpolated,mean,8.643375597621915
1999-11-15,feather river,upper feather lfc,interpolated,interpolated,max,8.312918816262934
1999-11-15,feather river,upper feather lfc,interpolated,interpolated,min,8.343873313615138
1999-11-16,feather river,upper feather lfc,interpolated,interpolated,mean,8.21146862401945
1999-11-16,feather river,upper feather lfc,interpolated,interpolated,max,7.860931778477534
1999-11-16,feather river,upper feather lfc,interpolated,interpolated,min,7.944108871116773
1999-11-17,feather river,upper feather lfc,interpolated,interpolated,mean,7.779561650416982
1999-11-17,feather river,upper feather lfc,interpolated,interpolated,max,7.635209852719431
1999-11-17,feather river,upper feather lfc,interpolated,interpolated,min,7.344256004681807
1999-11-18,feather river,upper feather lfc,interpolated,interpolated,mean,7.131479818873689
1999-11-18,feather river,upper feather lfc,interpolated,interpolated,max,6.730692590879434
1999-11-18,feather river,upper feather lfc,interpolated,interpolated,min,6.944491562183442
1999-11-19,feather river,upper feather lfc,interpolated,interpolated,mean,7.023835132182462
1999-11-19,feather river,upper feather lfc,interpolated,interpolated,max,6.504970665121331
1999-11-19,feather river,upper feather lfc,interpolated,interpolated,min,6.944903967558286
1999-11-20,feather river,upper feather lfc,interpolated,interpolated,mean,7.456627590343298
1999-11-20,feather river,upper feather lfc,interpolated,interpolated,max,6.95804407544512
1999-11-20,feather river,upper feather lfc,interpolated,interpolated,min,7.345493220806336
1999-11-21,feather river,upper feather lfc,interpolated,interpolated,mean,7.240895474681657
1999-11-21,feather river,upper feather lfc,interpolated,interpolated,max,6.958587261714314
1999-11-21,feather river,upper feather lfc,interpolated,interpolated,min,6.945728778307972
1999-11-22,feather river,upper feather lfc,interpolated,interpolated,mean,6.592813643138365
1999-11-22,feather river,upper feather lfc,interpolated,interpolated,max,6.280335111901616
1999-11-22,feather river,upper feather lfc,interpolated,interpolated,min,6.345875911873005
1999-11-23,feather river,upper feather lfc,interpolated,interpolated,mean,6.377081527476724
1999-11-23,feather river,upper feather lfc,interpolated,interpolated,max,6.054613186143513
1999-11-23,feather river,upper feather lfc,interpolated,interpolated,min,6.146199893311245
1999-11-24,feather river,upper feather lfc,interpolated,interpolated,mean,6.161349411815083
1999-11-24,feather river,upper feather lfc,interpolated,interpolated,max,5.82889126038541
1999-11-24,feather river,upper feather lfc,interpolated,interpolated,min,5.946523874749484
1999-11-25,feather river,upper feather lfc,interpolated,interpolated,mean,6.377967012035093
1999-11-25,feather river,upper feather lfc,interpolated,interpolated,max,6.055699558681901
1999-11-25,feather river,upper feather lfc,interpolated,interpolated,min,6.147024704060931
1999-11-26,feather river,upper feather lfc,interpolated,interpolated,mean,6.594584612255104
1999-11-26,feather river,upper feather lfc,interpolated,interpolated,max,6.282507856978393
1999-11-26,feather river,upper feather lfc,interpolated,interpolated,min,6.347525533372378
1999-11-27,feather river,upper feather lfc,interpolated,interpolated,mean,7.027377070415939
1999-11-27,feather river,upper feather lfc,interpolated,interpolated,max,6.735581267302182
1999-11-27,feather river,upper feather lfc,interpolated,interpolated,min,6.7481147866204285
1999-11-28,feather river,upper feather lfc,interpolated,interpolated,mean,7.027819812695124
1999-11-28,feather river,upper feather lfc,interpolated,interpolated,max,6.736124453571376
1999-11-28,feather river,upper feather lfc,interpolated,interpolated,min,6.748527191995271
1999-11-29,feather river,upper feather lfc,interpolated,interpolated,mean,7.136349983944722
1999-11-29,feather river,upper feather lfc,interpolated,interpolated,max,6.510402527813273
1999-11-29,feather river,upper feather lfc,interpolated,interpolated,min,7.1491164452433225
1999-11-30,feather river,upper feather lfc,interpolated,interpolated,mean,7.352967584164732
1999-11-30,feather river,upper feather lfc,interpolated,interpolated,max,6.737210826109765
1999-11-30,feather river,upper feather lfc,interpolated,interpolated,min,7.3496172745547685
1999-12-01,feather river,upper feather lfc,interpolated,interpolated,mean,7.137235468503091
1999-12-01,feather river,upper feather lfc,interpolated,interpolated,max,6.737754012378959
1999-12-01,feather river,upper feather lfc,interpolated,interpolated,min,6.949852832056406
1999-12-02,feather river,upper feather lfc,interpolated,interpolated,mean,6.705328494900625
1999-12-02,feather river,upper feather lfc,interpolated,interpolated,max,6.2857669745935585
1999-12-02,feather river,upper feather lfc,interpolated,interpolated,min,6.5500883895580415
1999-12-03,feather river,upper feather lfc,interpolated,interpolated,mean,6.2734215212981574
1999-12-03,feather river,upper feather lfc,interpolated,interpolated,max,5.833779936808158
1999-12-03,feather river,upper feather lfc,interpolated,interpolated,min,6.150323947059678
1999-12-04,feather river,upper feather lfc,interpolated,interpolated,mean,5.949601976666104
1999-12-04,feather river,upper feather lfc,interpolated,interpolated,max,5.608058011050055
1999-12-04,feather river,upper feather lfc,interpolated,interpolated,min,5.7505595045613145
1999-12-05,feather river,upper feather lfc,interpolated,interpolated,mean,6.058132147915702
1999-12-05,feather river,upper feather lfc,interpolated,interpolated,max,5.608601197319249
1999-12-05,feather river,upper feather lfc,interpolated,interpolated,min,5.9510603338727615
1999-12-06,feather river,upper feather lfc,interpolated,interpolated,mean,6.058574890194887
1999-12-06,feather river,upper feather lfc,interpolated,interpolated,max,5.609144383588443
1999-12-06,feather river,upper feather lfc,interpolated,interpolated,min,5.951472739247604
1999-12-07,feather river,upper feather lfc,interpolated,interpolated,mean,6.383279919385309
