date,stream,site_group,gage_agency,gage_number,statistic,value
2010-08-27,feather river,upper feather hfc,interpolated,interpolated,min,17.456192081515365
2010-08-28,feather river,upper feather hfc,interpolated,interpolated,mean,17.166239922677565
2010-08-28,feather river,upper feather hfc,interpolated,interpolated,max,18.27227336848189
2010-08-28,feather river,upper feather hfc,interpolated,interpolated,min,17.0927107208492
2010-08-29,feather river,upper feather hfc,interpolated,interpolated,mean,16.718972341830295
2010-08-29,feather river,upper feather hfc,interpolated,interpolated,max,18.272048532528252
2010-08-29,feather river,upper feather hfc,interpolated,interpolated,min,16.14812493285215
2010-08-30,feather river,upper feather hfc,interpolated,interpolated,mean,16.271704760983027
2010-08-30,feather river,upper feather hfc,interpolated,interpolated,max,17.871575149169193
2010-08-30,feather river,upper feather hfc,interpolated,interpolated,min,15.639367465353263
2010-08-31,feather river,upper feather hfc,interpolated,interpolated,mean,16.271260594022408
2010-08-31,feather river,upper feather hfc,interpolated,interpolated,max,18.004766495684027
2010-08-31,feather river,upper feather hfc,interpolated,interpolated,min,15.493800264936187
2010-09-01,feather river,upper feather hfc,interpolated,interpolated,mean,16.545784681761262
2010-09-01,feather river,upper feather hfc,interpolated,interpolated,max,18.404790207135807
2010-09-01,feather river,upper feather hfc,interpolated,interpolated,min,15.63878527818456
2010-09-02,feather river,upper feather hfc,interpolated,interpolated,mean,17.3015032152242
2010-09-02,feather river,upper feather hfc,interpolated,interpolated,max,19.071646283524537
2010-09-02,feather river,upper feather hfc,interpolated,interpolated,min,16.510150825596547
2010-09-03,feather river,upper feather hfc,interpolated,interpolated,mean,17.644769366637924
2010-09-03,feather river,upper feather hfc,interpolated,interpolated,max,19.338253812507844
2010-09-03,feather river,upper feather hfc,interpolated,interpolated,min,16.945688052510366
2010-09-04,feather river,upper feather hfc,interpolated,interpolated,mean,17.472470040490133
2010-09-04,feather river,upper feather hfc,interpolated,interpolated,max,19.137904702851497
2010-09-04,feather river,upper feather hfc,interpolated,interpolated,min,16.80012085209329
2010-09-05,feather river,upper feather hfc,interpolated,interpolated,mean,17.30017071434234
2010-09-05,feather river,upper feather hfc,interpolated,interpolated,max,18.87084750196091
2010-09-05,feather river,upper feather hfc,interpolated,interpolated,min,16.727191705092576
2010-09-06,feather river,upper feather hfc,interpolated,interpolated,mean,16.7841610698202
2010-09-06,feather river,upper feather hfc,interpolated,interpolated,max,18.537082209836086
2010-09-06,feather river,upper feather hfc,interpolated,interpolated,min,16.000520077344607
2010-09-07,feather river,upper feather hfc,interpolated,interpolated,mean,16.680603807347282
2010-09-07,feather river,upper feather hfc,interpolated,interpolated,max,18.270025008945503
2010-09-07,feather river,upper feather hfc,interpolated,interpolated,min,16.072867037176614
2010-09-08,feather river,upper feather hfc,interpolated,interpolated,mean,16.47393344936205
2010-09-08,feather river,upper feather hfc,interpolated,interpolated,max,17.269178804478315
2010-09-08,feather river,upper feather hfc,interpolated,interpolated,min,16.72631842433952
2010-09-09,feather river,upper feather hfc,interpolated,interpolated,mean,16.198521027701954
2010-09-09,feather river,upper feather hfc,interpolated,interpolated,max,17.669202515930095
2010-09-09,feather river,upper feather hfc,interpolated,interpolated,min,15.709094582926102
2010-09-10,feather river,upper feather hfc,interpolated,interpolated,mean,15.85436654236699
2010-09-10,feather river,upper feather hfc,interpolated,interpolated,max,17.468853406273748
2010-09-10,feather river,upper feather hfc,interpolated,interpolated,min,15.200337115427217
2010-09-11,feather river,upper feather hfc,interpolated,interpolated,mean,16.02577753459354
2010-09-11,feather river,upper feather hfc,interpolated,interpolated,max,17.735460935257056
2010-09-11,feather river,upper feather hfc,interpolated,interpolated,min,15.272684075259228
2010-09-12,feather river,upper feather hfc,interpolated,interpolated,mean,16.02533336763292
2010-09-12,feather river,upper feather hfc,interpolated,interpolated,max,17.735236099303417
2010-09-12,feather river,upper feather hfc,interpolated,interpolated,min,15.272392981674876
2010-09-13,feather river,upper feather hfc,interpolated,interpolated,mean,16.128002296184604
2010-09-13,feather river,upper feather hfc,interpolated,interpolated,max,17.73501126334978
2010-09-13,feather river,upper feather hfc,interpolated,interpolated,min,15.490016048339609
2010-09-14,feather river,upper feather hfc,interpolated,interpolated,mean,16.09318709738655
2010-09-14,feather river,upper feather hfc,interpolated,interpolated,max,17.6680783361619
2010-09-14,feather river,upper feather hfc,interpolated,interpolated,min,15.489724954755257
2010-09-15,feather river,upper feather hfc,interpolated,interpolated,mean,15.852145707563889
2010-09-15,feather river,upper feather hfc,interpolated,interpolated,max,17.467729226505554
2010-09-15,feather river,upper feather hfc,interpolated,interpolated,min,15.198881647505457
2010-09-16,feather river,upper feather hfc,interpolated,interpolated,mean,15.954814636115572
2010-09-16,feather river,upper feather hfc,interpolated,interpolated,max,17.534212481786152
2010-09-16,feather river,upper feather hfc,interpolated,interpolated,min,15.343866660753829
2010-09-17,feather river,upper feather hfc,interpolated,interpolated,mean,16.02311253282982
2010-09-17,feather river,upper feather hfc,interpolated,interpolated,max,17.40057146336404
2010-09-17,feather river,upper feather hfc,interpolated,interpolated,min,15.634127780834925
2010-09-18,feather river,upper feather hfc,interpolated,interpolated,mean,16.297636620568674
2010-09-18,feather river,upper feather hfc,interpolated,interpolated,max,17.80059517481582
2010-09-18,feather river,upper feather hfc,interpolated,interpolated,min,15.779112794083296
2010-09-19,feather river,upper feather hfc,interpolated,interpolated,mean,16.400305549120358
2010-09-19,feather river,upper feather hfc,interpolated,interpolated,max,17.533537973925235
2010-09-19,feather river,upper feather hfc,interpolated,interpolated,min,16.287288074413475
2010-09-20,feather river,upper feather hfc,interpolated,interpolated,mean,16.19363519113513
2010-09-20,feather river,upper feather hfc,interpolated,interpolated,max,17.600021229205836
2010-09-20,feather river,upper feather hfc,interpolated,interpolated,min,15.778530606914593
2010-09-21,feather river,upper feather hfc,interpolated,interpolated,mean,15.57451245110069
2010-09-21,feather river,upper feather hfc,interpolated,interpolated,max,16.86600738967559
2010-09-21,feather river,upper feather hfc,interpolated,interpolated,min,15.269773139415706
2010-09-22,feather river,upper feather hfc,interpolated,interpolated,mean,15.264728997603157
2010-09-22,feather river,upper feather hfc,interpolated,interpolated,max,16.665658280019244
2010-09-22,feather river,upper feather hfc,interpolated,interpolated,min,14.833653725333184
2010-09-23,feather river,upper feather hfc,interpolated,interpolated,mean,15.229913798805105
2010-09-23,feather river,upper feather hfc,interpolated,interpolated,max,16.732141535299842
2010-09-23,feather river,upper feather hfc,interpolated,interpolated,min,14.688086524916109
2010-09-24,feather river,upper feather hfc,interpolated,interpolated,mean,15.332582727356787
2010-09-24,feather river,upper feather hfc,interpolated,interpolated,max,16.932040973048913
2010-09-24,feather river,upper feather hfc,interpolated,interpolated,min,14.687795431331757
2010-09-25,feather river,upper feather hfc,interpolated,interpolated,mean,15.572735783258208
2010-09-25,feather river,upper feather hfc,interpolated,interpolated,max,17.131940410797988
2010-09-25,feather river,upper feather hfc,interpolated,interpolated,min,14.978056551412852
2010-09-26,feather river,upper feather hfc,interpolated,interpolated,mean,15.606662648135025
2010-09-26,feather river,upper feather hfc,interpolated,interpolated,max,17.198423666078583
2010-09-26,feather river,upper feather hfc,interpolated,interpolated,min,14.9777654578285
2010-09-27,feather river,upper feather hfc,interpolated,interpolated,mean,15.74370260852414
2010-09-27,feather river,upper feather hfc,interpolated,interpolated,max,17.331615012593417
2010-09-27,feather river,upper feather hfc,interpolated,interpolated,min,15.12275047107687
2010-09-28,feather river,upper feather hfc,interpolated,interpolated,mean,16.224452887287605
2010-09-28,feather river,upper feather hfc,interpolated,interpolated,max,17.798346815279437
2010-09-28,feather river,upper feather hfc,interpolated,interpolated,min,15.630925751407052
2010-09-29,feather river,upper feather hfc,interpolated,interpolated,mean,16.636461102376195
2010-09-29,feather river,upper feather hfc,interpolated,interpolated,max,18.198370526731214
2010-09-29,feather river,upper feather hfc,interpolated,interpolated,min,16.06646297832087
2010-09-30,feather river,upper feather hfc,interpolated,interpolated,mean,16.739130030927875
2010-09-30,feather river,upper feather hfc,interpolated,interpolated,max,18.198145690777576
2010-09-30,feather river,upper feather hfc,interpolated,interpolated,min,16.284086044985603
2010-10-01,feather river,upper feather hfc,interpolated,interpolated,mean,16.73868586396726
2010-10-01,feather river,upper feather hfc,interpolated,interpolated,max,18.1312127635897
2010-10-01,feather river,upper feather hfc,interpolated,interpolated,min,16.356433004817614
2010-10-02,feather river,upper feather hfc,interpolated,interpolated,mean,16.53201550598203
2010-10-02,feather river,upper feather hfc,interpolated,interpolated,max,17.730739380230645
2010-10-02,feather river,upper feather hfc,interpolated,interpolated,min,16.356141911233262
2010-10-03,feather river,upper feather hfc,interpolated,interpolated,mean,16.90965268923319
2010-10-03,feather river,upper feather hfc,interpolated,interpolated,max,17.930638817979712
2010-10-03,feather river,upper feather hfc,interpolated,interpolated,min,16.936955244979803
2010-10-04,feather river,upper feather hfc,interpolated,interpolated,mean,16.324900981036183
2010-10-04,feather river,upper feather hfc,interpolated,interpolated,max,17.396749252152183
2010-10-04,feather river,upper feather hfc,interpolated,interpolated,min,16.282921670648193
2010-10-05,feather river,upper feather hfc,interpolated,interpolated,mean,15.568294113652005
2010-10-05,feather river,upper feather hfc,interpolated,interpolated,max,16.52931923015347
2010-10-05,feather river,upper feather hfc,interpolated,interpolated,min,15.628888096316587
2010-10-06,feather river,upper feather hfc,interpolated,interpolated,mean,15.705334074041122
2010-10-06,feather river,upper feather hfc,interpolated,interpolated,max,16.795926759136776
2010-10-06,feather river,upper feather hfc,interpolated,interpolated,min,15.628597002732235
2010-10-07,feather river,upper feather hfc,interpolated,interpolated,mean,15.636147843405631
2010-10-07,feather river,upper feather hfc,interpolated,interpolated,max,16.662285740714665
2010-10-07,feather river,upper feather hfc,interpolated,interpolated,min,15.628305909147883
2010-10-08,feather river,upper feather hfc,interpolated,interpolated,mean,15.017025103371193
2010-10-08,feather river,upper feather hfc,interpolated,interpolated,max,16.19510426612137
2010-10-08,feather river,upper feather hfc,interpolated,interpolated,min,14.828996227983549
2010-10-09,feather river,upper feather hfc,interpolated,interpolated,mean,14.879096809060833
2010-10-09,feather river,upper feather hfc,interpolated,interpolated,max,16.261587521401967
2010-10-09,feather river,upper feather hfc,interpolated,interpolated,min,14.465514867317388
2010-10-10,feather river,upper feather hfc,interpolated,interpolated,mean,15.359847087824296
2010-10-10,feather river,upper feather hfc,interpolated,interpolated,max,16.728319324087984
2010-10-10,feather river,upper feather hfc,interpolated,interpolated,min,14.97369014764757
2010-10-11,feather river,upper feather hfc,interpolated,interpolated,mean,15.462516016375979
2010-10-11,feather river,upper feather hfc,interpolated,interpolated,max,16.794802579368586
2010-10-11,feather river,upper feather hfc,interpolated,interpolated,min,15.118675160895942
2010-10-12,feather river,upper feather hfc,interpolated,interpolated,mean,15.049619467366146
2010-10-12,feather river,upper feather hfc,interpolated,interpolated,max,16.461037287243762
2010-10-12,feather river,upper feather hfc,interpolated,interpolated,min,14.609917693397055
2010-10-13,feather river,upper feather hfc,interpolated,interpolated,mean,15.117917364080393
2010-10-13,feather river,upper feather hfc,interpolated,interpolated,max,16.527520542524357
2010-10-13,feather river,upper feather hfc,interpolated,interpolated,min,14.682264653229065
2010-10-14,feather river,upper feather hfc,interpolated,interpolated,mean,15.220586292632078
2010-10-14,feather river,upper feather hfc,interpolated,interpolated,max,16.52729570657072
2010-10-14,feather river,upper feather hfc,interpolated,interpolated,min,14.8998877198938
2010-10-15,feather river,upper feather hfc,interpolated,interpolated,mean,15.357626253021193
2010-10-15,feather river,upper feather hfc,interpolated,interpolated,max,16.52707087061708
2010-10-15,feather river,upper feather hfc,interpolated,interpolated,min,15.190148839974894
2010-10-16,feather river,upper feather hfc,interpolated,interpolated,mean,15.116584863198533
2010-10-16,feather river,upper feather hfc,interpolated,interpolated,max,16.126597487258024
2010-10-16,feather river,upper feather hfc,interpolated,interpolated,min,15.117219692974182
2010-10-17,feather river,upper feather hfc,interpolated,interpolated,mean,14.32560696397692
2010-10-17,feather river,upper feather hfc,interpolated,interpolated,max,15.192459374025072
2010-10-17,feather river,upper feather hfc,interpolated,interpolated,min,14.463186118642572
2010-10-18,feather river,upper feather hfc,interpolated,interpolated,mean,14.600131051715774
2010-10-18,feather river,upper feather hfc,interpolated,interpolated,max,15.725899267945326
2010-10-18,feather river,upper feather hfc,interpolated,interpolated,min,14.46289502505822
2010-10-19,feather river,upper feather hfc,interpolated,interpolated,mean,14.221605534543375
2010-10-19,feather river,upper feather hfc,interpolated,interpolated,max,15.458842067054741
2010-10-19,feather river,upper feather hfc,interpolated,interpolated,min,13.954137557559335
2010-10-20,feather river,upper feather hfc,interpolated,interpolated,mean,14.324274463095058
2010-10-20,feather river,upper feather hfc,interpolated,interpolated,max,15.52532532233534
2010-10-20,feather river,upper feather hfc,interpolated,interpolated,min,14.099122570807705
2010-10-21,feather river,upper feather hfc,interpolated,interpolated,mean,14.11760410510983
2010-10-21,feather river,upper feather hfc,interpolated,interpolated,max,15.124851938976281
2010-10-21,feather river,upper feather hfc,interpolated,interpolated,min,14.098831477223353
2010-10-22,feather river,upper feather hfc,interpolated,interpolated,mean,14.11715993814921
2010-10-22,feather river,upper feather hfc,interpolated,interpolated,max,14.924502829319932
2010-10-22,feather river,upper feather hfc,interpolated,interpolated,min,14.316454543888089
2010-10-23,feather river,upper feather hfc,interpolated,interpolated,mean,13.704263389139378
2010-10-23,feather river,upper feather hfc,interpolated,interpolated,max,14.524029445960872
2010-10-23,feather river,upper feather hfc,interpolated,interpolated,min,13.880335129805566
2010-10-24,feather river,upper feather hfc,interpolated,interpolated,mean,13.256995808292109
2010-10-24,feather river,upper feather hfc,interpolated,interpolated,max,13.790015606430632
2010-10-24,feather river,upper feather hfc,interpolated,interpolated,min,13.73476792938849
2010-10-25,feather river,upper feather hfc,interpolated,interpolated,mean,12.706615131932539
2010-10-25,feather river,upper feather hfc,interpolated,interpolated,max,13.656374588008521
2010-10-25,feather river,upper feather hfc,interpolated,interpolated,min,12.717544087975073
2010-10-26,feather river,upper feather hfc,interpolated,interpolated,mean,11.950008264548359
2010-10-26,feather river,upper feather hfc,interpolated,interpolated,max,13.055776930946752
2010-10-26,feather river,upper feather hfc,interpolated,interpolated,min,11.772958299978017
2010-10-27,feather river,upper feather hfc,interpolated,interpolated,mean,11.124659333489312
2010-10-27,feather river,upper feather hfc,interpolated,interpolated,max,12.255055000182274
2010-10-27,feather river,upper feather hfc,interpolated,interpolated,min,10.901010565397323
2010-10-28,feather river,upper feather hfc,interpolated,interpolated,mean,11.742893739602511
2010-10-28,feather river,upper feather hfc,interpolated,interpolated,max,12.588370620399818
2010-10-28,feather river,upper feather hfc,interpolated,interpolated,min,11.845014166225674
2010-10-29,feather river,upper feather hfc,interpolated,interpolated,mean,12.154901954691105
2010-10-29,feather river,upper feather hfc,interpolated,interpolated,max,13.121810514320071
2010-10-29,feather river,upper feather hfc,interpolated,interpolated,min,12.135275286306769
2010-10-30,feather river,upper feather hfc,interpolated,interpolated,mean,12.22319985140535
2010-10-30,feather river,upper feather hfc,interpolated,interpolated,max,12.854753313429487
2010-10-30,feather river,upper feather hfc,interpolated,interpolated,min,12.570812513220588
2010-10-31,feather river,upper feather hfc,interpolated,interpolated,mean,12.669579098331381
2010-10-31,feather river,upper feather hfc,interpolated,interpolated,max,13.65502557228669
2010-10-31,feather river,upper feather hfc,interpolated,interpolated,min,12.643159473052597
2010-11-01,feather river,upper feather hfc,interpolated,interpolated,mean,12.325424612996416
2010-11-01,feather river,upper feather hfc,interpolated,interpolated,max,13.521384553864575
2010-11-01,feather river,upper feather hfc,interpolated,interpolated,min,12.061763952137351
2010-11-02,feather river,upper feather hfc,interpolated,interpolated,mean,12.496835605222968
2010-11-02,feather river,upper feather hfc,interpolated,interpolated,max,13.721283991613648
2010-11-02,feather river,upper feather hfc,interpolated,interpolated,min,12.206748965385723
2010-11-03,feather river,upper feather hfc,interpolated,interpolated,mean,12.702617629286953
2010-11-03,feather river,upper feather hfc,interpolated,interpolated,max,13.787767246894244
2010-11-03,feather river,upper feather hfc,interpolated,interpolated,min,12.56964813888318
2010-11-04,feather river,upper feather hfc,interpolated,interpolated,mean,12.90839965335094
2010-11-04,feather river,upper feather hfc,interpolated,interpolated,max,13.987666684643317
2010-11-04,feather river,upper feather hfc,interpolated,interpolated,min,12.787271205547913
2010-11-05,feather river,upper feather hfc,interpolated,interpolated,mean,13.251665804764663
2010-11-05,feather river,upper feather hfc,interpolated,interpolated,max,14.32098230486086
2010-11-05,feather river,upper feather hfc,interpolated,interpolated,min,13.15017037904537
2010-11-06,feather river,upper feather hfc,interpolated,interpolated,mean,13.285592669641478
2010-11-06,feather river,upper feather hfc,interpolated,interpolated,max,14.320757468907221
2010-11-06,feather river,upper feather hfc,interpolated,interpolated,min,13.22251733887738
2010-11-07,feather river,upper feather hfc,interpolated,interpolated,mean,12.76958302511934
2010-11-07,feather river,upper feather hfc,interpolated,interpolated,max,13.78686790307969
2010-11-07,feather river,upper feather hfc,interpolated,interpolated,min,12.713759871378496
2010-11-08,feather river,upper feather hfc,interpolated,interpolated,mean,11.634894807523384
2010-11-08,feather river,upper feather hfc,interpolated,interpolated,max,12.65260551614403
2010-11-08,feather river,upper feather hfc,interpolated,interpolated,min,11.551259923132353
2010-11-09,feather river,upper feather hfc,interpolated,interpolated,mean,10.637690717277167
2010-11-09,feather river,upper feather hfc,interpolated,interpolated,max,11.585051220442605
2010-11-09,feather river,upper feather hfc,interpolated,interpolated,min,10.606674135135298
2010-11-10,feather river,upper feather hfc,interpolated,interpolated,mean,11.084069964203191
2010-11-10,feather river,upper feather hfc,interpolated,interpolated,max,12.118491114362858
2010-11-10,feather river,upper feather hfc,interpolated,interpolated,min,10.969573308632755
2010-11-11,feather river,upper feather hfc,interpolated,interpolated,mean,10.361834128656447
2010-11-11,feather river,upper feather hfc,interpolated,interpolated,max,11.51789345730109
2010-11-11,feather river,upper feather hfc,interpolated,interpolated,min,10.097625574052062
2010-11-12,feather river,upper feather hfc,interpolated,interpolated,mean,10.155163770671223
2010-11-12,feather river,upper feather hfc,interpolated,interpolated,max,11.317544347644743
2010-11-12,feather river,upper feather hfc,interpolated,interpolated,min,9.879420320218625
2010-11-13,feather river,upper feather hfc,interpolated,interpolated,mean,10.085977540035731
2010-11-13,feather river,upper feather hfc,interpolated,interpolated,max,11.250611420456867
2010-11-13,feather river,upper feather hfc,interpolated,interpolated,min,9.80649117321791
2010-11-14,feather river,upper feather hfc,interpolated,interpolated,mean,10.70421194614893
2010-11-14,feather river,upper feather hfc,interpolated,interpolated,max,11.984175588079832
2010-11-14,feather river,upper feather hfc,interpolated,interpolated,min,10.314666453548092
2010-11-15,feather river,upper feather hfc,interpolated,interpolated,mean,11.288075320424696
2010-11-15,feather river,upper feather hfc,interpolated,interpolated,max,12.517615482000085
2010-11-15,feather river,upper feather hfc,interpolated,interpolated,min,10.968117840710995
2010-11-16,feather river,upper feather hfc,interpolated,interpolated,mean,11.287631153464076
2010-11-16,feather river,upper feather hfc,interpolated,interpolated,max,12.383974463577974
2010-11-16,feather river,upper feather hfc,interpolated,interpolated,min,11.113102853959365
2010-11-17,feather river,upper feather hfc,interpolated,interpolated,mean,10.771621508941939
2010-11-17,feather river,upper feather hfc,interpolated,interpolated,max,11.916792988984678
2010-11-17,feather river,upper feather hfc,interpolated,interpolated,min,10.53170733304412
2010-11-18,feather river,upper feather hfc,interpolated,interpolated,mean,10.977403533005925
2010-11-18,feather river,upper feather hfc,interpolated,interpolated,max,12.049984335499513
2010-11-18,feather river,upper feather hfc,interpolated,interpolated,min,10.821968453125216
2010-11-19,feather river,upper feather hfc,interpolated,interpolated,mean,10.805104206858132
2010-11-19,feather river,upper feather hfc,interpolated,interpolated,max,11.51609476967198
2010-11-19,feather river,upper feather hfc,interpolated,interpolated,min,11.039591519789948
2010-11-20,feather river,upper feather hfc,interpolated,interpolated,mean,10.323465594173431
2010-11-20,feather river,upper feather hfc,interpolated,interpolated,max,11.048913295078686
2010-11-20,feather river,upper feather hfc,interpolated,interpolated,min,10.530834052291063
2010-11-21,feather river,upper feather hfc,interpolated,interpolated,mean,9.876198013326162
2010-11-21,feather river,upper feather hfc,interpolated,interpolated,max,10.848564185422337
2010-11-21,feather river,upper feather hfc,interpolated,interpolated,min,9.804162424543094
2010-11-22,feather river,upper feather hfc,interpolated,interpolated,mean,9.532043527991195
2010-11-22,feather river,upper feather hfc,interpolated,interpolated,max,10.44809080206328
2010-11-22,feather river,upper feather hfc,interpolated,interpolated,min,9.513319117293294
2010-11-23,feather river,upper feather hfc,interpolated,interpolated,mean,8.981662851631626
2010-11-23,feather river,upper feather hfc,interpolated,interpolated,max,10.181033601172693
2010-11-23,feather river,upper feather hfc,interpolated,interpolated,min,8.6413713827126
2010-11-24,feather river,upper feather hfc,interpolated,interpolated,mean,8.121942888735145
2010-11-24,feather river,upper feather hfc,interpolated,interpolated,max,9.180187396705506
2010-11-24,feather river,upper feather hfc,interpolated,interpolated,min,7.91469975496463
2010-11-25,feather river,upper feather hfc,interpolated,interpolated,mean,7.70904633972531
2010-11-25,feather river,upper feather hfc,interpolated,interpolated,max,8.846422104580684
2010-11-25,feather river,upper feather hfc,interpolated,interpolated,min,7.405942287465746
2010-11-26,feather river,upper feather hfc,interpolated,interpolated,mean,7.846086300114427
2010-11-26,feather river,upper feather hfc,interpolated,interpolated,max,9.046321542329755
2010-11-26,feather river,upper feather hfc,interpolated,interpolated,min,7.478289247297756
2010-11-27,feather river,upper feather hfc,interpolated,interpolated,mean,8.429949674390192
2010-11-27,feather river,upper feather hfc,interpolated,interpolated,max,9.246220980078826
2010-11-27,feather river,upper feather hfc,interpolated,interpolated,min,8.49493090154247
2010-11-28,feather river,upper feather hfc,interpolated,interpolated,mean,7.982682093542925
2010-11-28,feather river,upper feather hfc,interpolated,interpolated,max,9.045871870422479
2010-11-28,feather river,upper feather hfc,interpolated,interpolated,min,7.768259273794499
2010-11-29,feather river,upper feather hfc,interpolated,interpolated,mean,7.741640703720263
2010-11-29,feather river,upper feather hfc,interpolated,interpolated,max,8.84552276076613
2010-11-29,feather river,upper feather hfc,interpolated,interpolated,min,7.477415966544699
2010-11-30,feather river,upper feather hfc,interpolated,interpolated,mean,8.18801995064629
2010-11-30,feather river,upper feather hfc,interpolated,interpolated,max,9.24554647221791
2010-11-30,feather river,upper feather hfc,interpolated,interpolated,min,7.985591246874879
2010-12-01,feather river,upper feather hfc,interpolated,interpolated,mean,8.256317847360538
2010-12-01,feather river,upper feather hfc,interpolated,interpolated,max,9.445445909966981
2010-12-01,feather river,upper feather hfc,interpolated,interpolated,min,7.912662099874166
2010-12-02,feather river,upper feather hfc,interpolated,interpolated,mean,8.840181221636303
2010-12-02,feather river,upper feather hfc,interpolated,interpolated,max,9.645345347716054
2010-12-02,feather river,upper feather hfc,interpolated,interpolated,min,8.929303754118878
2010-12-03,feather river,upper feather hfc,interpolated,interpolated,mean,9.3553025322372
2010-12-03,feather river,upper feather hfc,interpolated,interpolated,max,10.178785241636309
2010-12-03,feather river,upper feather hfc,interpolated,interpolated,min,9.437479034449058
2010-12-04,feather river,upper feather hfc,interpolated,interpolated,mean,9.561084556301186
2010-12-04,feather river,upper feather hfc,interpolated,interpolated,max,10.37868467938538
2010-12-04,feather river,upper feather hfc,interpolated,interpolated,min,9.655102101113792
2010-12-05,feather river,upper feather hfc,interpolated,interpolated,mean,10.110576898739517
2010-12-05,feather river,upper feather hfc,interpolated,interpolated,max,11.045540755774105
2010-12-05,feather river,upper feather hfc,interpolated,interpolated,min,10.090639328027612
2010-12-06,feather river,upper feather hfc,interpolated,interpolated,mean,10.556956145665545
2010-12-06,feather river,upper feather hfc,interpolated,interpolated,max,11.17873210228894
2010-12-06,feather river,upper feather hfc,interpolated,interpolated,min,10.889366822023238
2010-12-07,feather river,upper feather hfc,interpolated,interpolated,mean,10.144059596655712
2010-12-07,feather river,upper feather hfc,interpolated,interpolated,max,10.911674901398356
2010-12-07,feather river,upper feather hfc,interpolated,interpolated,min,10.307971301107992
2010-12-08,feather river,upper feather hfc,interpolated,interpolated,mean,10.109244397857655
2010-12-08,feather river,upper feather hfc,interpolated,interpolated,max,10.778033882976244
2010-12-08,feather river,upper feather hfc,interpolated,interpolated,min,10.380318260940001
2010-12-09,feather river,upper feather hfc,interpolated,interpolated,mean,10.589994676621117
2010-12-09,feather river,upper feather hfc,interpolated,interpolated,max,11.444889959364971
2010-12-09,feather river,upper feather hfc,interpolated,interpolated,min,10.670579381021096
2010-12-10,feather river,upper feather hfc,interpolated,interpolated,mean,10.864518764359971
2010-12-10,feather river,upper feather hfc,interpolated,interpolated,max,11.444665123411333
2010-12-10,feather river,upper feather hfc,interpolated,interpolated,min,11.25139271476764
2010-12-11,feather river,upper feather hfc,interpolated,interpolated,mean,11.001558724749088
2010-12-11,feather river,upper feather hfc,interpolated,interpolated,max,11.911396926097352
2010-12-11,feather river,upper feather hfc,interpolated,interpolated,min,11.033187460934201
2010-12-12,feather river,upper feather hfc,interpolated,interpolated,mean,10.62303320757669
2010-12-12,feather river,upper feather hfc,interpolated,interpolated,max,11.444215451504055
2010-12-12,feather river,upper feather hfc,interpolated,interpolated,min,10.742344153684403
2010-12-13,feather river,upper feather hfc,interpolated,interpolated,mean,10.313249754079159
2010-12-13,feather river,upper feather hfc,interpolated,interpolated,max,10.97703397691076
2010-12-13,feather river,upper feather hfc,interpolated,interpolated,min,10.596776953267327
2010-12-14,feather river,upper feather hfc,interpolated,interpolated,mean,10.519031778143145
2010-12-14,feather river,upper feather hfc,interpolated,interpolated,max,11.243641505894068
2010-12-14,feather river,upper feather hfc,interpolated,interpolated,min,10.741761966515698
2010-12-15,feather river,upper feather hfc,interpolated,interpolated,mean,9.76242491075897
2010-12-15,feather river,upper feather hfc,interpolated,interpolated,max,10.909876213769246
2010-12-15,feather river,upper feather hfc,interpolated,interpolated,min,9.506623964853196
2010-12-16,feather river,upper feather hfc,interpolated,interpolated,mean,8.730849788675314
2010-12-16,feather river,upper feather hfc,interpolated,interpolated,max,9.708905735599348
2010-12-16,feather river,upper feather hfc,interpolated,interpolated,min,8.634676230272502
2010-12-17,feather river,upper feather hfc,interpolated,interpolated,mean,8.730405621714695
2010-12-17,feather river,upper feather hfc,interpolated,interpolated,max,9.70868089964571
2010-12-17,feather river,upper feather hfc,interpolated,interpolated,min,8.634385136688149
2010-12-18,feather river,upper feather hfc,interpolated,interpolated,mean,10.001689632739147
2010-12-18,feather river,upper feather hfc,interpolated,interpolated,max,11.30945025331375
2010-12-18,feather river,upper feather hfc,interpolated,interpolated,min,9.578388737516502
2010-12-19,feather river,upper feather hfc,interpolated,interpolated,mean,10.723037134364649
2010-12-19,feather river,upper feather hfc,interpolated,interpolated,max,11.57605778229706
2010-12-19,feather river,upper feather hfc,interpolated,interpolated,min,10.812944552010299
2010-12-20,feather river,upper feather hfc,interpolated,interpolated,mean,10.207027489842513
2010-12-20,feather river,upper feather hfc,interpolated,interpolated,max,10.842043942766818
2010-12-20,feather river,upper feather hfc,interpolated,interpolated,min,10.5221012447605
2010-12-21,feather river,upper feather hfc,interpolated,interpolated,mean,10.10347022736959
2010-12-21,feather river,upper feather hfc,interpolated,interpolated,max,10.841819106813178
2010-12-21,feather river,upper feather hfc,interpolated,interpolated,min,10.303895990927064
2010-12-22,feather river,upper feather hfc,interpolated,interpolated,mean,10.687333601645355
2010-12-22,feather river,upper feather hfc,interpolated,interpolated,max,11.508675183201905
2010-12-22,feather river,upper feather hfc,interpolated,interpolated,min,10.812071271257242
2010-12-23,feather river,upper feather hfc,interpolated,interpolated,mean,10.549405307334997
2010-12-23,feather river,upper feather hfc,interpolated,interpolated,max,11.241617982311322
2010-12-23,feather river,upper feather hfc,interpolated,interpolated,min,10.81178017767289
