date,biological_year,count,run,adipose_clipped
2004-03-08T00:00:00Z,2004,0,late spring,FALSE
2004-03-08T00:00:00Z,2004,0,fall,FALSE
2004-03-09T00:00:00Z,2004,0,early spring,TRUE
2004-03-09T00:00:00Z,2004,0,late spring,TRUE
2004-03-09T00:00:00Z,2004,0,fall,TRUE
2004-03-09T00:00:00Z,2004,2,early spring,FALSE
2004-03-09T00:00:00Z,2004,0,late spring,FALSE
2004-03-09T00:00:00Z,2004,0,fall,FALSE
2004-03-10T00:00:00Z,2004,0,early spring,TRUE
2004-03-10T00:00:00Z,2004,0,late spring,TRUE
2004-03-10T00:00:00Z,2004,0,fall,TRUE
2004-03-10T00:00:00Z,2004,0,early spring,FALSE
2004-03-10T00:00:00Z,2004,0,late spring,FALSE
2004-03-10T00:00:00Z,2004,0,fall,FALSE
2004-03-11T00:00:00Z,2004,0,early spring,TRUE
2004-03-11T00:00:00Z,2004,0,late spring,TRUE
2004-03-11T00:00:00Z,2004,0,fall,TRUE
2004-03-11T00:00:00Z,2004,0,early spring,FALSE
2004-03-11T00:00:00Z,2004,0,late spring,FALSE
2004-03-11T00:00:00Z,2004,0,fall,FALSE
2004-03-12T00:00:00Z,2004,0,early spring,TRUE
2004-03-12T00:00:00Z,2004,0,late spring,TRUE
2004-03-12T00:00:00Z,2004,0,fall,TRUE
2004-03-12T00:00:00Z,2004,0,early spring,FALSE
2004-03-12T00:00:00Z,2004,0,late spring,FALSE
2004-03-12T00:00:00Z,2004,0,fall,FALSE
2004-03-13T00:00:00Z,2004,0,early spring,TRUE
2004-03-13T00:00:00Z,2004,0,late spring,TRUE
2004-03-13T00:00:00Z,2004,0,fall,TRUE
2004-03-13T00:00:00Z,2004,0,early spring,FALSE
2004-03-13T00:00:00Z,2004,0,late spring,FALSE
2004-03-13T00:00:00Z,2004,0,fall,FALSE
2004-03-14T00:00:00Z,2004,0,early spring,TRUE
2004-03-14T00:00:00Z,2004,0,late spring,TRUE
2004-03-14T00:00:00Z,2004,0,fall,TRUE
2004-03-14T00:00:00Z,2004,0,early spring,FALSE
2004-03-14T00:00:00Z,2004,0,late spring,FALSE
2004-03-14T00:00:00Z,2004,0,fall,FALSE
2004-03-15T00:00:00Z,2004,0,early spring,TRUE
2004-03-15T00:00:00Z,2004,0,late spring,TRUE
2004-03-15T00:00:00Z,2004,0,fall,TRUE
2004-03-15T00:00:00Z,2004,0,early spring,FALSE
2004-03-15T00:00:00Z,2004,0,late spring,FALSE
2004-03-15T00:00:00Z,2004,0,fall,FALSE
2004-03-16T00:00:00Z,2004,0,early spring,TRUE
2004-03-16T00:00:00Z,2004,0,late spring,TRUE
2004-03-16T00:00:00Z,2004,0,fall,TRUE
2004-03-16T00:00:00Z,2004,0,early spring,FALSE
2004-03-16T00:00:00Z,2004,0,late spring,FALSE
2004-03-16T00:00:00Z,2004,0,fall,FALSE
2004-03-17T00:00:00Z,2004,0,early spring,TRUE
2004-03-17T00:00:00Z,2004,0,late spring,TRUE
2004-03-17T00:00:00Z,2004,0,fall,TRUE
2004-03-17T00:00:00Z,2004,0,early spring,FALSE
2004-03-17T00:00:00Z,2004,0,late spring,FALSE
2004-03-17T00:00:00Z,2004,0,fall,FALSE
2004-03-18T00:00:00Z,2004,0,early spring,TRUE
2004-03-18T00:00:00Z,2004,0,late spring,TRUE
2004-03-18T00:00:00Z,2004,0,fall,TRUE
2004-03-18T00:00:00Z,2004,0,early spring,FALSE
2004-03-18T00:00:00Z,2004,0,late spring,FALSE
2004-03-18T00:00:00Z,2004,0,fall,FALSE
2004-03-19T00:00:00Z,2004,0,early spring,TRUE
2004-03-19T00:00:00Z,2004,0,late spring,TRUE
2004-03-19T00:00:00Z,2004,0,fall,TRUE
2004-03-19T00:00:00Z,2004,0,early spring,FALSE
2004-03-19T00:00:00Z,2004,0,late spring,FALSE
2004-03-19T00:00:00Z,2004,0,fall,FALSE
2004-03-20T00:00:00Z,2004,0,early spring,TRUE
2004-03-20T00:00:00Z,2004,0,late spring,TRUE
2004-03-20T00:00:00Z,2004,0,fall,TRUE
2004-03-20T00:00:00Z,2004,0,early spring,FALSE
2004-03-20T00:00:00Z,2004,0,late spring,FALSE
2004-03-20T00:00:00Z,2004,0,fall,FALSE
2004-03-21T00:00:00Z,2004,0,early spring,TRUE
2004-03-21T00:00:00Z,2004,0,late spring,TRUE
2004-03-21T00:00:00Z,2004,0,fall,TRUE
2004-03-21T00:00:00Z,2004,0,early spring,FALSE
2004-03-21T00:00:00Z,2004,0,late spring,FALSE
2004-03-21T00:00:00Z,2004,0,fall,FALSE
2004-03-22T00:00:00Z,2004,0,early spring,TRUE
2004-03-22T00:00:00Z,2004,0,late spring,TRUE
2004-03-22T00:00:00Z,2004,0,fall,TRUE
2004-03-22T00:00:00Z,2004,0,early spring,FALSE
2004-03-22T00:00:00Z,2004,0,late spring,FALSE
2004-03-22T00:00:00Z,2004,0,fall,FALSE
2004-03-23T00:00:00Z,2004,0,early spring,TRUE
2004-03-23T00:00:00Z,2004,0,late spring,TRUE
2004-03-23T00:00:00Z,2004,0,fall,TRUE
2004-03-23T00:00:00Z,2004,0,early spring,FALSE
2004-03-23T00:00:00Z,2004,0,late spring,FALSE
2004-03-23T00:00:00Z,2004,0,fall,FALSE
2004-03-24T00:00:00Z,2004,0,early spring,TRUE
2004-03-24T00:00:00Z,2004,0,late spring,TRUE
2004-03-24T00:00:00Z,2004,0,fall,TRUE
2004-03-24T00:00:00Z,2004,0,early spring,FALSE
2004-03-24T00:00:00Z,2004,0,late spring,FALSE
2004-03-24T00:00:00Z,2004,0,fall,FALSE
2004-03-25T00:00:00Z,2004,0,early spring,TRUE
2004-03-25T00:00:00Z,2004,0,late spring,TRUE
2004-03-25T00:00:00Z,2004,0,fall,TRUE
2004-03-25T00:00:00Z,2004,0,early spring,FALSE
2004-03-25T00:00:00Z,2004,0,late spring,FALSE
2004-03-25T00:00:00Z,2004,0,fall,FALSE
2004-03-26T00:00:00Z,2004,0,early spring,TRUE
2004-03-26T00:00:00Z,2004,0,late spring,TRUE
2004-03-26T00:00:00Z,2004,0,fall,TRUE
2004-03-26T00:00:00Z,2004,0,early spring,FALSE
2004-03-26T00:00:00Z,2004,0,late spring,FALSE
2004-03-26T00:00:00Z,2004,0,fall,FALSE
2004-03-27T00:00:00Z,2004,0,early spring,TRUE
2004-03-27T00:00:00Z,2004,0,late spring,TRUE
2004-03-27T00:00:00Z,2004,0,fall,TRUE
2004-03-27T00:00:00Z,2004,0,early spring,FALSE
2004-03-27T00:00:00Z,2004,0,late spring,FALSE
2004-03-27T00:00:00Z,2004,0,fall,FALSE
2004-03-28T00:00:00Z,2004,0,early spring,TRUE
2004-03-28T00:00:00Z,2004,0,late spring,TRUE
2004-03-28T00:00:00Z,2004,0,fall,TRUE
2004-03-28T00:00:00Z,2004,0,early spring,FALSE
2004-03-28T00:00:00Z,2004,0,late spring,FALSE
2004-03-28T00:00:00Z,2004,0,fall,FALSE
2004-03-29T00:00:00Z,2004,0,early spring,TRUE
2004-03-29T00:00:00Z,2004,0,late spring,TRUE
2004-03-29T00:00:00Z,2004,0,fall,TRUE
2004-03-29T00:00:00Z,2004,0,early spring,FALSE
2004-03-29T00:00:00Z,2004,0,late spring,FALSE
2004-03-29T00:00:00Z,2004,0,fall,FALSE
2004-03-30T00:00:00Z,2004,0,early spring,TRUE
2004-03-30T00:00:00Z,2004,0,late spring,TRUE
2004-03-30T00:00:00Z,2004,0,fall,TRUE
2004-03-30T00:00:00Z,2004,0,early spring,FALSE
2004-03-30T00:00:00Z,2004,0,late spring,FALSE
2004-03-30T00:00:00Z,2004,0,fall,FALSE
2004-03-31T00:00:00Z,2004,0,early spring,TRUE
2004-03-31T00:00:00Z,2004,0,late spring,TRUE
2004-03-31T00:00:00Z,2004,0,fall,TRUE
2004-03-31T00:00:00Z,2004,0,early spring,FALSE
2004-03-31T00:00:00Z,2004,0,late spring,FALSE
2004-03-31T00:00:00Z,2004,0,fall,FALSE
2004-04-01T00:00:00Z,2004,0,early spring,TRUE
2004-04-01T00:00:00Z,2004,0,late spring,TRUE
2004-04-01T00:00:00Z,2004,0,fall,TRUE
2004-04-01T00:00:00Z,2004,0,early spring,FALSE
2004-04-01T00:00:00Z,2004,0,late spring,FALSE
2004-04-01T00:00:00Z,2004,0,fall,FALSE
2004-04-02T00:00:00Z,2004,0,early spring,TRUE
2004-04-02T00:00:00Z,2004,0,late spring,TRUE
2004-04-02T00:00:00Z,2004,0,fall,TRUE
2004-04-02T00:00:00Z,2004,0,early spring,FALSE
2004-04-02T00:00:00Z,2004,0,late spring,FALSE
2004-04-02T00:00:00Z,2004,0,fall,FALSE
2004-04-03T00:00:00Z,2004,0,early spring,TRUE
2004-04-03T00:00:00Z,2004,0,late spring,TRUE
2004-04-03T00:00:00Z,2004,0,fall,TRUE
2004-04-03T00:00:00Z,2004,0,early spring,FALSE
2004-04-03T00:00:00Z,2004,0,late spring,FALSE
2004-04-03T00:00:00Z,2004,0,fall,FALSE
2004-04-04T00:00:00Z,2004,0,early spring,TRUE
2004-04-04T00:00:00Z,2004,0,late spring,TRUE
2004-04-04T00:00:00Z,2004,0,fall,TRUE
2004-04-04T00:00:00Z,2004,0,early spring,FALSE
2004-04-04T00:00:00Z,2004,0,late spring,FALSE
2004-04-04T00:00:00Z,2004,0,fall,FALSE
2004-04-05T00:00:00Z,2004,0,early spring,TRUE
2004-04-05T00:00:00Z,2004,0,late spring,TRUE
2004-04-05T00:00:00Z,2004,0,fall,TRUE
2004-04-05T00:00:00Z,2004,0,early spring,FALSE
2004-04-05T00:00:00Z,2004,0,late spring,FALSE
2004-04-05T00:00:00Z,2004,0,fall,FALSE
2004-04-06T00:00:00Z,2004,0,early spring,TRUE
2004-04-06T00:00:00Z,2004,0,late spring,TRUE
2004-04-06T00:00:00Z,2004,0,fall,TRUE
2004-04-06T00:00:00Z,2004,0,early spring,FALSE
2004-04-06T00:00:00Z,2004,0,late spring,FALSE
2004-04-06T00:00:00Z,2004,0,fall,FALSE
2004-04-07T00:00:00Z,2004,0,early spring,TRUE
2004-04-07T00:00:00Z,2004,0,late spring,TRUE
2004-04-07T00:00:00Z,2004,0,fall,TRUE
2004-04-07T00:00:00Z,2004,0,early spring,FALSE
2004-04-07T00:00:00Z,2004,0,late spring,FALSE
2004-04-07T00:00:00Z,2004,0,fall,FALSE
2004-04-08T00:00:00Z,2004,0,early spring,TRUE
2004-04-08T00:00:00Z,2004,0,late spring,TRUE
2004-04-08T00:00:00Z,2004,0,fall,TRUE
2004-04-08T00:00:00Z,2004,0,early spring,FALSE
2004-04-08T00:00:00Z,2004,0,late spring,FALSE
2004-04-08T00:00:00Z,2004,0,fall,FALSE
2004-04-09T00:00:00Z,2004,0,early spring,TRUE
2004-04-09T00:00:00Z,2004,0,late spring,TRUE
2004-04-09T00:00:00Z,2004,0,fall,TRUE
2004-04-09T00:00:00Z,2004,0,early spring,FALSE
2004-04-09T00:00:00Z,2004,0,late spring,FALSE
2004-04-09T00:00:00Z,2004,0,fall,FALSE
2004-04-10T00:00:00Z,2004,0,early spring,TRUE
2004-04-10T00:00:00Z,2004,0,late spring,TRUE
2004-04-10T00:00:00Z,2004,0,fall,TRUE
2004-04-10T00:00:00Z,2004,0,early spring,FALSE
2004-04-10T00:00:00Z,2004,0,late spring,FALSE
2004-04-10T00:00:00Z,2004,0,fall,FALSE
2004-04-11T00:00:00Z,2004,0,early spring,TRUE
2004-04-11T00:00:00Z,2004,0,late spring,TRUE
2004-04-11T00:00:00Z,2004,0,fall,TRUE
2004-04-11T00:00:00Z,2004,0,early spring,FALSE
2004-04-11T00:00:00Z,2004,0,late spring,FALSE
2004-04-11T00:00:00Z,2004,0,fall,FALSE
2004-04-12T00:00:00Z,2004,0,early spring,TRUE
2004-04-12T00:00:00Z,2004,0,late spring,TRUE
2004-04-12T00:00:00Z,2004,0,fall,TRUE
2004-04-12T00:00:00Z,2004,0,early spring,FALSE
2004-04-12T00:00:00Z,2004,0,late spring,FALSE
2004-04-12T00:00:00Z,2004,0,fall,FALSE
2004-04-13T00:00:00Z,2004,0,early spring,TRUE
2004-04-13T00:00:00Z,2004,0,late spring,TRUE
2004-04-13T00:00:00Z,2004,0,fall,TRUE
2004-04-13T00:00:00Z,2004,0,early spring,FALSE
2004-04-13T00:00:00Z,2004,0,late spring,FALSE
2004-04-13T00:00:00Z,2004,0,fall,FALSE
2004-04-14T00:00:00Z,2004,0,early spring,TRUE
2004-04-14T00:00:00Z,2004,0,late spring,TRUE
2004-04-14T00:00:00Z,2004,0,fall,TRUE
2004-04-14T00:00:00Z,2004,0,early spring,FALSE
2004-04-14T00:00:00Z,2004,0,late spring,FALSE
2004-04-14T00:00:00Z,2004,0,fall,FALSE
2004-04-15T00:00:00Z,2004,0,early spring,TRUE
2004-04-15T00:00:00Z,2004,0,late spring,TRUE
2004-04-15T00:00:00Z,2004,0,fall,TRUE
2004-04-15T00:00:00Z,2004,0,early spring,FALSE
2004-04-15T00:00:00Z,2004,0,late spring,FALSE
2004-04-15T00:00:00Z,2004,0,fall,FALSE
2004-04-16T00:00:00Z,2004,0,early spring,TRUE
2004-04-16T00:00:00Z,2004,0,late spring,TRUE
2004-04-16T00:00:00Z,2004,0,fall,TRUE
2004-04-16T00:00:00Z,2004,0,early spring,FALSE
2004-04-16T00:00:00Z,2004,0,late spring,FALSE
2004-04-16T00:00:00Z,2004,0,fall,FALSE
2004-04-17T00:00:00Z,2004,0,early spring,TRUE
2004-04-17T00:00:00Z,2004,0,late spring,TRUE
2004-04-17T00:00:00Z,2004,0,fall,TRUE
2004-04-17T00:00:00Z,2004,0,early spring,FALSE
2004-04-17T00:00:00Z,2004,0,late spring,FALSE
2004-04-17T00:00:00Z,2004,0,fall,FALSE
2004-04-18T00:00:00Z,2004,0,early spring,TRUE
2004-04-18T00:00:00Z,2004,0,late spring,TRUE
2004-04-18T00:00:00Z,2004,0,fall,TRUE
2004-04-18T00:00:00Z,2004,0,early spring,FALSE
2004-04-18T00:00:00Z,2004,0,late spring,FALSE
2004-04-18T00:00:00Z,2004,0,fall,FALSE
2004-04-19T00:00:00Z,2004,0,early spring,TRUE
2004-04-19T00:00:00Z,2004,0,late spring,TRUE
2004-04-19T00:00:00Z,2004,0,fall,TRUE
2004-04-19T00:00:00Z,2004,0,early spring,FALSE
2004-04-19T00:00:00Z,2004,0,late spring,FALSE
2004-04-19T00:00:00Z,2004,0,fall,FALSE
2004-04-20T00:00:00Z,2004,0,early spring,TRUE
2004-04-20T00:00:00Z,2004,0,late spring,TRUE
2004-04-20T00:00:00Z,2004,0,fall,TRUE
2004-04-20T00:00:00Z,2004,0,early spring,FALSE
2004-04-20T00:00:00Z,2004,0,late spring,FALSE
2004-04-20T00:00:00Z,2004,0,fall,FALSE
2004-04-21T00:00:00Z,2004,0,early spring,TRUE
2004-04-21T00:00:00Z,2004,0,late spring,TRUE
2004-04-21T00:00:00Z,2004,0,fall,TRUE
2004-04-21T00:00:00Z,2004,0,early spring,FALSE
2004-04-21T00:00:00Z,2004,0,late spring,FALSE
2004-04-21T00:00:00Z,2004,0,fall,FALSE
2004-04-22T00:00:00Z,2004,0,early spring,TRUE
2004-04-22T00:00:00Z,2004,0,late spring,TRUE
2004-04-22T00:00:00Z,2004,0,fall,TRUE
2004-04-22T00:00:00Z,2004,0,early spring,FALSE
2004-04-22T00:00:00Z,2004,0,late spring,FALSE
2004-04-22T00:00:00Z,2004,0,fall,FALSE
2004-04-23T00:00:00Z,2004,0,early spring,TRUE
2004-04-23T00:00:00Z,2004,0,late spring,TRUE
2004-04-23T00:00:00Z,2004,0,fall,TRUE
2004-04-23T00:00:00Z,2004,0,early spring,FALSE
2004-04-23T00:00:00Z,2004,0,late spring,FALSE
2004-04-23T00:00:00Z,2004,0,fall,FALSE
2004-04-24T00:00:00Z,2004,0,early spring,TRUE
2004-04-24T00:00:00Z,2004,0,late spring,TRUE
2004-04-24T00:00:00Z,2004,0,fall,TRUE
2004-04-24T00:00:00Z,2004,0,early spring,FALSE
2004-04-24T00:00:00Z,2004,0,late spring,FALSE
2004-04-24T00:00:00Z,2004,0,fall,FALSE
2004-04-25T00:00:00Z,2004,0,early spring,TRUE
2004-04-25T00:00:00Z,2004,0,late spring,TRUE
2004-04-25T00:00:00Z,2004,0,fall,TRUE
2004-04-25T00:00:00Z,2004,0,early spring,FALSE
2004-04-25T00:00:00Z,2004,0,late spring,FALSE
2004-04-25T00:00:00Z,2004,0,fall,FALSE
2004-04-26T00:00:00Z,2004,0,early spring,TRUE
2004-04-26T00:00:00Z,2004,0,late spring,TRUE
2004-04-26T00:00:00Z,2004,0,fall,TRUE
2004-04-26T00:00:00Z,2004,0,early spring,FALSE
2004-04-26T00:00:00Z,2004,0,late spring,FALSE
2004-04-26T00:00:00Z,2004,0,fall,FALSE
2004-04-27T00:00:00Z,2004,0,early spring,TRUE
2004-04-27T00:00:00Z,2004,0,late spring,TRUE
2004-04-27T00:00:00Z,2004,0,fall,TRUE
2004-04-27T00:00:00Z,2004,0,early spring,FALSE
2004-04-27T00:00:00Z,2004,0,late spring,FALSE
2004-04-27T00:00:00Z,2004,0,fall,FALSE
2004-04-28T00:00:00Z,2004,0,early spring,TRUE
2004-04-28T00:00:00Z,2004,0,late spring,TRUE
2004-04-28T00:00:00Z,2004,0,fall,TRUE
2004-04-28T00:00:00Z,2004,1,early spring,FALSE
2004-04-28T00:00:00Z,2004,0,late spring,FALSE
2004-04-28T00:00:00Z,2004,0,fall,FALSE
2004-04-29T00:00:00Z,2004,0,early spring,TRUE
2004-04-29T00:00:00Z,2004,0,late spring,TRUE
2004-04-29T00:00:00Z,2004,0,fall,TRUE
2004-04-29T00:00:00Z,2004,0,early spring,FALSE
2004-04-29T00:00:00Z,2004,0,late spring,FALSE
2004-04-29T00:00:00Z,2004,0,fall,FALSE
2004-04-30T00:00:00Z,2004,0,early spring,TRUE
2004-04-30T00:00:00Z,2004,0,late spring,TRUE
2004-04-30T00:00:00Z,2004,0,fall,TRUE
2004-04-30T00:00:00Z,2004,0,early spring,FALSE
2004-04-30T00:00:00Z,2004,0,late spring,FALSE
2004-04-30T00:00:00Z,2004,0,fall,FALSE
2004-05-01T00:00:00Z,2004,0,early spring,TRUE
2004-05-01T00:00:00Z,2004,0,late spring,TRUE
2004-05-01T00:00:00Z,2004,0,fall,TRUE
2004-05-01T00:00:00Z,2004,0,early spring,FALSE
2004-05-01T00:00:00Z,2004,0,late spring,FALSE
2004-05-01T00:00:00Z,2004,0,fall,FALSE
2004-05-02T00:00:00Z,2004,0,early spring,TRUE
2004-05-02T00:00:00Z,2004,0,late spring,TRUE
2004-05-02T00:00:00Z,2004,0,fall,TRUE
2004-05-02T00:00:00Z,2004,0,early spring,FALSE
2004-05-02T00:00:00Z,2004,0,late spring,FALSE
2004-05-02T00:00:00Z,2004,0,fall,FALSE
2004-05-03T00:00:00Z,2004,0,early spring,TRUE
2004-05-03T00:00:00Z,2004,0,late spring,TRUE
2004-05-03T00:00:00Z,2004,0,fall,TRUE
2004-05-03T00:00:00Z,2004,0,early spring,FALSE
2004-05-03T00:00:00Z,2004,0,late spring,FALSE
2004-05-03T00:00:00Z,2004,0,fall,FALSE
2004-05-04T00:00:00Z,2004,0,early spring,TRUE
2004-05-04T00:00:00Z,2004,0,late spring,TRUE
2004-05-04T00:00:00Z,2004,0,fall,TRUE
2004-05-04T00:00:00Z,2004,0,early spring,FALSE
2004-05-04T00:00:00Z,2004,0,late spring,FALSE
2004-05-04T00:00:00Z,2004,0,fall,FALSE
2004-05-05T00:00:00Z,2004,0,early spring,TRUE
2004-05-05T00:00:00Z,2004,0,late spring,TRUE
2004-05-05T00:00:00Z,2004,0,fall,TRUE
2004-05-05T00:00:00Z,2004,0,early spring,FALSE
2004-05-05T00:00:00Z,2004,0,late spring,FALSE
2004-05-05T00:00:00Z,2004,0,fall,FALSE
2004-05-06T00:00:00Z,2004,0,early spring,TRUE
2004-05-06T00:00:00Z,2004,0,late spring,TRUE
2004-05-06T00:00:00Z,2004,0,fall,TRUE
2004-05-06T00:00:00Z,2004,0,early spring,FALSE
2004-05-06T00:00:00Z,2004,0,late spring,FALSE
2004-05-06T00:00:00Z,2004,0,fall,FALSE
2004-05-07T00:00:00Z,2004,0,early spring,TRUE
2004-05-07T00:00:00Z,2004,0,late spring,TRUE
2004-05-07T00:00:00Z,2004,0,fall,TRUE
2004-05-07T00:00:00Z,2004,0,early spring,FALSE
2004-05-07T00:00:00Z,2004,0,late spring,FALSE
2004-05-07T00:00:00Z,2004,0,fall,FALSE
2004-05-08T00:00:00Z,2004,0,early spring,TRUE
2004-05-08T00:00:00Z,2004,0,late spring,TRUE
2004-05-08T00:00:00Z,2004,0,fall,TRUE
2004-05-08T00:00:00Z,2004,0,early spring,FALSE
2004-05-08T00:00:00Z,2004,0,late spring,FALSE
2004-05-08T00:00:00Z,2004,0,fall,FALSE
2004-05-09T00:00:00Z,2004,0,early spring,TRUE
2004-05-09T00:00:00Z,2004,0,late spring,TRUE
2004-05-09T00:00:00Z,2004,0,fall,TRUE
2004-05-09T00:00:00Z,2004,3,early spring,FALSE
2004-05-09T00:00:00Z,2004,0,late spring,FALSE
2004-05-09T00:00:00Z,2004,0,fall,FALSE
2004-05-10T00:00:00Z,2004,0,early spring,TRUE
2004-05-10T00:00:00Z,2004,0,late spring,TRUE
2004-05-10T00:00:00Z,2004,0,fall,TRUE
2004-05-10T00:00:00Z,2004,6,early spring,FALSE
2004-05-10T00:00:00Z,2004,0,late spring,FALSE
2004-05-10T00:00:00Z,2004,0,fall,FALSE
2004-05-11T00:00:00Z,2004,0,early spring,TRUE
2004-05-11T00:00:00Z,2004,0,late spring,TRUE
2004-05-11T00:00:00Z,2004,0,fall,TRUE
2004-05-11T00:00:00Z,2004,3,early spring,FALSE
2004-05-11T00:00:00Z,2004,0,late spring,FALSE
2004-05-11T00:00:00Z,2004,0,fall,FALSE
2004-05-12T00:00:00Z,2004,0,early spring,TRUE
2004-05-12T00:00:00Z,2004,0,late spring,TRUE
2004-05-12T00:00:00Z,2004,0,fall,TRUE
2004-05-12T00:00:00Z,2004,1,early spring,FALSE
2004-05-12T00:00:00Z,2004,0,late spring,FALSE
2004-05-12T00:00:00Z,2004,0,fall,FALSE
2004-05-13T00:00:00Z,2004,0,early spring,TRUE
2004-05-13T00:00:00Z,2004,0,late spring,TRUE
2004-05-13T00:00:00Z,2004,0,fall,TRUE
2004-05-13T00:00:00Z,2004,0,early spring,FALSE
2004-05-13T00:00:00Z,2004,0,late spring,FALSE
2004-05-13T00:00:00Z,2004,0,fall,FALSE
2004-05-14T00:00:00Z,2004,0,early spring,TRUE
2004-05-14T00:00:00Z,2004,0,late spring,TRUE
2004-05-14T00:00:00Z,2004,0,fall,TRUE
2004-05-14T00:00:00Z,2004,0,early spring,FALSE
2004-05-14T00:00:00Z,2004,0,late spring,FALSE
2004-05-14T00:00:00Z,2004,0,fall,FALSE
2004-05-15T00:00:00Z,2004,0,early spring,TRUE
2004-05-15T00:00:00Z,2004,0,late spring,TRUE
2004-05-15T00:00:00Z,2004,0,fall,TRUE
2004-05-15T00:00:00Z,2004,2,early spring,FALSE
2004-05-15T00:00:00Z,2004,0,late spring,FALSE
2004-05-15T00:00:00Z,2004,0,fall,FALSE
2004-05-16T00:00:00Z,2004,0,early spring,TRUE
2004-05-16T00:00:00Z,2004,0,late spring,TRUE
2004-05-16T00:00:00Z,2004,0,fall,TRUE
2004-05-16T00:00:00Z,2004,2,early spring,FALSE
2004-05-16T00:00:00Z,2004,0,late spring,FALSE
2004-05-16T00:00:00Z,2004,0,fall,FALSE
2004-05-17T00:00:00Z,2004,0,early spring,TRUE
2004-05-17T00:00:00Z,2004,0,late spring,TRUE
2004-05-17T00:00:00Z,2004,0,fall,TRUE
2004-05-17T00:00:00Z,2004,2,early spring,FALSE
2004-05-17T00:00:00Z,2004,0,late spring,FALSE
2004-05-17T00:00:00Z,2004,0,fall,FALSE
2004-05-18T00:00:00Z,2004,0,early spring,TRUE
2004-05-18T00:00:00Z,2004,0,late spring,TRUE
2004-05-18T00:00:00Z,2004,0,fall,TRUE
2004-05-18T00:00:00Z,2004,3,early spring,FALSE
2004-05-18T00:00:00Z,2004,0,late spring,FALSE
2004-05-18T00:00:00Z,2004,0,fall,FALSE
2004-05-19T00:00:00Z,2004,1,early spring,TRUE
2004-05-19T00:00:00Z,2004,0,late spring,TRUE
2004-05-19T00:00:00Z,2004,0,fall,TRUE
2004-05-19T00:00:00Z,2004,0,early spring,FALSE
2004-05-19T00:00:00Z,2004,0,late spring,FALSE
2004-05-19T00:00:00Z,2004,0,fall,FALSE
2004-05-20T00:00:00Z,2004,1,early spring,TRUE
2004-05-20T00:00:00Z,2004,0,late spring,TRUE
2004-05-20T00:00:00Z,2004,0,fall,TRUE
2004-05-20T00:00:00Z,2004,3,early spring,FALSE
2004-05-20T00:00:00Z,2004,0,late spring,FALSE
2004-05-20T00:00:00Z,2004,0,fall,FALSE
2004-05-21T00:00:00Z,2004,0,early spring,TRUE
