stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,day_or_night_release,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,night_release,include,week_released,year_released,mark_type
clear creek,ucc,CLR316,2006-12-19,16:30:00,clear creek road bridge,not recorded,361,34,NA,not recorded,not recorded,not recorded,not recorded,1,231,46.2,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR317,2006-12-28,16:10:00,clear creek road bridge,not recorded,401,35,NA,not recorded,not recorded,not recorded,not recorded,1,275,43.13,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR318,2007-01-08,17:13:00,clear creek road bridge,not recorded,353,37,NA,not recorded,not recorded,not recorded,not recorded,1,220,48.72,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR319,2007-01-08,17:55:00,vulture bar,not recorded,340,36,NA,not recorded,not recorded,not recorded,not recorded,1,220,47.28,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR320,2007-01-18,16:50:00,clear creek road bridge,not recorded,401,38,NA,not recorded,not recorded,not recorded,not recorded,1,215,44.04,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR321,2007-01-25,17:00:00,clear creek road bridge,not recorded,398,38,NA,not recorded,not recorded,not recorded,not recorded,1,217,43.26,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR322,2007-01-25,17:30:00,vulture bar,not recorded,401,38,NA,not recorded,not recorded,not recorded,not recorded,1,217,44.31,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR323,2007-01-31,16:30:00,vulture bar,not recorded,399,38,NA,not recorded,not recorded,not recorded,not recorded,1,215,44.72,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR324,2007-01-31,17:30:00,clear creek road bridge,not recorded,408,38,NA,not recorded,not recorded,not recorded,not recorded,1,215,43.35,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR325,2007-02-06,17:54:00,vulture bar,not recorded,378,37,NA,not recorded,not recorded,not recorded,not recorded,1,215,44.63,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR326,2007-02-09,18:20:00,clear creek road bridge,not recorded,409,38,NA,not recorded,not recorded,not recorded,not recorded,1,267,44.95,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR327,2007-02-09,19:15:00,vulture bar,not recorded,400,37,NA,not recorded,not recorded,not recorded,not recorded,2,267,45.71,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR328,2007-02-13,17:19:00,vulture bar,not recorded,389,38,NA,not recorded,not recorded,not recorded,not recorded,1,270,47.69,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR329,2007-02-13,17:48:00,clear creek road bridge,not recorded,399,38,NA,not recorded,not recorded,not recorded,not recorded,1,267,46.3,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR330,2007-02-21,16:35:00,vulture bar,not recorded,432,38,NA,not recorded,not recorded,not recorded,not recorded,1,417,45.99,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR331,2007-02-22,16:13:00,vulture bar,not recorded,400,38,NA,not recorded,not recorded,not recorded,not recorded,0,458,48.18,NA,FALSE,yes,NA,NA,NA
clear creek,lcc,CLR332,2007-02-28,16:31:00,vulture bar,not recorded,405,38,NA,not recorded,not recorded,not recorded,not recorded,1,312,47.33,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR333,2007-02-28,17:07:00,clear creek road bridge,not recorded,393,38,NA,not recorded,not recorded,not recorded,not recorded,1,312,45.92,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR334,2007-03-07,17:35:00,clear creek road bridge,not recorded,382,38,NA,not recorded,not recorded,not recorded,not recorded,1,255,47.03,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR335,2007-03-07,18:30:00,vulture bar,not recorded,398,38,NA,not recorded,not recorded,not recorded,not recorded,1,255,48.05,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR336,2007-03-13,18:12:00,clear creek road bridge,not recorded,382,39,NA,not recorded,not recorded,not recorded,not recorded,1,236,50.37,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR337,2007-03-13,18:55:00,vulture bar,not recorded,398,38,NA,not recorded,not recorded,not recorded,not recorded,1,236,53.34,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR338,2007-03-20,17:30:00,clear creek road bridge,not recorded,319,38,NA,not recorded,not recorded,not recorded,not recorded,0,231,49.81,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR339,2007-03-20,18:00:00,vulture bar,not recorded,410,38,NA,not recorded,not recorded,not recorded,not recorded,1,231,54.13,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR340,2007-03-28,18:35:00,clear creek road bridge,not recorded,380,38,NA,not recorded,not recorded,not recorded,not recorded,1,225,50,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR341,2007-03-28,19:30:00,vulture bar,not recorded,396,38,NA,not recorded,not recorded,not recorded,not recorded,1,225,51.68,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR342,2007-04-03,17:15:00,clear creek road bridge,not recorded,394,38,NA,not recorded,not recorded,not recorded,not recorded,1,203,51.06,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR343,2007-04-03,18:00:00,vulture bar,not recorded,413,37,NA,not recorded,not recorded,not recorded,not recorded,1,203,54.47,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR344,2007-04-10,17:25:00,clear creek road bridge,not recorded,383,38,NA,not recorded,not recorded,not recorded,not recorded,1,236,51.41,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR345,2007-04-10,20:05:00,vulture bar,not recorded,396,38,NA,not recorded,not recorded,not recorded,not recorded,1,236,52.51,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR346,2007-04-17,19:40:00,vulture bar,not recorded,397,38,NA,not recorded,not recorded,not recorded,not recorded,0,236,52.47,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR347,2007-04-25,19:59:00,vulture bar,not recorded,415,40,NA,not recorded,not recorded,not recorded,not recorded,1,241,55.13,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR348,2007-05-03,19:15:00,clear creek road bridge,not recorded,85,61,NA,not recorded,not recorded,not recorded,not recorded,1,231,50.65,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR349,2007-05-03,19:48:00,vulture bar,not recorded,343,42.5,NA,not recorded,not recorded,not recorded,not recorded,1,231,51.19,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR350,2007-05-15,18:00:00,clear creek road bridge,not recorded,136,60,NA,not recorded,not recorded,not recorded,not recorded,1,225,56.25,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR351,2007-05-15,18:45:00,vulture bar,not recorded,302,43,NA,not recorded,not recorded,not recorded,not recorded,1,225,59.31,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR352,2007-12-16,21:23:00,clear creek road bridge,not recorded,191,34,NA,not recorded,not recorded,not recorded,not recorded,1,247,47.69,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR353,2007-12-22,20:07:00,vulture bar,not recorded,402,37,NA,not recorded,not recorded,not recorded,not recorded,1,225,46.48,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR354,2007-12-22,21:01:00,clear creek road bridge,not recorded,400,36,NA,not recorded,not recorded,not recorded,not recorded,1,223,47.38,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR355,2007-12-29,21:24:00,clear creek road bridge,not recorded,325,35,NA,not recorded,not recorded,not recorded,not recorded,1,217,45.13,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR356,2007-12-31,19:15:00,vulture bar,not recorded,398,37,NA,not recorded,not recorded,not recorded,not recorded,0,215,44.58,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR357,2008-01-03,21:38:00,clear creek road bridge,not recorded,496,37,NA,not recorded,not recorded,not recorded,not recorded,0,752,44.58,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR358,2008-01-08,21:10:00,clear creek road bridge,not recorded,391,37,NA,not recorded,not recorded,not recorded,not recorded,1,439,43.58,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR359,2008-01-08,23:30:00,vulture bar,not recorded,397,38,NA,not recorded,not recorded,not recorded,not recorded,1,408,43.95,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR360,2008-01-12,22:08:00,clear creek road bridge,not recorded,318,38,NA,not recorded,not recorded,not recorded,not recorded,1,270,45.35,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR361,2008-01-12,24:00:00,vulture bar,not recorded,401,38,NA,not recorded,not recorded,not recorded,not recorded,1,287,46.12,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR362,2008-01-15,18:08:00,vulture bar,not recorded,399,37,NA,not recorded,not recorded,not recorded,not recorded,1,239,44.31,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR363,2008-01-15,18:39:00,clear creek road bridge,not recorded,402,38,NA,not recorded,not recorded,not recorded,not recorded,1,239,44.49,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR364,2008-01-19,22:10:00,clear creek road bridge,not recorded,401,37,NA,not recorded,not recorded,not recorded,not recorded,1,225,44.13,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR365,2008-01-19,23:32:00,vulture bar,not recorded,398,37,NA,not recorded,not recorded,not recorded,not recorded,1,225,43.31,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR366,2008-01-23,21:35:00,vulture bar,not recorded,417,37,NA,not recorded,not recorded,not recorded,not recorded,1,220,43.67,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR367,2008-01-23,21:55:00,clear creek road bridge,not recorded,394,38,NA,not recorded,not recorded,not recorded,not recorded,1,220,43.85,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR368,2008-01-26,22:45:00,vulture bar,not recorded,405,37,NA,not recorded,not recorded,not recorded,not recorded,1,443,45.81,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR369,2008-01-26,23:04:00,clear creek road bridge,not recorded,399,37,NA,not recorded,not recorded,not recorded,not recorded,1,443,45.22,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR370,2008-01-29,22:30:00,vulture bar,not recorded,401,38,NA,not recorded,not recorded,not recorded,not recorded,1,317,42.29,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR371,2008-01-29,22:45:00,clear creek road bridge,not recorded,406,37,NA,not recorded,not recorded,not recorded,not recorded,1,317,42.71,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR372,2008-02-05,19:00:00,vulture bar,not recorded,408,38,NA,not recorded,not recorded,not recorded,not recorded,1,327,45.04,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR373,2008-02-05,19:20:00,clear creek road bridge,not recorded,405,39,NA,not recorded,not recorded,not recorded,not recorded,1,327,45.08,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR374,2008-02-09,18:18:00,vulture bar,not recorded,418,39,NA,not recorded,not recorded,not recorded,not recorded,1,276,45.99,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR375,2008-02-09,18:45:00,clear creek road bridge,not recorded,410,39,NA,not recorded,not recorded,not recorded,not recorded,1,276,45.67,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR376,2008-02-12,17:45:00,vulture bar,not recorded,407,38,NA,not recorded,not recorded,not recorded,not recorded,1,273,46.8,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR377,2008-02-12,18:15:00,clear creek road bridge,not recorded,401,39,NA,not recorded,not recorded,not recorded,not recorded,1,270,45.08,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR378,2008-02-16,17:35:00,vulture bar,not recorded,410,38,NA,not recorded,not recorded,not recorded,not recorded,1,247,46.53,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR379,2008-02-16,17:50:00,clear creek road bridge,not recorded,402,38,NA,not recorded,not recorded,not recorded,not recorded,1,247,45.67,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR380,2008-02-20,17:30:00,clear creek road bridge,not recorded,399,39,NA,not recorded,not recorded,not recorded,not recorded,1,241,45.31,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR381,2008-02-20,17:55:00,vulture bar,not recorded,402,39,NA,not recorded,not recorded,not recorded,not recorded,1,241,46.48,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR382,2008-02-22,20:10:00,vulture bar,not recorded,402,38,NA,not recorded,not recorded,not recorded,not recorded,0,327,46.38,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR383,2008-02-22,20:30:00,clear creek road bridge,not recorded,402,38,NA,not recorded,not recorded,not recorded,not recorded,0,327,46.03,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR384,2008-02-26,17:30:00,vulture bar,not recorded,396,38,NA,not recorded,not recorded,not recorded,not recorded,0,425,48.98,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR385,2008-02-26,17:45:00,clear creek road bridge,not recorded,397,38,NA,not recorded,not recorded,not recorded,not recorded,0,425,48.72,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR386,2008-03-01,18:05:00,vulture bar,not recorded,402,38,NA,not recorded,not recorded,not recorded,not recorded,1,296,48.76,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR387,2008-03-01,18:20:00,clear creek road bridge,not recorded,405,38,NA,not recorded,not recorded,not recorded,not recorded,1,296,46.93,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR388,2008-03-04,18:34:00,clear creek road bridge,not recorded,374,38,NA,not recorded,not recorded,not recorded,not recorded,1,270,47.74,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR389,2008-03-04,18:47:00,vulture bar,not recorded,371,37,NA,not recorded,not recorded,not recorded,not recorded,1,270,48.45,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR390,2008-03-08,18:00:00,clear creek road bridge,not recorded,402,38,NA,not recorded,not recorded,not recorded,not recorded,1,253,47.83,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR391,2008-03-08,18:13:00,vulture bar,not recorded,401,37,NA,not recorded,not recorded,not recorded,not recorded,1,253,49.2,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR392,2008-03-11,19:17:00,clear creek road bridge,not recorded,405,38,NA,not recorded,not recorded,not recorded,not recorded,1,244,48.94,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR393,2008-03-11,19:34:00,vulture bar,not recorded,404,37,NA,not recorded,not recorded,not recorded,not recorded,1,247,51.03,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR394,2008-03-15,18:25:00,clear creek road bridge,not recorded,406,37,NA,not recorded,not recorded,not recorded,not recorded,1,241,47.42,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR395,2008-03-15,19:10:00,vulture bar,not recorded,405,38,NA,not recorded,not recorded,not recorded,not recorded,1,241,49.07,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR396,2008-03-18,19:02:00,clear creek road bridge,not recorded,402,37,NA,not recorded,not recorded,not recorded,not recorded,1,236,50.31,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR397,2008-03-18,19:17:00,vulture bar,not recorded,401,37,NA,not recorded,not recorded,not recorded,not recorded,1,236,52.7,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR398,2008-03-22,19:00:00,clear creek road bridge,not recorded,410,37,NA,not recorded,not recorded,not recorded,not recorded,1,231,49.96,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR399,2008-03-25,19:00:00,clear creek road bridge,not recorded,394,38,NA,not recorded,not recorded,not recorded,not recorded,1,231,50.93,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR400,2008-03-25,19:25:00,vulture bar,not recorded,397,37,NA,not recorded,not recorded,not recorded,not recorded,1,231,53.54,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR401,2008-03-29,19:00:00,vulture bar,not recorded,405,38,NA,not recorded,not recorded,not recorded,not recorded,1,228,50.75,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR402,2008-04-01,19:10:00,vulture bar,not recorded,404,37,NA,not recorded,not recorded,not recorded,not recorded,1,225,52.7,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR403,2008-04-05,18:35:00,vulture bar,not recorded,401,36,NA,not recorded,not recorded,not recorded,not recorded,1,225,54.13,NA,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR404,2008-04-08,19:00:00,vulture bar,not recorded,411,37,NA,not recorded,not recorded,not recorded,not recorded,1,225,53.38,NA,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR405,2008-12-06,16:45:00,clear creek road bridge,not recorded,334,34,NA,not recorded,not recorded,not recorded,not recorded,1,194,49.78,0.9,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR406,2008-12-08,16:52:00,clear creek road bridge,not recorded,405,34,NA,not recorded,not recorded,not recorded,not recorded,1,194,50.31,1.05,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR407,2008-12-11,16:55:00,clear creek road bridge,not recorded,404,34,NA,not recorded,not recorded,not recorded,not recorded,1,265,50.22,1.05,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR408,2008-12-15,17:05:00,clear creek road bridge,not recorded,402,35,NA,not recorded,not recorded,not recorded,not recorded,1,204,48.36,1.03,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR409,2008-12-18,16:58:00,clear creek road bridge,not recorded,403,34,NA,not recorded,not recorded,not recorded,not recorded,1,204,47.56,0.99,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR410,2008-12-18,17:20:00,vulture bar,not recorded,402,34,NA,not recorded,not recorded,not recorded,not recorded,1,204,46.08,1.37,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR411,2008-12-22,17:15:00,clear creek road bridge,not recorded,418,35,NA,not recorded,not recorded,not recorded,not recorded,1,204,47.42,0.98,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR412,2008-12-22,17:55:00,vulture bar,not recorded,398,35,NA,not recorded,not recorded,not recorded,not recorded,1,204,47.38,0.73,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR413,2008-12-25,17:47:00,clear creek road bridge,not recorded,300,35,NA,not recorded,not recorded,not recorded,not recorded,1,223,46.12,4.69,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR414,2008-12-25,18:04:00,vulture bar,not recorded,310,36,NA,not recorded,not recorded,not recorded,not recorded,1,223,45.94,6.23,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR415,2008-12-29,17:45:00,clear creek road bridge,not recorded,413,35,NA,not recorded,not recorded,not recorded,not recorded,1,215,46.57,10.88,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR416,2009-01-01,17:50:00,clear creek road bridge,not recorded,428,34,NA,not recorded,not recorded,not recorded,not recorded,1,207,46.3,1.25,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR417,2009-01-01,18:10:00,vulture bar,not recorded,395,NA,NA,not recorded,not recorded,not recorded,not recorded,1,207,46.53,1.05,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR418,2009-01-04,17:10:00,clear creek road bridge,not recorded,399,36,NA,not recorded,not recorded,not recorded,not recorded,1,204,45.17,0.76,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR419,2009-01-04,17:30:00,vulture bar,not recorded,400,36,NA,not recorded,not recorded,not recorded,not recorded,1,204,44.81,1.63,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR420,2009-01-07,17:28:00,clear creek road bridge,not recorded,415,36,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.48,1.05,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR421,2009-01-07,17:49:00,vulture bar,not recorded,404,36,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.8,1.13,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR422,2009-01-11,17:53:00,vulture bar,not recorded,402,36.5,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.89,0.99,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR423,2009-01-11,18:00:00,clear creek road bridge,not recorded,401,36,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.75,1.09,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR424,2009-01-14,17:47:00,clear creek road bridge,not recorded,401,37,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.84,1.03,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR425,2009-01-14,18:02:00,vulture bar,not recorded,385,37,NA,not recorded,not recorded,not recorded,not recorded,1,215,47.15,1.15,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR426,2009-01-18,17:40:00,vulture bar,not recorded,400,37,NA,not recorded,not recorded,not recorded,not recorded,1,215,46.57,1.2,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR427,2009-01-18,18:00:00,clear creek road bridge,not recorded,404,37,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.48,0.92,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR428,2009-01-21,17:52:00,vulture bar,not recorded,409,37,NA,not recorded,not recorded,not recorded,not recorded,1,215,46.93,0.89,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR429,2009-01-21,18:05:00,clear creek road bridge,not recorded,408,36,NA,not recorded,not recorded,not recorded,not recorded,1,215,46.71,0.83,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR430,2009-01-25,17:15:00,vulture bar,not recorded,400,37,NA,not recorded,not recorded,not recorded,not recorded,1,217,47.56,1.86,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR431,2009-01-25,17:30:00,clear creek road bridge,not recorded,401,37,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.53,0.94,TRUE,yes,NA,NA,NA
clear creek,lcc,CLR432,2009-01-28,17:25:00,vulture bar,not recorded,399,37,NA,not recorded,not recorded,not recorded,not recorded,1,217,46.57,1.09,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR433,2009-01-28,17:52:00,clear creek road bridge,not recorded,400,37,NA,not recorded,not recorded,not recorded,not recorded,1,218,46.21,0.99,TRUE,yes,NA,NA,NA
clear creek,ucc,CLR434,2009-02-01,17:40:00,clear creek road bridge,not recorded,404,37,NA,not recorded,not recorded,not recorded,not recorded,1,218,46.93,1.25,TRUE,yes,NA,NA,NA
