date,value,stream,site_group,gage_agency,gage_number,parameter,statistic
1999-03-08,19140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-09,16623,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-10,14144,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-11,11126,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-12,8064,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-13,8058,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-14,8046,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-15,6717,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-16,6043,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-17,6132,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-18,6036,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-19,6037,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-20,5790,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-21,5282,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-22,4776,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-23,4285,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-24,4041,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-25,4017,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-26,3762,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-27,3273,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-28,3022,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-29,3013,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-30,3014,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-03-31,3013,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-01,3009,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-02,3013,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-03,3010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-04,3014,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-05,3019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-06,3025,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-07,3017,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-08,3028,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-09,3297,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-10,4008,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-11,4015,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-12,4013,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-13,4021,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-14,4019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-15,4017,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-16,4011,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-17,4003,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-18,4004,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-19,4016,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-20,4277,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-21,5019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-22,5013,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-23,5015,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-24,5014,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-25,5008,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-26,5019,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-27,5031,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-28,5023,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-29,5021,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-04-30,5014,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-01,5010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-02,5026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-03,5025,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-04,4293,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-05,4030,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-06,4017,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-07,4018,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-08,4010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-09,4010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-10,4020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-11,3645,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-12,3135,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-13,2640,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-14,2401,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-15,2202,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-16,1986,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-17,1875,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-18,1880,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-19,1882,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-20,1887,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-21,1886,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-22,1878,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-23,1885,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-24,1886,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-25,1886,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-26,1884,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-27,1883,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-28,1885,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-29,1885,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-30,1887,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-05-31,1888,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-01,1870,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-02,1886,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-03,1869,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-04,1876,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-05,1869,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-06,1864,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-07,1879,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-08,1879,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-09,1875,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-10,1833,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-11,1835,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-12,1830,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-13,1821,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-14,1819,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-15,1825,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-16,1867,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-17,1918,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-18,1908,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-19,1906,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-20,1904,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-21,1914,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-22,1921,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-23,1910,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-24,1923,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-25,1888,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-26,2447,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-27,4506,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-28,6531,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-29,7290,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-06-30,7788,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-01,8050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-02,8057,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-03,8062,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-04,8060,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-05,8057,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-06,8057,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-07,8308,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-08,8567,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-09,8567,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-10,8556,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-11,8553,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-12,8550,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-13,8800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-14,8957,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-15,8169,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-16,9060,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-17,9069,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-18,9068,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-19,9314,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-20,9569,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-21,9567,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-22,9554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-23,9565,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-24,9556,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-25,9554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-26,9563,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-27,9554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-28,9564,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-29,9315,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-30,8804,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-07-31,8554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-01,8554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-02,8555,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-03,8049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-04,7541,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-05,7043,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-06,6548,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-07,6037,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-08,5514,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-09,4821,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-10,4048,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-11,4039,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-12,4026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-13,4020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-14,3991,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-15,4003,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-16,3768,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-17,3256,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-18,3023,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-19,3267,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-20,3775,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-21,4271,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-22,4530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-23,4538,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-24,4539,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-25,4555,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-26,4802,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-27,5530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-28,5536,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-29,5506,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-30,5308,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-08-31,4345,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-01,3557,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-02,3550,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-03,3555,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-04,3554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-05,3552,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-06,3553,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-07,3558,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-08,3054,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-09,3059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-10,3062,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-11,3043,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-12,3041,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-13,3059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-14,3058,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-15,3061,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-16,3049,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-17,3085,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-18,3093,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-19,3056,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-20,3059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-21,3044,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-22,3023,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-23,2429,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-24,2416,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-25,2415,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-26,2761,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-27,3762,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-28,4024,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-29,4026,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-09-30,3523,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-01,3466,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-02,3473,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-03,3485,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-04,3487,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-05,3492,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-06,4051,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-07,4550,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-08,4550,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-09,4546,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-10,4588,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-11,4518,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-12,3722,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-13,2904,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-14,2373,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-15,2224,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-16,2161,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-17,2166,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-18,2161,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-19,2329,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-20,2325,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-21,2337,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-22,2344,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-23,2331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-24,2332,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-25,2333,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-26,2331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-27,2345,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-28,2337,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-29,2334,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-30,2331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-10-31,2331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-01,2324,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-02,2327,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-03,2331,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-04,2319,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-05,2319,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-06,2324,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-07,2327,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-08,2327,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-09,2327,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-10,2327,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-11,2336,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-12,2326,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
1999-11-13,2324,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
