"FishID","ch","StudyID","fish_length","fish_weight","fish_type","fish_release_date","release_location","fish_k","year","rl","WY2","WY3","firstCap","length.z","weight.z","k.z","lastCap","dist_rlwoodson","dist_woodsonbutte","dist_buttesac","dist_sacdelta","dist_rlwoodson.z","dist_woodsonbutte.z","dist_buttesac.z","dist_sacdelta.z"
"CNFH_FMR_2021-903",11000,"CNFH_FMR_2021",92,8.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109157968274842,2021,"2S",0,0,1,0.827117945329845,0.448969010665479,-0.554918037636547,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-904",10000,"CNFH_FMR_2021",85,7.3,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00118868308569102,2021,"2S",0,0,1,-0.306375807040202,-0.169412826155072,0.449331167392529,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-905",11000,"CNFH_FMR_2021",80,6.4,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00125,2021,"2S",0,0,1,-1.11601420159024,-0.633199203770484,1.08347436509312,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-906",10000,"CNFH_FMR_2021",83,7.1,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00124172113042094,2021,"2S",0,0,1,-0.630231164860216,-0.272476465625163,0.997853800402659,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-907",10000,"CNFH_FMR_2021",90,9.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00130315500685871,2021,"2S",0,0,1,0.503262587509831,0.964287208015938,1.63320662743957,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-908",10000,"CNFH_FMR_2021",80,6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.001171875,2021,"2S",0,0,1,-1.11601420159024,-0.839326482710668,0.275500939184714,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-909",10000,"CNFH_FMR_2021",87,8.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00130599253154503,2021,"2S",0,0,1,0.0174795507798112,0.500500830400525,1.66255247757596,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-910",11000,"CNFH_FMR_2021",89,8.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00123409681844166,2021,"2S",0,0,1,0.341334908599825,0.55203265013557,0.919002709585464,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-911",10000,"CNFH_FMR_2021",85,7.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00125381640545492,2021,"2S",0,0,1,-0.306375807040202,0.0367144527851121,1.12294385872598,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-912",11000,"CNFH_FMR_2021",88,7.9,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00115925525920361,2021,"2S",0,0,1,0.179407229689818,0.139778092255204,0.144986824556424,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-913",11100,"CNFH_FMR_2021",88,8,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00117392937640872,2021,"2S",0,0,1,0.179407229689818,0.19130991199025,0.296747422961468,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-914",11100,"CNFH_FMR_2021",89,8.4,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00119154175573678,2021,"2S",0,0,1,0.341334908599825,0.397437190930433,0.478895704101832,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-915",11000,"CNFH_FMR_2021",83,6.3,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00110180889037351,2021,"2S",0,0,1,-0.630231164860216,-0.68473102350553,-0.44912696014314,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-916",11000,"CNFH_FMR_2021",89,7.9,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00112061665122864,2021,"2S",0,0,1,0.341334908599825,0.139778092255204,-0.254615971704288,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-917",10000,"CNFH_FMR_2021",82,6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00108820243467158,2021,"2S",0,0,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-918",10000,"CNFH_FMR_2021",80,5.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109375,2021,"2S",0,0,1,-1.11601420159024,-1.04545376165085,-0.532472486723685,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-919",11000,"CNFH_FMR_2021",86,7.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00117914145924258,2021,"2S",0,0,1,-0.144448128130196,-0.0663491866849798,0.350651095580889,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-920",11000,"CNFH_FMR_2021",84,6.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0011304124824533,2021,"2S",0,0,1,-0.468303485950209,-0.478603744565347,-0.153306898882413,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-921",11000,"CNFH_FMR_2021",84,6.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109666882626066,2021,"2S",0,0,1,-0.468303485950209,-0.581667384035438,-0.502285810839438,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-922",11100,"CNFH_FMR_2021",81,5.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00107255556120058,2021,"2S",0,0,1,-0.954086522680229,-0.993921941915805,-0.751666641308946,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-923",11000,"CNFH_FMR_2021",90,7.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00102880658436214,2021,"2S",0,0,1,0.503262587509831,-0.0663491866849798,-1.20412117821956,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-924",10000,"CNFH_FMR_2021",82,6.3,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00114261255640516,2021,"2S",0,0,1,-0.792158843770223,-0.68473102350553,-0.0271330038779942,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-925",11000,"CNFH_FMR_2021",89,7.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109224660942538,2021,"2S",0,0,1,0.341334908599825,0.0367144527851121,-0.548020642026779,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-926",11000,"CNFH_FMR_2021",80,5.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00111328125,2021,"2S",0,0,1,-1.11601420159024,-0.993921941915805,-0.330479130246587,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-927",11000,"CNFH_FMR_2021",80,5.4,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0010546875,2021,"2S",0,0,1,-1.11601420159024,-1.14851740112094,-0.936459199677886,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-928",11000,"CNFH_FMR_2021",80,5.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00111328125,2021,"2S",0,0,1,-1.11601420159024,-0.993921941915805,-0.330479130246587,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-929",10000,"CNFH_FMR_2021",80,5.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00107421875,2021,"2S",0,0,1,-1.11601420159024,-1.0969855813859,-0.734465843200786,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-930",11000,"CNFH_FMR_2021",80,5.3,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00103515625,2021,"2S",0,0,1,-1.11601420159024,-1.20004922085599,-1.13845255615499,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-931",11000,"CNFH_FMR_2021",88,8.2,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00120327761081893,2021,"2S",0,0,1,0.179407229689818,0.294373551460341,0.600268619771454,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-932",11000,"CNFH_FMR_2021",81,5.8,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109137232543217,2021,"2S",0,0,1,-0.954086522680229,-0.94239012218076,-0.557062539411876,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-933",11000,"CNFH_FMR_2021",84,6.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0011304124824533,2021,"2S",0,0,1,-0.468303485950209,-0.478603744565347,-0.153306898882413,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-934",11000,"CNFH_FMR_2021",82,6.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00117888597089421,2021,"2S",0,0,1,-0.792158843770223,-0.581667384035438,0.348008819790654,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-935",11000,"CNFH_FMR_2021",87,7.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00115413293485375,2021,"2S",0,0,1,0.0174795507798112,-0.0148173669499341,0.0920114395507219,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-936",11100,"CNFH_FMR_2021",81,5.9,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00111018908966376,2021,"2S",0,0,1,-0.954086522680229,-0.890858302445714,-0.362458437514808,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-937",11100,"CNFH_FMR_2021",81,6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00112900585389535,2021,"2S",0,0,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-938",11000,"CNFH_FMR_2021",88,7.8,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0011445811419985,2021,"2S",0,0,1,0.179407229689818,0.0882462725201578,-0.00677377384862174,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-939",11000,"CNFH_FMR_2021",89,8.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00120572677663841,2021,"2S",0,0,1,0.341334908599825,0.448969010665479,0.625598039263077,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-940",11000,"CNFH_FMR_2021",80,5.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00111328125,2021,"2S",0,0,1,-1.11601420159024,-0.993921941915805,-0.330479130246587,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-941",11100,"CNFH_FMR_2021",84,6.1,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00102918151387539,2021,"2S",0,0,1,-0.468303485950209,-0.787794662975622,-1.20024363475338,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-942",11000,"CNFH_FMR_2021",83,6.5,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00113678695038537,2021,"2S",0,0,1,-0.630231164860216,-0.581667384035438,-0.0873817700066641,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-943",11000,"CNFH_FMR_2021",83,6.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00117176501039723,2021,"2S",0,0,1,-0.630231164860216,-0.478603744565347,0.27436342012981,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-944",10000,"CNFH_FMR_2021",87,7.3,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00110857505584637,2021,"2S",0,0,1,0.0174795507798112,-0.169412826155072,-0.379150871856808,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-945",11000,"CNFH_FMR_2021",85,6.8,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00110726643598616,2021,"2S",0,0,1,-0.306375807040202,-0.427071924830301,-0.392684696774128,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-946",10000,"CNFH_FMR_2021",83,6.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0011542759803913,2021,"2S",0,0,1,-0.630231164860216,-0.530135564300393,0.0934908250615728,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-947",10000,"CNFH_FMR_2021",81,6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00112900585389535,2021,"2S",0,0,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-948",10000,"CNFH_FMR_2021",81,6.1,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00114782261812694,2021,"2S",0,0,1,-0.954086522680229,-0.787794662975622,0.0267497662793269,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-949",10000,"CNFH_FMR_2021",84,6.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0011304124824533,2021,"2S",0,0,1,-0.468303485950209,-0.478603744565347,-0.153306898882413,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-950",11000,"CNFH_FMR_2021",81,5.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.001053738796969,2021,"2S",0,0,1,-0.954086522680229,-1.04545376165085,-0.94627074320591,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-951",11000,"CNFH_FMR_2021",80,5.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109375,2021,"2S",0,0,1,-1.11601420159024,-1.04545376165085,-0.532472486723685,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-952",11000,"CNFH_FMR_2021",83,6.2,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00108431986036758,2021,"2S",0,0,1,-0.630231164860216,-0.736262843240576,-0.629999555211379,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-953",11100,"CNFH_FMR_2021",83,5.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.000996874710337941,2021,"2S",0,0,1,-0.630231164860216,-0.993921941915805,-1.53436253055245,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-954",10000,"CNFH_FMR_2021",85,6.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109098310604519,2021,"2S",0,0,1,-0.306375807040202,-0.478603744565347,-0.561087869607438,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-955",11000,"CNFH_FMR_2021",85,7.1,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00115611642580908,2021,"2S",0,0,1,-0.306375807040202,-0.272476465625163,0.112524821725908,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-956",10000,"CNFH_FMR_2021",89,8.2,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00116317171393352,2021,"2S",0,0,1,0.341334908599825,0.294373551460341,0.185491033779341,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-957",11000,"CNFH_FMR_2021",80,6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.001171875,2021,"2S",0,0,1,-1.11601420159024,-0.839326482710668,0.275500939184714,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-958",11000,"CNFH_FMR_2021",84,6.7,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.0011304124824533,2021,"2S",0,0,1,-0.468303485950209,-0.478603744565347,-0.153306898882413,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-959",11000,"CNFH_FMR_2021",88,7.4,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00108588467317806,2021,"2S",0,0,1,0.179407229689818,-0.117881006420025,-0.613816167468801,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-960",11000,"CNFH_FMR_2021",84,6.3,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00106292517006803,2021,"2S",0,0,1,-0.468303485950209,-0.68473102350553,-0.851264722796361,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"CNFH_FMR_2021-961",11000,"CNFH_FMR_2021",80,5.6,"CNFH Fall Chinook","5/14/2021 9:28:00","RBDD_Rel",0.00109375,2021,"2S",0,0,1,-1.11601420159024,-1.04545376165085,-0.532472486723685,2,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-001",10000,"Wild_stock_Chinook_Rbdd_2021",88,7.8,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.0011445811419985,2021,"3S",0,0,1,0.179407229689818,0.0882462725201578,-0.00677377384862174,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-002",10000,"Wild_stock_Chinook_Rbdd_2021",94,9.3,"LAD_Spring_Chinook","4/29/2021 19:27:23","Altube Island",0.00111969409475742,2021,"3S",0,0,1,1.15097330314986,0.861223568545846,-0.264157105946152,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-003",10000,"Wild_stock_Chinook_Rbdd_2021",86,8.2,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.00128919466210522,2021,"3S",0,0,1,-0.144448128130196,0.294373551460341,1.48882790644962,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-004",10000,"Wild_stock_Chinook_Rbdd_2021",91,8.9,"LAD_Spring_Chinook","4/29/2021 19:27:23","Altube Island",0.00118104332571184,2021,"3S",0,0,1,0.665190266419838,0.655096289605663,0.370320312435779,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-005",10000,"Wild_stock_Chinook_Rbdd_2021",88,8.8,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.00129132231404959,2021,"3S",0,0,1,0.179407229689818,0.603564469870617,1.51083221020173,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-006",10100,"Wild_stock_Chinook_Rbdd_2021",92,10,"LAD_Spring_Chinook","4/29/2021 19:27:23","Altube Island",0.00128421139146873,2021,"3S",0,0,1,0.827117945329845,1.22194630669117,1.43729062327018,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-007",10000,"Wild_stock_Chinook_Rbdd_2021",92,9.8,"LAD_Spring_Chinook","4/29/2021 19:27:23","Altube Island",0.00125852716363935,2021,"3S",0,0,1,0.827117945329845,1.11888266722108,1.1716628018159,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-008",10000,"Wild_stock_Chinook_Rbdd_2021",85,7.5,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.00122124974557297,2021,"3S",0,0,1,-0.306375807040202,-0.0663491866849798,0.786137513059253,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-009",10000,"Wild_stock_Chinook_Rbdd_2021",84,6.7,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.0011304124824533,2021,"3S",0,0,1,-0.468303485950209,-0.478603744565347,-0.153306898882413,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-010",10000,"Wild_stock_Chinook_Rbdd_2021",87,7.7,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.00116931889452288,2021,"3S",0,0,1,0.0174795507798112,0.0367144527851121,0.249065543353266,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-011",10000,"Wild_stock_Chinook_Rbdd_2021",87,7.8,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.00118450485419201,2021,"3S",0,0,1,0.0174795507798112,0.0882462725201578,0.40611964715581,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-012",10000,"Wild_stock_Chinook_Rbdd_2021",92,9.7,"LAD_Spring_Chinook","4/29/2021 19:27:23","Altube Island",0.00124568504972466,2021,"3S",0,0,1,0.827117945329845,1.06735084748603,1.03884889108875,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-013",10000,"Wild_stock_Chinook_Rbdd_2021",84,7.6,"LAD_Fall_Chinook","4/29/2021 19:27:23","Altube Island",0.00128225893532016,2021,"3S",0,0,1,-0.468303485950209,-0.0148173669499341,1.41709820492399,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-014",10000,"Wild_stock_Chinook_Rbdd_2021",98,11.3,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00120060519001436,2021,"3S",0,0,1,1.79868401878989,1.89185996324676,0.572630283861857,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-015",10000,"Wild_stock_Chinook_Rbdd_2021",85,7.1,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00115611642580908,2021,"3S",0,0,1,-0.306375807040202,-0.272476465625163,0.112524821725908,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-016",10000,"Wild_stock_Chinook_Rbdd_2021",95,10.2,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00118967779559703,2021,"3S",0,0,1,1.31290098205987,1.32500994616126,0.45961851677549,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-017",10000,"Wild_stock_Chinook_Rbdd_2021",106,14.3,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00120065557473619,2021,"3S",0,0,1,3.09410545006994,3.43781455529814,0.573151365670631,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-019",10000,"Wild_stock_Chinook_Rbdd_2021",86,7.9,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00124202900373552,2021,"3S",0,0,1,-0.144448128130196,0.139778092255204,1.00103784464877,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-020",10000,"Wild_stock_Chinook_Rbdd_2021",90,9,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00123456790123457,2021,"3S",0,0,1,0.503262587509831,0.706628109340708,0.923874676024812,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-021",10000,"Wild_stock_Chinook_Rbdd_2021",84,7,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00118102796674225,2021,"3S",0,0,1,-0.468303485950209,-0.324008285360209,0.37016146905302,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-022",10000,"Wild_stock_Chinook_Rbdd_2021",96,10.6,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00119809751157407,2021,"3S",0,0,1,1.47482866096987,1.53113722510144,0.546695723343742,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-023",10000,"Wild_stock_Chinook_Rbdd_2021",100,12.5,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00125,2021,"3S",0,0,1,2.1225393766099,2.51024180006731,1.08347436509312,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-024",10000,"Wild_stock_Chinook_Rbdd_2021",89,8.8,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00124828183934329,2021,"3S",0,0,1,0.341334908599825,0.603564469870617,1.06570504474671,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-025",10000,"Wild_stock_Chinook_Rbdd_2021",91,9.2,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00122085377489314,2021,"3S",0,0,1,0.665190266419838,0.8096917488108,0.78204236058896,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-026",10000,"Wild_stock_Chinook_Rbdd_2021",95,10,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00116635077999708,2021,"3S",0,0,1,1.31290098205987,1.22194630669117,0.218369125280958,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-027",10000,"Wild_stock_Chinook_Rbdd_2021",90,8.3,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00113854595336077,2021,"3S",0,0,1,0.503262587509831,0.345905371195388,-0.0691900559558872,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-028",10100,"Wild_stock_Chinook_Rbdd_2021",92,9.3,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00119431659406592,2021,"3S",0,0,1,0.827117945329845,0.861223568545846,0.50759324818039,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-029",10000,"Wild_stock_Chinook_Rbdd_2021",89,9.1,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00129083690204818,2021,"3S",0,0,1,0.341334908599825,0.758159929075754,1.50581205023044,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-030",10000,"Wild_stock_Chinook_Rbdd_2021",86,7.6,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00119486334536582,2021,"3S",0,0,1,-0.144448128130196,-0.0148173669499341,0.513247782847909,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-031",10000,"Wild_stock_Chinook_Rbdd_2021",92,9.3,"LAD_Spring_Chinook","4/30/2021 20:07:00","Altube Island",0.00119431659406592,2021,"3S",0,0,1,0.827117945329845,0.861223568545846,0.50759324818039,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-032",10100,"Wild_stock_Chinook_Rbdd_2021",89,8.3,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00117735673483515,2021,"3S",0,0,1,0.341334908599825,0.345905371195388,0.332193368940588,3,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-033",10000,"Wild_stock_Chinook_Rbdd_2021",88,7.9,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00115925525920361,2021,"3S",0,0,1,0.179407229689818,0.139778092255204,0.144986824556424,1,36.9,88,170,110,0.369,0.88,1.7,1.1
"RBDD_WS2021-034",10000,"Wild_stock_Chinook_Rbdd_2021",88,8,"LAD_Fall_Chinook","4/30/2021 20:07:00","Altube Island",0.00117392937640872,2021,"3S",0,0,1,0.179407229689818,0.19130991199025,0.296747422961468,1,36.9,88,170,110,0.369,0.88,1.7,1.1
