"FishID","ch","StudyID","fish_length","fish_weight","fish_type","fish_release_date","release_location","fish_k","year","rl","WY2","WY3","firstCap","length.z","weight.z","k.z","lastCap","dist_rlwoodson","dist_woodsonbutte","dist_buttesac","dist_sacdelta","dist_rlwoodson.z","dist_woodsonbutte.z","dist_buttesac.z","dist_sacdelta.z"
"CFR2016-472",11100,"ColemanFall_2016",82,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00114261255640516,2016,"1S",0,1,1,-0.792158843770223,-0.68473102350553,-0.0271330038779942,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-473",10000,"ColemanFall_2016",82,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00114261255640516,2016,"1S",0,1,1,-0.792158843770223,-0.68473102350553,-0.0271330038779942,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-474",11000,"ColemanFall_2016",81,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00114782261812694,2016,"1S",0,1,1,-0.954086522680229,-0.787794662975622,0.0267497662793269,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-475",11100,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-476",11100,"ColemanFall_2016",86,6.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001006200711887,2016,"1S",0,1,1,-0.144448128130196,-0.633199203770484,-1.43791246435572,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-477",11000,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-478",10000,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-479",11000,"ColemanFall_2016",87,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.000956715459155084,2016,"1S",0,1,1,0.0174795507798112,-0.68473102350553,-1.94969190988211,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-480",10000,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-481",11100,"ColemanFall_2016",80,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00119140625,2016,"1S",0,1,1,-1.11601420159024,-0.787794662975622,0.477494295661815,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-482",11100,"ColemanFall_2016",83,6.7,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00117176501039723,2016,"1S",0,1,1,-0.630231164860216,-0.478603744565347,0.27436342012981,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-483",10000,"ColemanFall_2016",87,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.000956715459155084,2016,"1S",0,1,1,0.0174795507798112,-0.68473102350553,-1.94969190988211,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-484",11000,"ColemanFall_2016",82,6.2,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112447584916063,2016,"1S",0,1,1,-0.792158843770223,-0.736262843240576,-0.214703915712371,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-485",11100,"ColemanFall_2016",82,6.5,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00117888597089421,2016,"1S",0,1,1,-0.792158843770223,-0.581667384035438,0.348008819790654,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-486",11000,"ColemanFall_2016",83,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110180889037351,2016,"1S",0,1,1,-0.630231164860216,-0.68473102350553,-0.44912696014314,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-487",10000,"ColemanFall_2016",82,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110633914191611,2016,"1S",0,1,1,-0.792158843770223,-0.787794662975622,-0.402274827546644,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-488",11100,"ColemanFall_2016",85,6.5,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00105841644616324,2016,"1S",0,1,1,-0.306375807040202,-0.581667384035438,-0.897894215274162,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-489",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-490",11000,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-491",11100,"ColemanFall_2016",84,7.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00119789979483857,2016,"1S",0,1,1,-0.468303485950209,-0.272476465625163,0.544650925031534,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-492",11100,"ColemanFall_2016",83,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00104934180035573,2016,"1S",0,1,1,-0.630231164860216,-0.839326482710668,-0.991744745347752,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-493",11100,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-494",11000,"ColemanFall_2016",83,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110180889037351,2016,"1S",0,1,1,-0.630231164860216,-0.68473102350553,-0.44912696014314,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-495",11000,"ColemanFall_2016",81,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00118545614659012,2016,"1S",0,1,1,-0.954086522680229,-0.68473102350553,0.415957970073462,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-496",11100,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-497",11100,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-498",11000,"ColemanFall_2016",82,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00114261255640516,2016,"1S",0,1,1,-0.792158843770223,-0.68473102350553,-0.0271330038779942,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-499",11100,"ColemanFall_2016",83,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00104934180035573,2016,"1S",0,1,1,-0.630231164860216,-0.839326482710668,-0.991744745347752,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-500",11000,"ColemanFall_2016",81,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00118545614659012,2016,"1S",0,1,1,-0.954086522680229,-0.68473102350553,0.415957970073462,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-501",11000,"ColemanFall_2016",83,6.5,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00113678695038537,2016,"1S",0,1,1,-0.630231164860216,-0.581667384035438,-0.0873817700066641,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-502",11100,"ColemanFall_2016",85,6.8,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110726643598616,2016,"1S",0,1,1,-0.306375807040202,-0.427071924830301,-0.392684696774128,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-503",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-504",11100,"ColemanFall_2016",82,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00114261255640516,2016,"1S",0,1,1,-0.792158843770223,-0.68473102350553,-0.0271330038779942,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-505",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-506",11000,"ColemanFall_2016",80,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00119140625,2016,"1S",0,1,1,-1.11601420159024,-0.787794662975622,0.477494295661815,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-507",11100,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-508",11000,"ColemanFall_2016",83,6.2,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108431986036758,2016,"1S",0,1,1,-0.630231164860216,-0.736262843240576,-0.629999555211379,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-509",11100,"ColemanFall_2016",83,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110180889037351,2016,"1S",0,1,1,-0.630231164860216,-0.68473102350553,-0.44912696014314,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-510",11100,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-511",11000,"ColemanFall_2016",84,7.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00119789979483857,2016,"1S",0,1,1,-0.468303485950209,-0.272476465625163,0.544650925031534,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-512",10000,"ColemanFall_2016",86,7,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110053202862641,2016,"1S",0,1,1,-0.144448128130196,-0.324008285360209,-0.462332340753903,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-513",11000,"ColemanFall_2016",82,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110633914191611,2016,"1S",0,1,1,-0.792158843770223,-0.787794662975622,-0.402274827546644,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-514",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-515",11000,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-516",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-517",10000,"ColemanFall_2016",85,7.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001204966415632,2016,"1S",0,1,1,-0.306375807040202,-0.117881006420025,0.617734340225941,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-518",11100,"ColemanFall_2016",86,7.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00111625391474964,2016,"1S",0,1,1,-0.144448128130196,-0.272476465625163,-0.299735653486986,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-519",11000,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-520",11000,"ColemanFall_2016",82,6.9,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00125143279987232,2016,"1S",0,1,1,-0.792158843770223,-0.375540105095255,1.09829246712805,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-521",11000,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-522",11100,"ColemanFall_2016",86,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.000990478825763769,2016,"1S",0,1,1,-0.144448128130196,-0.68473102350553,-1.60050915162264,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-523",11000,"ColemanFall_2016",82,6.8,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00123329609262779,2016,"1S",0,1,1,-0.792158843770223,-0.427071924830301,0.910721555293678,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-524",11100,"ColemanFall_2016",82,6.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00116074926364969,2016,"1S",0,1,1,-0.792158843770223,-0.633199203770484,0.16043790795638,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-525",11000,"ColemanFall_2016",82,6.2,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112447584916063,2016,"1S",0,1,1,-0.792158843770223,-0.736262843240576,-0.214703915712371,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-526",11100,"ColemanFall_2016",88,7.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00107121055597295,2016,"1S",0,1,1,0.179407229689818,-0.169412826155072,-0.765576765873847,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-527",11000,"ColemanFall_2016",84,6.8,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00114728431054962,2016,"1S",0,1,1,-0.468303485950209,-0.427071924830301,0.0211825570960992,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-528",10000,"ColemanFall_2016",83,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00106683083036166,2016,"1S",0,1,1,-0.630231164860216,-0.787794662975622,-0.810872150279513,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-529",10000,"ColemanFall_2016",83,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00104934180035573,2016,"1S",0,1,1,-0.630231164860216,-0.839326482710668,-0.991744745347752,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-530",11100,"ColemanFall_2016",83,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110180889037351,2016,"1S",0,1,1,-0.630231164860216,-0.68473102350553,-0.44912696014314,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-531",11000,"ColemanFall_2016",83,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00104934180035573,2016,"1S",0,1,1,-0.630231164860216,-0.839326482710668,-0.991744745347752,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-532",11100,"ColemanFall_2016",87,7.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00107820313650811,2016,"1S",0,1,1,0.0174795507798112,-0.272476465625163,-0.693259079461896,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-533",11000,"ColemanFall_2016",82,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110633914191611,2016,"1S",0,1,1,-0.792158843770223,-0.787794662975622,-0.402274827546644,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-534",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-535",11000,"ColemanFall_2016",84,6.2,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00104605334197171,2016,"1S",0,1,1,-0.468303485950209,-0.736262843240576,-1.02575417877487,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-536",11100,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-537",10000,"ColemanFall_2016",84,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00101230968577907,2016,"1S",0,1,1,-0.468303485950209,-0.839326482710668,-1.3747330907319,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-538",11100,"ColemanFall_2016",85,6.6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00107469977610421,2016,"1S",0,1,1,-0.306375807040202,-0.530135564300393,-0.729491042440853,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-539",11000,"ColemanFall_2016",81,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112900585389535,2016,"1S",0,1,1,-0.954086522680229,-0.839326482710668,-0.167854335617741,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-540",11100,"ColemanFall_2016",85,6.5,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00105841644616324,2016,"1S",0,1,1,-0.306375807040202,-0.581667384035438,-0.897894215274162,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-541",11000,"ColemanFall_2016",82,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110633914191611,2016,"1S",0,1,1,-0.792158843770223,-0.787794662975622,-0.402274827546644,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-542",11000,"ColemanFall_2016",82,6.5,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00117888597089421,2016,"1S",0,1,1,-0.792158843770223,-0.581667384035438,0.348008819790654,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-543",10000,"ColemanFall_2016",79,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00121694227028693,2016,"1S",0,1,1,-1.27794188050024,-0.839326482710668,0.741589345841619,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-544",11100,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-545",11000,"ColemanFall_2016",83,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00106683083036166,2016,"1S",0,1,1,-0.630231164860216,-0.787794662975622,-0.810872150279513,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-546",10000,"ColemanFall_2016",81,6.2,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00116663938235853,2016,"1S",0,1,1,-0.954086522680229,-0.736262843240576,0.221353868176394,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-547",11000,"ColemanFall_2016",81,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00118545614659012,2016,"1S",0,1,1,-0.954086522680229,-0.68473102350553,0.415957970073462,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-548",11000,"ColemanFall_2016",86,7.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00116341957311935,2016,"1S",0,1,1,-0.144448128130196,-0.117881006420025,0.188054408313971,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-549",11100,"ColemanFall_2016",84,6.5,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00109666882626066,2016,"1S",0,1,1,-0.468303485950209,-0.581667384035438,-0.502285810839438,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-550",11000,"ColemanFall_2016",84,6.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00107979699816435,2016,"1S",0,1,1,-0.468303485950209,-0.633199203770484,-0.676775266817847,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-551",11100,"ColemanFall_2016",84,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00101230968577907,2016,"1S",0,1,1,-0.468303485950209,-0.839326482710668,-1.3747330907319,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-552",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-553",11100,"ColemanFall_2016",80,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.001171875,2016,"1S",0,1,1,-1.11601420159024,-0.839326482710668,0.275500939184714,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-554",11100,"ColemanFall_2016",85,6.9,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00112354976592713,2016,"1S",0,1,1,-0.306375807040202,-0.375540105095255,-0.224281523940817,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-555",11100,"ColemanFall_2016",83,7.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.0012766991904328,2016,"1S",0,1,1,-0.630231164860216,-0.169412826155072,1.35959899053913,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-556",11000,"ColemanFall_2016",84,6.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00107979699816435,2016,"1S",0,1,1,-0.468303485950209,-0.633199203770484,-0.676775266817847,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-557",11100,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-558",11000,"ColemanFall_2016",81,6.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00120427291082171,2016,"1S",0,1,1,-0.954086522680229,-0.633199203770484,0.610562071970532,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-559",10000,"ColemanFall_2016",82,6.7,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00121515938538326,2016,"1S",0,1,1,-0.792158843770223,-0.478603744565347,0.723150643459301,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-560",11000,"ColemanFall_2016",81,6.4,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00120427291082171,2016,"1S",0,1,1,-0.954086522680229,-0.633199203770484,0.610562071970532,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-561",10000,"ColemanFall_2016",88,7.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00107121055597295,2016,"1S",0,1,1,0.179407229689818,-0.169412826155072,-0.765576765873847,1,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-562",11100,"ColemanFall_2016",86,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.000943313167394066,2016,"1S",0,1,1,-0.144448128130196,-0.839326482710668,-2.08829921342353,3,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-563",11000,"ColemanFall_2016",82,6,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00108820243467158,2016,"1S",0,1,1,-0.792158843770223,-0.839326482710668,-0.589845739381021,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-564",11000,"ColemanFall_2016",82,6.1,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00110633914191611,2016,"1S",0,1,1,-0.792158843770223,-0.787794662975622,-0.402274827546644,2,91.8,88,170,110,0.918,0.88,1.7,1.1
"CFR2016-565",11000,"ColemanFall_2016",85,6.3,"CNFH Fall Chinook","4/29/2016 9:00:00","BattleCk_CNFH_Rel",0.00102584978628129,2016,"1S",0,1,1,-0.306375807040202,-0.68473102350553,-1.23470056094089,2,91.8,88,170,110,0.918,0.88,1.7,1.1
