year,run_year,week,stream,site,number_released,number_recaptured,standardized_log_efficiency_flow,log_flow_cfs
2020,2020,7,feather river,herringer riffle,3290,35,-0.22674356114738392,0
2020,2020,8,feather river,eye riffle,1986,58,-0.2308002710855685,0
2020,2020,8,feather river,herringer riffle,2472,26,-0.22674356114738392,0
2020,2020,9,feather river,eye riffle,1998,54,-0.2308002710855685,0
2020,2020,9,feather river,herringer riffle,2481,26,-0.22674356114738392,0
2020,2020,10,feather river,eye riffle,2951,56,-0.2308002710855685,0
2020,2020,10,feather river,herringer riffle,1219,56,-0.22674356114738392,0
2020,2020,11,feather river,eye riffle,1933,88,-0.2308002710855685,0
2020,2020,11,feather river,herringer riffle,590,6,-0.22674356114738392,0
2020,2020,12,feather river,eye riffle,484,17,-0.2308002710855685,0
2020,2020,12,feather river,herringer riffle,1486,25,-0.22674356114738392,0
2020,2020,13,feather river,eye riffle,1655,53,-0.2308002710855685,0
2020,2020,13,feather river,herringer riffle,915,9,-0.22674356114738392,0
2020,2020,14,feather river,eye riffle,478,14,-0.2308002710855685,0
2020,2020,14,feather river,herringer riffle,1037,5,-0.22674356114738392,0
2020,2020,15,feather river,eye riffle,474,6,-0.2308002710855685,0
2020,2020,15,feather river,herringer riffle,416,13,-0.22674356114738392,0
2020,2020,16,feather river,eye riffle,366,7,-0.2308002710855685,0
2020,2020,16,feather river,herringer riffle,555,2,-0.22674356114738392,0
2020,2020,17,feather river,eye riffle,420,17,-0.2308002710855685,0
2020,2020,17,feather river,herringer riffle,786,9,-0.22674356114738392,0
2020,2020,18,feather river,eye riffle,487,6,-0.2308002710855685,0
2020,2020,18,feather river,herringer riffle,868,12,-0.22674356114738392,0
2020,2020,19,feather river,eye riffle,1771,25,-0.2308002710855685,0
2020,2020,19,feather river,herringer riffle,901,5,-0.22674356114738392,0
2020,2020,20,feather river,eye riffle,187,5,-0.2308002710855685,0
2022,2022,1,feather river,eye riffle,1188,55,-0.2308002710855685,0
2022,2022,2,feather river,eye riffle,1325,11,-0.2308002710855685,0
2022,2022,2,feather river,herringer riffle,548,10,-0.22674356114738392,0
2022,2022,3,feather river,eye riffle,1172,46,-0.2308002710855685,0
2022,2022,3,feather river,herringer riffle,1018,23,-0.22674356114738392,0
2022,2022,4,feather river,eye riffle,1661,21,-0.2308002710855685,0
2022,2022,4,feather river,herringer riffle,1540,14,-0.22674356114738392,0
2022,2022,5,feather river,eye riffle,2108,69,-0.2308002710855685,0
2022,2022,6,feather river,eye riffle,2013,17,-0.2308002710855685,0
2022,2022,6,feather river,herringer riffle,999,1,-0.22674356114738392,0
2022,2022,7,feather river,eye riffle,1987,48,-0.2308002710855685,0
2022,2022,7,feather river,herringer riffle,1444,4,-0.22674356114738392,0
2022,2022,8,feather river,eye riffle,599,22,-0.2308002710855685,0
2022,2022,9,feather river,eye riffle,1017,19,-0.2308002710855685,0
2022,2022,9,feather river,herringer riffle,1331,6,-0.22674356114738392,0
2022,2022,10,feather river,eye riffle,965,16,-0.2308002710855685,0
2022,2022,10,feather river,herringer riffle,648,0,-0.22674356114738392,0
2022,2022,11,feather river,herringer riffle,164,0,-0.22674356114738392,0
2022,2022,13,feather river,eye riffle,132,1,-0.2308002710855685,0
2022,2022,14,feather river,herringer riffle,53,0,-0.22674356114738392,0
2022,2022,16,feather river,eye riffle,258,7,-0.2308002710855685,0
2023,2023,2,feather river,eye riffle,884,16,-0.2308002710855685,0
2023,2023,2,feather river,herringer riffle,496,13,-0.22674356114738392,0
2023,2023,3,feather river,eye riffle,723,18,-0.2308002710855685,0
2023,2023,3,feather river,herringer riffle,727,20,-0.22674356114738392,0
2023,2023,4,feather river,eye riffle,1284,22,-0.2308002710855685,0
2023,2023,4,feather river,herringer riffle,1417,16,-0.22674356114738392,0
2023,2023,5,feather river,eye riffle,1893,45,-0.2308002710855685,0
2023,2023,5,feather river,herringer riffle,1486,41,-0.22674356114738392,0
2023,2023,6,feather river,eye riffle,689,20,-0.2308002710855685,0
2023,2023,6,feather river,herringer riffle,728,2,-0.22674356114738392,0
2023,2023,8,feather river,eye riffle,751,17,-0.2308002710855685,0
2023,2023,8,feather river,herringer riffle,943,8,-0.22674356114738392,0
2023,2023,9,feather river,eye riffle,1003,21,-0.2308002710855685,0
2023,2023,10,feather river,eye riffle,475,2,-0.2308002710855685,0
2023,2023,13,feather river,eye riffle,2305,13,-0.2308002710855685,0
2023,2023,14,feather river,herringer riffle,4014,15,-0.22674356114738392,0
2024,2024,1,feather river,herringer riffle,191,6,-0.22674356114738392,0
2024,2024,2,feather river,eye riffle,567,16,-0.2308002710855685,0
2024,2024,2,feather river,herringer riffle,571,9,-0.22674356114738392,0
2024,2024,3,feather river,eye riffle,805,18,-0.2308002710855685,0
2024,2024,3,feather river,herringer riffle,1600,16,-0.22674356114738392,0
2024,2024,4,feather river,eye riffle,1027,24,-0.2308002710855685,0
2024,2024,4,feather river,herringer riffle,693,8,-0.22674356114738392,0
2024,2024,5,feather river,eye riffle,600,0,-0.2308002710855685,0
2024,2024,6,feather river,eye riffle,1013,72,-0.2308002710855685,0
2024,2024,6,feather river,herringer riffle,959,3,-0.22674356114738392,0
2024,2024,7,feather river,eye riffle,4998,120,-0.2308002710855685,0
2024,2024,7,feather river,herringer riffle,1439,6,-0.22674356114738392,0
2024,2024,8,feather river,eye riffle,970,24,-0.2308002710855685,0
2024,2024,8,feather river,herringer riffle,1936,7,-0.22674356114738392,0
2024,2024,9,feather river,eye riffle,1169,6,-0.2308002710855685,0
2024,2024,10,feather river,eye riffle,996,5,-0.2308002710855685,0
2024,2024,10,feather river,herringer riffle,1208,9,-0.22674356114738392,0
2024,2024,11,feather river,eye riffle,1380,14,-0.2308002710855685,0
2024,2024,11,feather river,herringer riffle,989,4,-0.22674356114738392,0
2024,2024,12,feather river,eye riffle,349,3,-0.2308002710855685,0
2024,2024,12,feather river,herringer riffle,690,0,-0.22674356114738392,0
2024,2024,13,feather river,eye riffle,263,1,-0.2308002710855685,0
2025,2025,2,feather river,eye riffle,2248,86,4.308271726930612,0.6931471805599453
2025,2025,2,feather river,herringer riffle,599,15,4.390579865853889,0.6931471805599453
2025,2025,3,feather river,eye riffle,1030,21,4.308271726930612,0.6931471805599453
2025,2025,3,feather river,herringer riffle,2904,36,4.390579865853889,0.6931471805599453
2025,2025,4,feather river,eye riffle,2295,87,4.308271726930612,0.6931471805599453
2025,2025,4,feather river,herringer riffle,2497,47,4.390579865853889,0.6931471805599453
2025,2025,5,feather river,eye riffle,1045,30,4.308271726930612,0.6931471805599453
2025,2025,5,feather river,herringer riffle,844,4,4.390579865853889,0.6931471805599453
2025,2025,7,feather river,eye riffle,1087,0,4.308271726930612,0.6931471805599453
2025,2025,7,feather river,herringer riffle,988,1,4.390579865853889,0.6931471805599453
2025,2025,8,feather river,eye riffle,1967,10,4.308271726930612,0.6931471805599453
2025,2025,9,feather river,eye riffle,1643,14,4.308271726930612,0.6931471805599453
2025,2025,9,feather river,herringer riffle,1896,17,4.390579865853889,0.6931471805599453
2025,2025,10,feather river,eye riffle,1286,18,4.308271726930612,0.6931471805599453
2025,2025,10,feather river,herringer riffle,701,3,4.390579865853889,0.6931471805599453
2025,2025,11,feather river,herringer riffle,1195,1,4.390579865853889,0.6931471805599453
2025,2025,12,feather river,herringer riffle,1795,6,4.390579865853889,0.6931471805599453
2025,2025,13,feather river,eye riffle,952,0,4.308271726930612,0.6931471805599453
2025,2025,13,feather river,herringer riffle,1998,8,4.390579865853889,0.6931471805599453
2025,2025,15,feather river,herringer riffle,2003,4,4.390579865853889,0.6931471805599453
2025,2026,50,feather river,eye riffle,803,13,-0.2308002710855685,0
2025,2026,51,feather river,eye riffle,568,1,-0.2308002710855685,0
2025,2026,52,feather river,eye riffle,1018,9,-0.2308002710855685,0
2025,2026,52,feather river,herringer riffle,1416,16,-0.22674356114738392,0
2026,2026,1,feather river,eye riffle,1306,35,-0.2308002710855685,0
2026,2026,2,feather river,eye riffle,2265,50,-0.2308002710855685,0
2026,2026,2,feather river,herringer riffle,1968,15,-0.22674356114738392,0
2026,2026,3,feather river,eye riffle,3450,139,-0.2308002710855685,0
2026,2026,3,feather river,herringer riffle,4232,34,-0.22674356114738392,0
2026,2026,4,feather river,eye riffle,2527,162,-0.2308002710855685,0
2026,2026,4,feather river,herringer riffle,3444,33,-0.22674356114738392,0
2026,2026,5,feather river,eye riffle,924,5,-0.2308002710855685,0
2026,2026,5,feather river,herringer riffle,1625,18,-0.22674356114738392,0
2026,2026,8,feather river,eye riffle,964,12,-0.2308002710855685,0
2026,2026,8,feather river,herringer riffle,1030,2,-0.22674356114738392,0
2026,2026,13,feather river,eye riffle,1279,39,-0.2308002710855685,0
2026,2026,13,feather river,herringer riffle,1500,0,-0.22674356114738392,0
2026,2026,14,feather river,eye riffle,1023,23,-0.2308002710855685,0
2026,2026,15,feather river,eye riffle,1005,62,-0.2308002710855685,0
2026,2026,15,feather river,herringer riffle,2831,0,-0.22674356114738392,0
2026,2026,16,feather river,eye riffle,1000,30,-0.2308002710855685,0
2026,2026,17,feather river,eye riffle,995,36,-0.2308002710855685,0
2026,2026,17,feather river,herringer riffle,3257,0,-0.22674356114738392,0
2026,2026,18,feather river,eye riffle,1016,23,-0.2308002710855685,0
2026,2026,18,feather river,herringer riffle,1286,0,-0.22674356114738392,0
2026,2026,19,feather river,eye riffle,999,18,-0.2308002710855685,0
2026,2026,21,feather river,eye riffle,998,0,-0.2308002710855685,0
