stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,include,week_released,year_released,night_release
battle creek,ubc,BAT21,2004-01-14,15:46:00,not recorded,not recorded,147,35,natural,not recorded,not recorded,not recorded,1,445,46.5,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT22,2004-01-27,23:23:00,not recorded,not recorded,428,38,natural,not recorded,not recorded,not recorded,1,750,45.2,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT23,2004-01-30,17:02:00,not recorded,not recorded,387,36,natural,not recorded,not recorded,not recorded,1,490,48.8,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT24,2004-02-06,17:00:00,not recorded,not recorded,390,37,natural,not recorded,not recorded,not recorded,1,495,47.1,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT25,2004-02-10,19:12:00,not recorded,not recorded,399,37,natural,not recorded,not recorded,not recorded,1,432,47.4,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT26,2004-02-13,18:05:00,not recorded,not recorded,400,37,natural,not recorded,not recorded,not recorded,1,407,47.4,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT27,2004-02-24,14:28:00,not recorded,not recorded,282,37,natural,not recorded,not recorded,not recorded,1,892,49.3,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT28,2004-03-05,18:49:00,not recorded,not recorded,300,37,natural,not recorded,not recorded,not recorded,1,690,49.9,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT29,2004-03-09,17:13:00,not recorded,not recorded,425,37,natural,not recorded,not recorded,not recorded,1,657,56,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT30,2004-03-12,17:40:00,not recorded,not recorded,450,36,natural,not recorded,not recorded,not recorded,1,668,55.2,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT31,2004-03-26,18:05:00,not recorded,not recorded,269,37,natural,not recorded,not recorded,not recorded,1,722,49.3,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT32,2004-04-02,18:10:00,not recorded,not recorded,272,65,natural,not recorded,not recorded,not recorded,1,578,54.1,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT33,2004-04-09,15:35:00,not recorded,not recorded,157,70,natural,not recorded,not recorded,not recorded,1,593,57.7,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT34,2004-04-16,14:06:00,not recorded,not recorded,597,56,natural,not recorded,not recorded,not recorded,1,542,51.8,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT35,2005-01-04,21:00:00,not recorded,not recorded,105,36,natural,not recorded,not recorded,not recorded,1,391,45.43,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT36,2005-01-11,13:30:00,not recorded,not recorded,91,37,natural,not recorded,not recorded,not recorded,1,601,46.82,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT37,2005-01-14,14:27:00,not recorded,not recorded,130,37,natural,not recorded,not recorded,not recorded,1,345,45.43,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT38,2005-01-21,19:50:00,not recorded,not recorded,380,36,natural,not recorded,not recorded,not recorded,1,310,49.31,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT39,2005-01-25,19:29:00,not recorded,not recorded,388,37,natural,not recorded,not recorded,not recorded,1,321,51.27,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT40,2005-01-28,18:35:00,not recorded,not recorded,403,38,natural,not recorded,not recorded,not recorded,0,605,49.59,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT41,2005-02-01,19:05:00,not recorded,not recorded,413,37,natural,not recorded,not recorded,not recorded,1,363,48.48,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT42,2005-02-04,19:38:00,not recorded,not recorded,448,37,natural,not recorded,not recorded,not recorded,1,340,49.59,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT43,2005-02-08,17:39:00,not recorded,not recorded,399,37,natural,not recorded,not recorded,not recorded,1,321,50.15,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT44,2005-02-11,19:58:00,not recorded,not recorded,415,37,natural,not recorded,not recorded,not recorded,1,307,49.31,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT45,2005-02-15,19:38:00,not recorded,not recorded,440,36,natural,not recorded,not recorded,not recorded,1,370,49.59,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT46,2005-02-18,19:50:00,not recorded,not recorded,408,37,natural,not recorded,not recorded,not recorded,1,363,50.71,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT47,2005-02-22,19:21:00,not recorded,not recorded,431,37,natural,not recorded,not recorded,not recorded,1,402,52.66,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT48,2005-02-25,19:40:00,not recorded,not recorded,408,36,natural,not recorded,not recorded,not recorded,1,367,53.22,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT49,2005-03-01,17:52:00,not recorded,not recorded,403,37,natural,not recorded,not recorded,not recorded,1,414,51.27,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT50,2005-03-04,18:46:00,not recorded,not recorded,273,36,natural,not recorded,not recorded,not recorded,1,430,53.78,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT51,2005-03-08,20:05:00,not recorded,not recorded,525,35,natural,not recorded,not recorded,not recorded,1,374,55.72,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT52,2005-03-11,19:50:00,not recorded,not recorded,387,35,natural,not recorded,not recorded,not recorded,1,382,56.83,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT53,2005-03-15,18:37:00,not recorded,not recorded,318,34,natural,not recorded,not recorded,not recorded,1,355,53.78,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT54,2005-03-22,18:22:00,not recorded,not recorded,114,41,natural,not recorded,not recorded,not recorded,1,592,53.22,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT55,2005-03-25,20:31:00,not recorded,not recorded,111,37,natural,not recorded,not recorded,not recorded,1,390,NA,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT56,2005-04-01,18:10:00,not recorded,not recorded,237,45,natural,not recorded,not recorded,not recorded,1,398,53.78,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT57,2005-04-05,18:57:00,not recorded,not recorded,152,37,natural,not recorded,not recorded,not recorded,1,394,55.45,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT58,2005-04-08,18:45:00,not recorded,not recorded,198,39,natural,not recorded,not recorded,not recorded,1,588,51.83,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT59,2005-04-12,19:24:00,not recorded,not recorded,171,42,natural,not recorded,not recorded,not recorded,1,438,54.89,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT60,2005-04-15,19:11:00,not recorded,not recorded,383,36,natural,not recorded,not recorded,not recorded,1,402,55.72,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT61,2005-04-19,19:56:00,not recorded,not recorded,89,39,natural,not recorded,not recorded,not recorded,1,414,55.17,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT62,2005-04-29,17:27:00,not recorded,not recorded,100,35,natural,not recorded,not recorded,not recorded,1,458,58.8,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT63,2005-05-06,15:46:00,not recorded,not recorded,113,36,natural,not recorded,not recorded,not recorded,1,623,55.45,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT64,2005-05-13,16:54:00,not recorded,not recorded,65,41,natural,not recorded,not recorded,not recorded,1,668,60.79,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT65,2006-01-31,16:00:00,not recorded,not recorded,197,36,natural,not recorded,not recorded,not recorded,1,944,45.71,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT66,2006-02-07,18:30:00,not recorded,not recorded,209,37,natural,not recorded,not recorded,not recorded,0,905,49.03,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT67,2006-02-10,17:25:00,not recorded,not recorded,298,NA,natural,not recorded,not recorded,not recorded,1,767,49.87,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT68,2006-02-17,14:15:00,not recorded,not recorded,410,37,natural,not recorded,not recorded,not recorded,1,627,45.15,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT69,2006-02-24,18:15:00,not recorded,not recorded,425,37,natural,not recorded,not recorded,not recorded,1,561,49.59,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT70,2006-03-21,18:21:00,not recorded,not recorded,464,36,natural,not recorded,not recorded,not recorded,1,772,49.03,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT71,2007-12-29,17:40:00,not recorded,not recorded,249,38,hatchery,not recorded,not recorded,not recorded,1,371,43.79,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT72,2008-01-01,19:35:00,not recorded,not recorded,254,38,hatchery,not recorded,not recorded,not recorded,1,248,44.91,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT73,2008-01-09,02:05:00,not recorded,not recorded,503,38,hatchery,not recorded,not recorded,not recorded,1,599,44.63,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT74,2008-01-09,02:05:00,not recorded,not recorded,481,36,natural,not recorded,not recorded,not recorded,1,599,44.63,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT75,2008-01-12,19:37:00,not recorded,not recorded,291,38,hatchery,not recorded,not recorded,not recorded,1,468,48.8,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT76,2008-01-12,19:37:00,not recorded,not recorded,303,37,natural,not recorded,not recorded,not recorded,1,468,48.8,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT77,2008-01-15,20:19:00,not recorded,not recorded,301,38,hatchery,not recorded,not recorded,not recorded,1,320,45.47,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT78,2008-01-15,20:19:00,not recorded,not recorded,305,37,natural,not recorded,not recorded,not recorded,1,320,45.47,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT79,2008-01-19,20:36:00,not recorded,not recorded,304,38,hatchery,not recorded,not recorded,not recorded,1,298,46.58,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT80,2008-01-19,20:36:00,not recorded,not recorded,335,38,natural,not recorded,not recorded,not recorded,1,298,46.58,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT81,2008-01-23,19:15:00,not recorded,not recorded,299,39,hatchery,not recorded,not recorded,not recorded,1,343,44.91,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT82,2008-01-23,19:15:00,not recorded,not recorded,286,37,natural,not recorded,not recorded,not recorded,1,343,44.91,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT83,2008-01-27,21:30:00,not recorded,not recorded,182,40,hatchery,not recorded,not recorded,not recorded,2,678,48.24,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT84,2008-01-27,21:30:00,not recorded,not recorded,266,38,natural,not recorded,not recorded,not recorded,2,678,48.24,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT85,2008-01-29,19:40:00,not recorded,not recorded,299,41,hatchery,not recorded,not recorded,not recorded,0,556,44.07,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT86,2008-01-29,19:40:00,not recorded,not recorded,303,37,natural,not recorded,not recorded,not recorded,0,556,44.07,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT87,2008-02-03,08:40:00,not recorded,not recorded,308,39,hatchery,not recorded,not recorded,not recorded,2,565,44.07,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT88,2008-02-03,08:40:00,not recorded,not recorded,308,37,natural,not recorded,not recorded,not recorded,2,565,44.07,NA,yes,NA,NA,FALSE
battle creek,ubc,BAT89,2008-02-05,20:30:00,not recorded,not recorded,301,39,hatchery,not recorded,not recorded,not recorded,1,391,45.74,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT90,2008-02-05,20:30:00,not recorded,not recorded,303,37,natural,not recorded,not recorded,not recorded,1,391,45.74,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT91,2008-02-09,19:35:00,not recorded,not recorded,302,39,hatchery,not recorded,not recorded,not recorded,1,343,49.08,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT92,2008-02-09,19:35:00,not recorded,not recorded,299,37,natural,not recorded,not recorded,not recorded,1,343,49.08,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT93,2008-02-12,19:36:00,not recorded,not recorded,305,39,hatchery,not recorded,not recorded,not recorded,1,324,51.04,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT94,2008-02-12,19:36:00,not recorded,not recorded,302,38,natural,not recorded,not recorded,not recorded,1,324,51.04,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT95,2008-02-16,19:00:00,not recorded,not recorded,300,36,hatchery,not recorded,not recorded,not recorded,0,328,49.64,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT96,2008-02-16,19:00:00,not recorded,not recorded,302,38,natural,not recorded,not recorded,not recorded,0,328,49.64,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT97,2008-02-20,19:00:00,not recorded,not recorded,301,38,hatchery,not recorded,not recorded,not recorded,1,332,51.04,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT98,2008-02-20,19:00:00,not recorded,not recorded,296,38,natural,not recorded,not recorded,not recorded,1,332,51.04,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT99,2008-02-22,19:00:00,not recorded,not recorded,306,38,hatchery,not recorded,not recorded,not recorded,0,727,49.36,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT100,2008-02-22,19:00:00,not recorded,not recorded,301,38,natural,not recorded,not recorded,not recorded,0,727,49.36,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT101,2008-02-26,18:50:00,not recorded,not recorded,307,38,hatchery,not recorded,not recorded,not recorded,0,477,50.76,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT102,2008-02-26,18:50:00,not recorded,not recorded,296,37,natural,not recorded,not recorded,not recorded,0,477,50.76,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT103,2008-03-01,19:12:00,not recorded,not recorded,309,40,hatchery,not recorded,not recorded,not recorded,1,411,52.16,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT104,2008-03-01,19:12:00,not recorded,not recorded,309,38,natural,not recorded,not recorded,not recorded,1,411,52.16,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT105,2008-03-04,19:35:00,not recorded,not recorded,303,38,hatchery,not recorded,not recorded,not recorded,1,383,51.6,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT106,2008-03-04,19:35:00,not recorded,not recorded,70,37,natural,not recorded,not recorded,not recorded,1,383,51.6,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT107,2008-03-08,19:02:00,not recorded,not recorded,302,39,hatchery,not recorded,not recorded,not recorded,1,351,52.71,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT108,2008-03-08,19:02:00,not recorded,not recorded,306,37,natural,not recorded,not recorded,not recorded,1,351,52.71,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT109,2008-03-11,20:30:00,not recorded,not recorded,309,40,hatchery,not recorded,not recorded,not recorded,1,383,54.94,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT110,2008-03-11,20:30:00,not recorded,not recorded,299,37,natural,not recorded,not recorded,not recorded,1,383,54.94,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT111,2008-03-15,19:55:00,not recorded,not recorded,303,41,hatchery,not recorded,not recorded,not recorded,1,423,50.2,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT112,2008-03-15,19:55:00,not recorded,not recorded,304,37,natural,not recorded,not recorded,not recorded,1,423,50.2,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT113,2008-03-18,18:55:00,not recorded,not recorded,563,43,hatchery,not recorded,not recorded,not recorded,1,367,54.66,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT114,2008-03-18,18:55:00,not recorded,not recorded,523,37,natural,not recorded,not recorded,not recorded,1,367,54.66,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT115,2008-03-22,20:06:00,not recorded,not recorded,306,46,hatchery,not recorded,not recorded,not recorded,1,391,53.55,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT116,2008-03-25,20:30:00,not recorded,not recorded,304,47,hatchery,not recorded,not recorded,not recorded,0,435,55.22,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT117,2008-03-25,20:30:00,not recorded,not recorded,148,35,natural,not recorded,not recorded,not recorded,0,435,55.22,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT118,2008-03-29,19:50:00,not recorded,not recorded,302,52,hatchery,not recorded,not recorded,not recorded,1,407,52.99,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT119,2008-04-01,19:52:00,not recorded,not recorded,300,51,hatchery,not recorded,not recorded,not recorded,1,363,53.55,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT120,2008-04-05,19:00:00,not recorded,not recorded,307,52,hatchery,not recorded,not recorded,not recorded,1,359,54.38,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT121,2008-04-08,20:05:00,not recorded,not recorded,309,53,hatchery,not recorded,not recorded,not recorded,1,379,53.82,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT122,2008-12-28,17:00:00,not recorded,not recorded,506,36,hatchery,not recorded,not recorded,not recorded,1,259,46.391,2.33,yes,NA,NA,TRUE
battle creek,ubc,BAT123,2009-01-03,16:45:00,not recorded,not recorded,508,38,hatchery,not recorded,not recorded,not recorded,1,280,44.2634,2.85,yes,NA,NA,TRUE
battle creek,ubc,BAT124,2009-01-06,17:15:00,not recorded,not recorded,504,36,hatchery,not recorded,not recorded,not recorded,1,262,47.6474,2.23,yes,NA,NA,TRUE
battle creek,ubc,BAT125,2009-01-10,17:01:00,not recorded,not recorded,503,36,hatchery,not recorded,not recorded,not recorded,1,252,46.481,1.86,yes,NA,NA,TRUE
battle creek,ubc,BAT126,2009-01-13,17:10:00,not recorded,not recorded,503,36,hatchery,not recorded,not recorded,not recorded,1,227,49.4708,2.69,yes,NA,NA,TRUE
battle creek,ubc,BAT127,2009-01-17,19:15:00,not recorded,not recorded,502,37,hatchery,not recorded,not recorded,not recorded,1,262,47.913799999999995,4.1,yes,NA,NA,TRUE
battle creek,ubc,BAT128,2009-01-20,17:30:00,not recorded,not recorded,510,36,hatchery,not recorded,not recorded,not recorded,1,230,48.4052,2.25,yes,NA,NA,TRUE
battle creek,ubc,BAT129,2009-01-24,17:30:00,not recorded,not recorded,472,47,hatchery,not recorded,not recorded,not recorded,1,823,51.3698,36.4,yes,NA,NA,TRUE
battle creek,ubc,BAT130,2009-01-24,17:30:00,not recorded,not recorded,512,37,natural,not recorded,not recorded,not recorded,1,823,51.3698,36.4,yes,NA,NA,TRUE
battle creek,ubc,BAT131,2009-01-24,17:30:00,not recorded,not recorded,510,37,hatchery,not recorded,not recorded,not recorded,1,823,51.3698,36.4,yes,NA,NA,TRUE
battle creek,ubc,BAT132,2009-01-27,17:45:00,not recorded,not recorded,507,37,natural,not recorded,not recorded,not recorded,1,336,44.8088,3.1,yes,NA,NA,TRUE
battle creek,ubc,BAT133,2009-01-27,17:45:00,not recorded,not recorded,489,39,hatchery,not recorded,not recorded,not recorded,1,336,44.8088,3.1,yes,NA,NA,TRUE
battle creek,ubc,BAT134,2009-01-31,17:33:00,not recorded,not recorded,418,37,natural,not recorded,not recorded,not recorded,1,295,49.2494,2.53,yes,NA,NA,TRUE
battle creek,ubc,BAT135,2009-01-31,17:33:00,not recorded,not recorded,495,49,hatchery,not recorded,not recorded,not recorded,1,295,49.2494,2.53,yes,NA,NA,TRUE
battle creek,ubc,BAT136,2009-01-31,17:33:00,not recorded,not recorded,482,37,hatchery,not recorded,not recorded,not recorded,1,295,49.2494,2.53,yes,NA,NA,TRUE
battle creek,ubc,BAT137,2009-02-03,18:45:00,not recorded,not recorded,514,36,natural,not recorded,not recorded,not recorded,1,255,49.8254,2.8,yes,NA,NA,TRUE
battle creek,ubc,BAT138,2009-02-03,18:45:00,not recorded,not recorded,508,47,hatchery,not recorded,not recorded,not recorded,1,255,49.8254,2.8,yes,NA,NA,TRUE
battle creek,ubc,BAT139,2009-02-03,18:45:00,not recorded,not recorded,505,38,hatchery,not recorded,not recorded,not recorded,1,255,49.8254,2.8,yes,NA,NA,TRUE
battle creek,ubc,BAT140,2009-02-07,22:16:00,not recorded,not recorded,503,37,natural,not recorded,not recorded,not recorded,1,309,49.43,3.07,yes,NA,NA,TRUE
battle creek,ubc,BAT141,2009-02-07,22:16:00,not recorded,not recorded,511,49,hatchery,not recorded,not recorded,not recorded,1,309,49.43,3.07,yes,NA,NA,TRUE
battle creek,ubc,BAT142,2009-02-07,22:16:00,not recorded,not recorded,505,39,hatchery,not recorded,not recorded,not recorded,1,309,49.43,3.07,yes,NA,NA,TRUE
battle creek,ubc,BAT143,2009-02-10,18:15:00,not recorded,not recorded,528,50,hatchery,not recorded,not recorded,not recorded,1,284,44.9456,3.38,yes,NA,NA,TRUE
battle creek,ubc,BAT144,2009-02-10,18:15:00,not recorded,not recorded,555,40,hatchery,not recorded,not recorded,not recorded,1,284,44.9456,3.38,yes,NA,NA,TRUE
battle creek,ubc,BAT145,2009-02-10,18:15:00,not recorded,not recorded,512,37,natural,not recorded,not recorded,not recorded,1,284,44.9456,3.38,yes,NA,NA,TRUE
battle creek,ubc,BAT146,2009-02-18,17:48:00,not recorded,not recorded,500,50,hatchery,not recorded,not recorded,not recorded,0,556,48.72,7.49,yes,NA,NA,TRUE
battle creek,ubc,BAT147,2009-02-18,17:48:00,not recorded,not recorded,501,39,hatchery,not recorded,not recorded,not recorded,0,556,48.72,7.49,yes,NA,NA,TRUE
battle creek,ubc,BAT148,2009-02-19,18:30:00,not recorded,not recorded,502,36,natural,not recorded,not recorded,not recorded,0,411,49.3826,4.52,yes,NA,NA,TRUE
battle creek,ubc,BAT149,2009-02-25,18:45:00,not recorded,not recorded,510,38,hatchery,not recorded,not recorded,not recorded,0,709,48.6716,7.63,yes,NA,NA,TRUE
battle creek,ubc,BAT150,2009-02-25,18:45:00,not recorded,not recorded,483,53,hatchery,not recorded,not recorded,not recorded,0,709,48.6716,7.63,yes,NA,NA,TRUE
battle creek,ubc,BAT151,2009-02-25,18:45:00,not recorded,not recorded,325,37,natural,not recorded,not recorded,not recorded,0,709,48.6716,7.63,yes,NA,NA,TRUE
battle creek,ubc,BAT152,2009-03-07,18:50:00,not recorded,not recorded,495,41,hatchery,not recorded,not recorded,not recorded,1,625,48.983,5.27,yes,NA,NA,TRUE
battle creek,ubc,BAT153,2009-03-07,18:50:00,not recorded,not recorded,523,55,hatchery,not recorded,not recorded,not recorded,1,625,48.983,5.27,yes,NA,NA,TRUE
battle creek,ubc,BAT154,2009-03-10,19:11:00,not recorded,not recorded,493,60,hatchery,not recorded,not recorded,not recorded,1,510,47.6024,4.09,yes,NA,NA,TRUE
battle creek,ubc,BAT155,2009-03-10,19:11:00,not recorded,not recorded,236,37,natural,not recorded,not recorded,not recorded,1,510,47.6024,4.09,yes,NA,NA,TRUE
battle creek,ubc,BAT156,2009-03-10,19:11:00,not recorded,not recorded,505,39,hatchery,not recorded,not recorded,not recorded,1,510,47.6024,4.09,yes,NA,NA,TRUE
battle creek,ubc,BAT157,2009-03-14,19:10:00,not recorded,not recorded,493,60,hatchery,not recorded,not recorded,not recorded,1,456,50.7092,2.99,yes,NA,NA,TRUE
battle creek,ubc,BAT158,2009-03-14,19:10:00,not recorded,not recorded,509,40,hatchery,not recorded,not recorded,not recorded,1,456,50.7092,2.99,yes,NA,NA,TRUE
battle creek,ubc,BAT159,2009-03-17,19:37:00,not recorded,not recorded,513,42,hatchery,not recorded,not recorded,not recorded,1,481,53.8196,2.72,yes,NA,NA,TRUE
battle creek,ubc,BAT160,2009-03-17,19:37:00,not recorded,not recorded,512,61,hatchery,not recorded,not recorded,not recorded,1,481,53.8196,2.72,yes,NA,NA,TRUE
battle creek,ubc,BAT161,2009-03-17,19:37:00,not recorded,not recorded,197,37,natural,not recorded,not recorded,not recorded,1,481,53.8196,2.72,yes,NA,NA,TRUE
battle creek,ubc,BAT162,2009-03-21,19:40:00,not recorded,not recorded,496,45,hatchery,not recorded,not recorded,not recorded,1,456,52.115,2.25,yes,NA,NA,TRUE
battle creek,ubc,BAT163,2009-03-21,19:40:00,not recorded,not recorded,124,37,natural,not recorded,not recorded,not recorded,1,456,52.115,2.25,yes,NA,NA,TRUE
battle creek,ubc,BAT164,2009-03-21,19:40:00,not recorded,not recorded,493,64,hatchery,not recorded,not recorded,not recorded,1,456,52.115,2.25,yes,NA,NA,TRUE
battle creek,ubc,BAT165,2009-03-24,19:32:00,not recorded,not recorded,507,46,hatchery,not recorded,not recorded,not recorded,1,407,52.3346,2.07,yes,NA,NA,TRUE
battle creek,ubc,BAT166,2009-03-24,19:32:00,not recorded,not recorded,501,64,hatchery,not recorded,not recorded,not recorded,1,407,52.3346,2.07,yes,NA,NA,TRUE
battle creek,ubc,BAT167,2009-03-28,20:45:00,not recorded,not recorded,505,48,hatchery,not recorded,not recorded,not recorded,1,435,56.3396,2.23,yes,NA,NA,TRUE
battle creek,ubc,BAT168,2009-03-28,20:45:00,not recorded,not recorded,504,68,hatchery,not recorded,not recorded,not recorded,1,435,56.3396,2.23,yes,NA,NA,TRUE
battle creek,ubc,BAT169,2009-03-31,20:12:00,not recorded,not recorded,501,65,hatchery,not recorded,not recorded,not recorded,1,423,54.2552,2.05,yes,NA,NA,TRUE
battle creek,ubc,BAT170,2009-03-31,20:12:00,not recorded,not recorded,499,50,hatchery,not recorded,not recorded,not recorded,1,423,54.2552,2.05,yes,NA,NA,TRUE
battle creek,ubc,BAT171,2009-04-04,19:45:00,not recorded,not recorded,504,53,hatchery,not recorded,not recorded,not recorded,1,391,52.860200000000006,2.12,yes,NA,NA,TRUE
battle creek,ubc,BAT172,2009-04-04,19:45:00,not recorded,not recorded,526,67,hatchery,not recorded,not recorded,not recorded,1,391,52.860200000000006,2.12,yes,NA,NA,TRUE
battle creek,ubc,BAT173,2009-04-07,19:54:00,not recorded,not recorded,495,55,hatchery,not recorded,not recorded,not recorded,1,399,53.65,2.27,yes,NA,NA,TRUE
battle creek,ubc,BAT174,2009-04-07,19:54:00,not recorded,not recorded,500,74,hatchery,not recorded,not recorded,not recorded,1,399,53.65,2.27,yes,NA,NA,TRUE
battle creek,ubc,BAT175,2010-01-05,17:00:00,not recorded,not recorded,506,38,hatchery,not recorded,not recorded,not recorded,1,241,48.94,1.67,yes,NA,NA,TRUE
battle creek,ubc,BAT176,2010-01-05,17:00:00,not recorded,not recorded,504,38,hatchery,not recorded,not recorded,not recorded,1,241,48.94,1.67,yes,NA,NA,TRUE
battle creek,ubc,BAT177,2010-01-05,17:00:00,not recorded,not recorded,501,38,hatchery,not recorded,not recorded,not recorded,1,241,48.94,1.67,yes,NA,NA,TRUE
battle creek,ubc,BAT178,2010-01-12,17:10:00,not recorded,not recorded,516,37,natural,not recorded,not recorded,not recorded,1,472,50.71,NA,yes,NA,NA,TRUE
battle creek,ubc,BAT179,2010-01-23,17:20:00,not recorded,not recorded,505,37,natural,not recorded,not recorded,not recorded,0,514,45.94,5.25,yes,NA,NA,TRUE
battle creek,ubc,BAT180,2010-02-02,18:25:00,not recorded,not recorded,488,37,natural,not recorded,not recorded,not recorded,1,552,48.09,13.3,yes,NA,NA,TRUE
battle creek,ubc,BAT181,2010-02-02,18:25:00,not recorded,not recorded,520,37,natural,not recorded,not recorded,not recorded,1,552,48.09,13.3,yes,NA,NA,TRUE
battle creek,ubc,BAT182,2010-02-09,18:45:00,not recorded,not recorded,422,37,natural,not recorded,not recorded,not recorded,0,779,50.05,8.1,yes,NA,NA,TRUE
