stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,include,week_released,year_released,night_release
feather river,upper feather lfc,758,2019-02-02,09:48:00,upper feather lfc,below weir riffle,1006,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,759,2019-02-06,12:45:00,upper feather lfc,below weir riffle,1019,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,760,2019-02-07,08:20:00,upper feather lfc,below weir riffle,998,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,761,2019-02-08,12:15:00,upper feather lfc,below weir riffle,866,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,762,2019-02-09,09:40:00,upper feather lfc,below weir riffle,695,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,763,2019-02-15,09:35:00,upper feather lfc,below weir riffle,992,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,764,2019-02-16,08:15:00,upper feather lfc,below weir riffle,877,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,765,2019-02-20,09:00:00,upper feather lfc,below weir riffle,650,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,766,2019-02-21,09:30:00,upper feather lfc,below weir riffle,1018,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,767,2019-02-22,08:00:00,upper feather lfc,below weir riffle,483,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,768,2019-01-08,09:40:00,upper feather hfc,herringer release_ rl & rr,473,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,769,2019-01-09,09:40:00,upper feather hfc,herringer release_ rl & rr,187,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,770,2019-01-10,09:40:00,upper feather hfc,herringer release_ rl & rr,299,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,771,2019-01-12,08:35:00,upper feather hfc,herringer release_ rl & rr,703,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,772,2019-01-15,09:35:00,upper feather hfc,herringer release_ rl & rr,694,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,773,2019-01-17,14:10:00,upper feather hfc,herringer release_ rl & rr,484,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,774,2019-01-19,09:18:00,upper feather hfc,herringer release_ rl & rr,997,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,775,2019-01-23,08:44:00,upper feather hfc,herringer release_ rl & rr,986,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,776,2019-01-24,12:44:00,upper feather hfc,herringer release_ rl & rr,1032,NA,hatchery,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,777,2019-01-25,09:20:00,upper feather hfc,herringer release_ rl & rr,1000,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,778,2019-01-29,10:04:00,upper feather hfc,herringer release_ rl & rr,1015,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,779,2019-02-01,10:08:00,upper feather hfc,herringer release_ rl & rr,1005,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,780,2019-02-02,12:30:00,upper feather hfc,herringer release_ rl & rr,995,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,781,2019-02-06,08:41:00,upper feather hfc,herringer release_ rl & rr,981,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,782,2019-02-07,08:41:00,upper feather hfc,herringer release_ rl & rr,1000,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,783,2019-02-08,08:15:00,upper feather hfc,herringer release_ rl & rr,1049,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,784,2019-02-09,12:35:00,upper feather hfc,herringer release_ rl & rr,808,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,785,2019-02-14,11:16:00,upper feather hfc,herringer release_ rl & rr,799,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,786,2019-02-15,12:02:00,upper feather hfc,herringer release_ rl & rr,997,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,787,2019-02-16,12:02:00,upper feather hfc,herringer release_ rl & rr,811,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,788,2019-02-20,11:00:00,upper feather hfc,herringer release_ rl & rr,1000,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,789,2019-02-21,11:20:00,upper feather hfc,herringer release_ rl & rr,996,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,790,2019-02-22,09:45:00,upper feather hfc,herringer release_ rl & rr,709,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,791,2019-02-28,12:01:00,upper feather hfc,herringer release_ rl & rr,996,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather hfc,792,2019-03-01,12:01:00,upper feather hfc,herringer release_ rl & rr,770,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather lfc,793,2019-02-28,08:00:00,upper feather lfc,below weir riffle,1043,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather lfc,794,2019-03-01,12:00:00,upper feather lfc,below weir riffle,762,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather lfc,795,2019-03-02,09:46:00,upper feather lfc,below weir riffle,474,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather lfc,796,2019-03-21,09:46:00,upper feather lfc,below weir riffle,157,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather hfc,797,2020-01-15,11:22:00,upper feather hfc,herringer release_ rl & rr,214,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,798,2020-01-17,11:39:59,upper feather hfc,herringer release_ rl & rr,258,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,799,2020-01-20,10:19:00,upper feather hfc,herringer release_ rl & rr,186,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,800,2020-01-22,11:35:00,upper feather hfc,herringer release_ rl & rr,148,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,801,2020-01-29,09:24:59,upper feather hfc,herringer release_ rl & rr,420,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,802,2020-01-31,09:50:00,upper feather hfc,herringer release_ rl & rr,222,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,803,2020-02-07,12:26:00,upper feather hfc,herringer release_ rl & rr,1890,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,804,2020-02-13,10:08:00,upper feather hfc,herringer release_ rl & rr,1156,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,805,2020-02-14,09:24:59,upper feather hfc,herringer release_ rl & rr,1137,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,806,2020-02-20,11:07:00,upper feather hfc,herringer release_ rl & rr,997,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,807,2020-02-18,09:08:00,upper feather hfc,herringer release_ rl & rr,997,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,808,2020-02-22,08:30:00,upper feather hfc,herringer release_ rl & rr,486,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,809,2020-02-25,12:24:59,upper feather hfc,herringer release_ rl & rr,989,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,810,2020-02-27,08:30:00,upper feather hfc,herringer release_ rl & rr,994,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,811,2020-02-29,09:00:00,upper feather hfc,herringer release_ rl & rr,756,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,812,2020-03-03,13:00:00,upper feather hfc,herringer release_ rl & rr,731,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,813,2020-01-24,10:35:00,upper feather lfc,below weir riffle,581,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,814,2020-01-25,08:39:59,upper feather lfc,below weir riffle,141,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,815,2020-01-28,12:24:00,upper feather lfc,below weir riffle,339,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,816,2020-01-30,12:35:00,upper feather lfc,below weir riffle,374,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,817,2020-01-31,13:17:59,upper feather lfc,below weir riffle,1194,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,818,2020-02-06,10:05:00,upper feather lfc,below weir riffle,1772,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,819,2020-02-12,12:16:00,upper feather lfc,below weir riffle,1691,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,820,2020-02-13,13:14:00,upper feather lfc,below weir riffle,1662,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,821,2020-02-19,11:27:00,upper feather lfc,below weir riffle,993,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,822,2020-02-21,12:50:00,upper feather lfc,below weir riffle,993,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,823,2020-02-26,11:10:00,upper feather lfc,below weir riffle,998,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,824,2020-02-28,09:40:00,upper feather lfc,below weir riffle,1000,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,825,2020-03-04,08:45:00,upper feather lfc,below weir riffle,990,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,826,2020-03-06,09:07:00,upper feather lfc,below weir riffle,978,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,no,NA,NA,FALSE
feather river,upper feather lfc,827,2020-03-07,10:30:00,upper feather lfc,below weir riffle,983,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,828,2020-03-12,09:45:00,upper feather lfc,below weir riffle,996,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,829,2020-03-14,11:00:00,upper feather lfc,below weir riffle,937,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,830,2020-03-19,13:53:00,upper feather lfc,below weir riffle,484,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,831,2020-03-25,10:05:00,upper feather lfc,below weir riffle,803,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,832,2020-03-28,12:52:00,upper feather lfc,below weir riffle,852,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,833,2020-04-01,09:50:00,upper feather lfc,below weir riffle,478,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,834,2020-04-08,09:15:00,upper feather lfc,below weir riffle,474,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,835,2020-04-16,09:39:00,upper feather lfc,below weir riffle,366,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,836,2020-04-22,09:50:00,upper feather lfc,below weir riffle,420,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,837,2020-03-05,13:00:00,upper feather hfc,herringer release_ rl & rr,941,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,838,2020-03-10,10:00:00,upper feather hfc,herringer release_ rl & rr,278,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,839,2020-03-13,13:54:59,upper feather hfc,herringer release_ rl & rr,590,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,840,2020-03-18,09:43:00,upper feather hfc,herringer release_ rl & rr,909,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,841,2020-03-24,12:34:00,upper feather hfc,herringer release_ rl & rr,577,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,842,2020-03-27,12:53:00,upper feather hfc,herringer release_ rl & rr,915,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,843,2020-04-02,10:14:00,upper feather hfc,herringer release boxes,1037,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,844,2020-04-10,10:30:00,upper feather hfc,herringer release_ rl & rr,416,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,845,2020-04-17,11:07:00,upper feather hfc,herringer release_ rl & rr,275,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,846,2020-04-21,11:58:00,upper feather hfc,herringer release_ rl & rr,280,NA,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,847,2020-04-29,09:31:00,upper feather lfc,below weir riffle,487,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,848,2020-05-07,13:09:59,upper feather lfc,below weir riffle,889,NA,natural,fall,not recorded,not recorded,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,849,2020-05-09,10:45:00,upper feather lfc,below weir riffle,882,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather lfc,850,2020-05-14,13:19:00,upper feather lfc,below weir riffle,187,NA,natural,fall,not recorded,not recorded,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,851,2020-04-28,13:30:00,upper feather hfc,herringer release_ rl & rr,786,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,852,2020-05-01,09:55:00,upper feather hfc,herringer release_ rl & rr,868,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,853,2020-05-08,11:30:00,upper feather hfc,herringer release_ rl & rr,477,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,854,2020-05-12,09:20:00,upper feather hfc,herringer release_ rl & rr,424,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,yes,NA,NA,FALSE
feather river,upper feather hfc,855,2020-01-10,11:20:00,upper feather hfc,herringer release_ rl & rr,40,NA,natural,fall,not recorded,eye riffle,NA,NA,NA,NA,no,NA,NA,FALSE
sacramento river,knights landing,1,2015-02-10,09:00:17,knights landing release site,knights landing release site,2870,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,6,2015,FALSE
sacramento river,knights landing,256,2015-02-14,09:00:17,knights landing release site,knights landing release site,1278,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,7,2015,FALSE
sacramento river,knights landing,258,2015-03-24,08:10:16,knights landing release site,knights landing release site,570,58,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,12,2015,FALSE
sacramento river,knights landing,259,2015-03-31,13:00:17,knights landing release site,knights landing release site,513,66.5,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,13,2015,FALSE
sacramento river,knights landing,260,2014-02-19,10:30:17,knights landing release site,knights landing release site,136,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,8,2014,FALSE
sacramento river,knights landing,261,2014-02-25,11:00:17,knights landing release site,knights landing release site,149,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,9,2014,FALSE
sacramento river,knights landing,262,2014-03-05,15:30:17,knights landing release site,knights landing release site,488,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,10,2014,FALSE
sacramento river,knights landing,263,2014-03-11,07:45:17,knights landing release site,knights landing release site,590,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,11,2014,FALSE
sacramento river,knights landing,264,2014-03-19,08:30:17,knights landing release site,knights landing release site,81,NA,unknown,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,12,2014,FALSE
sacramento river,knights landing,265,2012-04-16,13:15:17,knights landing release site,knights landing release site,284,NA,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,16,2012,FALSE
sacramento river,knights landing,266,2012-03-30,14:45:17,knights landing release site,knights landing release site,1944,NA,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,13,2012,FALSE
sacramento river,knights landing,267,2012-03-19,16:00:17,knights landing release site,knights landing release site,696,NA,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,12,2012,FALSE
sacramento river,knights landing,268,2012-02-04,00:30:17,knights landing release site,knights landing release site,196,NA,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,6,2012,FALSE
sacramento river,knights landing,269,2012-01-28,14:00:17,knights landing release site,knights landing release site,2291,NA,unknown,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,5,2012,FALSE
sacramento river,knights landing,270,2016-01-10,09:45:17,knights landing release site,knights landing release site,3202,NA,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,2,2016,FALSE
sacramento river,knights landing,271,2016-01-23,09:18:17,knights landing release site,knights landing release site,2864,NA,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,4,2016,FALSE
sacramento river,knights landing,272,2016-04-16,12:00:17,knights landing release site,knights landing release site,419,NA,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,16,2016,FALSE
sacramento river,knights landing,273,2016-02-10,10:20:17,knights landing release site,knights landing release site,632,50,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,6,2016,FALSE
sacramento river,knights landing,274,2016-02-17,10:00:17,knights landing release site,knights landing release site,479,54,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,7,2016,FALSE
sacramento river,knights landing,275,2016-02-24,11:15:17,knights landing release site,knights landing release site,489,54,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,8,2016,FALSE
sacramento river,knights landing,276,2016-03-16,11:15:17,knights landing release site,knights landing release site,490,52,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,11,2016,FALSE
sacramento river,knights landing,277,2016-03-23,13:45:17,knights landing release site,knights landing release site,488,54,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,12,2016,FALSE
sacramento river,knights landing,278,2016-03-30,10:20:17,knights landing release site,knights landing release site,470,54,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,13,2016,FALSE
sacramento river,knights landing,279,2016-04-06,09:48:16,knights landing release site,knights landing release site,516,55,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,14,2016,FALSE
sacramento river,knights landing,280,2016-04-13,09:48:16,knights landing release site,knights landing release site,473,58,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,15,2016,FALSE
sacramento river,knights landing,281,2016-04-27,09:42:17,knights landing release site,knights landing release site,507,67,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,17,2016,FALSE
sacramento river,knights landing,283,2017-01-16,09:40:16,knights landing release site,knights landing release site,1407,NA,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,3,2017,FALSE
sacramento river,knights landing,285,2017-01-28,09:49:17,knights landing release site,knights landing release site,182,NA,natural,other,not recorded,knights landing rst,NA,NA,NA,NA,yes,5,2017,FALSE
sacramento river,knights landing,286,2016-09-16,10:14:17,knights landing release site,knights landing release site,334,115.5,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,38,2016,FALSE
sacramento river,knights landing,287,2016-09-29,14:30:17,knights landing release site,knights landing release site,311,108,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,40,2016,FALSE
sacramento river,knights landing,288,2016-10-12,14:29:17,knights landing release site,knights landing release site,304,NA,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,41,2016,FALSE
sacramento river,knights landing,289,2016-10-19,15:44:17,knights landing release site,knights landing release site,152,128,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,42,2016,FALSE
sacramento river,knights landing,290,2016-11-09,15:30:17,knights landing release site,knights landing release site,969,139,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,45,2016,FALSE
sacramento river,knights landing,291,2016-11-30,16:45:17,knights landing release site,knights landing release site,1126,146,hatchery,late fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,48,2016,FALSE
sacramento river,knights landing,292,2017-03-08,09:10:17,knights landing release site,knights landing release site,987,59,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,10,2017,FALSE
sacramento river,knights landing,293,2017-03-15,09:00:17,knights landing release site,knights landing release site,950,52,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,11,2017,FALSE
sacramento river,knights landing,294,2017-03-22,09:00:17,knights landing release site,knights landing release site,906,NA,hatchery,fall,not recorded,not yet assigned,NA,NA,NA,NA,yes,12,2017,FALSE
sacramento river,knights landing,296,2006-12-18,13:15:50,knights landing release site,knights landing release site,341,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,51,2006,FALSE
sacramento river,knights landing,551,2006-12-31,15:15:50,knights landing release site,knights landing release site,1307,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,53,2006,FALSE
sacramento river,knights landing,552,2007-02-17,13:00:50,knights landing release site,knights landing release site,1670,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,7,2007,FALSE
sacramento river,knights landing,553,2007-02-24,13:00:50,knights landing release site,knights landing release site,1052,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,8,2007,FALSE
sacramento river,knights landing,554,2007-03-03,11:30:50,knights landing release site,knights landing release site,596,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,9,2007,FALSE
sacramento river,knights landing,555,2007-04-30,11:00:50,knights landing release site,knights landing release site,712,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,18,2007,FALSE
sacramento river,knights landing,556,2007-02-13,17:45:50,knights landing release site,knights landing release site,2031,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,7,2007,FALSE
sacramento river,knights landing,557,2008-01-07,17:00:50,knights landing release site,knights landing release site,3500,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,2,2008,FALSE
sacramento river,knights landing,558,2008-01-12,17:00:50,knights landing release site,knights landing release site,892,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,2,2008,FALSE
sacramento river,knights landing,559,2008-01-29,15:30:50,knights landing release site,knights landing release site,2612,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,5,2008,FALSE
sacramento river,knights landing,560,2008-02-02,14:00:50,knights landing release site,knights landing release site,7180,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,5,2008,FALSE
sacramento river,knights landing,561,2008-02-09,12:00:50,knights landing release site,knights landing release site,554,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,6,2008,FALSE
sacramento river,knights landing,562,2008-02-16,11:30:50,knights landing release site,knights landing release site,243,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,7,2008,FALSE
sacramento river,knights landing,563,2008-02-27,13:30:50,knights landing release site,knights landing release site,626,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,9,2008,FALSE
sacramento river,knights landing,564,2008-03-01,13:30:50,knights landing release site,knights landing release site,1058,NA,not recorded,not recorded,not recorded,knights landing rst,NA,NA,NA,NA,yes,9,2008,FALSE
