projectDescriptionID,releaseFishID,releaseID,forkLength
2,43291,944,36.0
2,43292,944,38.0
2,43293,944,37.0
2,43294,944,37.0
2,43295,944,36.0
2,43296,944,34.0
2,43297,944,35.0
2,43298,944,37.0
2,43299,944,36.0
2,43300,944,34.0
2,43301,944,36.0
2,43302,944,42.0
2,43303,944,38.0
2,43304,944,36.0
2,43305,944,39.0
2,43306,944,38.0
2,43307,944,35.0
2,43308,944,35.0
2,43309,944,39.0
2,43310,944,35.0
2,43311,944,41.0
2,43312,944,42.0
2,43313,944,35.0
2,43314,944,36.0
2,43315,944,35.0
2,43316,944,36.0
2,43317,944,37.0
2,43318,944,40.0
2,43319,944,38.0
2,43320,944,33.0
2,43321,944,36.0
2,43322,944,34.0
2,1,325,60.0
2,4,329,
2,18,329,
2,19,329,
2,55,344,37.0
2,84,352,
2,85,352,
2,86,352,36.0
2,98,356,34.0
2,99,356,35.0
2,100,356,37.0
2,121,361,39.0
2,122,361,31.0
2,123,361,39.0
2,151,370,34.0
2,152,371,
2,153,371,
2,159,1,
2,164,429,37.0
2,165,315,56.0
2,167,562,
2,168,182,37.0
2,169,582,33.0
2,170,627,
2,171,624,
2,172,655,36.0
2,173,685,37.0
2,174,479,35.0
2,175,752,36.0
2,176,621,
2,177,622,
2,178,623,
2,179,356,38.0
2,180,356,35.0
2,181,356,38.0
2,182,356,36.0
2,183,356,38.0
2,184,356,35.0
2,185,356,39.0
2,186,356,39.0
2,187,356,38.0
2,188,356,36.0
2,189,356,36.0
2,190,356,37.0
2,191,356,37.0
2,192,356,33.0
2,193,356,36.0
2,194,356,30.0
2,195,356,32.0
2,196,356,45.0
2,197,356,40.0
2,198,356,40.0
2,199,356,41.0
2,200,356,41.0
2,201,356,34.0
2,202,356,35.0
2,203,356,31.0
2,204,356,35.0
2,205,356,37.0
2,206,356,46.0
2,207,356,38.0
2,208,356,35.0
2,209,356,36.0
2,210,356,37.0
2,211,356,38.0
2,212,356,34.0
2,213,356,34.0
2,214,356,36.0
2,215,356,38.0
2,216,356,54.0
2,217,356,38.0
2,218,356,36.0
2,219,356,37.0
2,220,356,43.0
2,221,356,35.0
2,222,356,36.0
2,223,356,37.0
2,224,356,36.0
2,225,356,37.0
2,226,184,37.0
2,227,184,34.0
2,228,184,37.0
2,229,184,37.0
2,230,184,36.0
2,231,184,37.0
2,232,184,35.0
2,233,184,35.0
2,234,184,32.0
2,235,184,35.0
2,236,184,39.0
2,237,184,36.0
2,238,184,37.0
2,239,184,35.0
2,240,184,37.0
2,241,184,36.0
2,242,184,36.0
2,243,184,35.0
2,244,184,37.0
2,245,184,34.0
2,246,184,35.0
2,247,184,36.0
2,248,184,36.0
2,249,184,34.0
2,250,184,35.0
2,251,184,36.0
2,252,184,37.0
2,253,184,36.0
2,254,184,37.0
2,255,184,34.0
2,256,184,36.0
2,257,184,34.0
2,258,184,36.0
2,259,184,35.0
2,260,184,36.0
2,261,184,36.0
2,262,184,37.0
2,263,184,35.0
2,264,184,37.0
2,265,184,36.0
2,266,184,36.0
2,267,184,35.0
2,268,184,34.0
2,269,184,37.0
2,270,184,37.0
2,271,184,37.0
2,272,184,37.0
2,273,184,37.0
2,274,184,35.0
2,275,184,35.0
2,280,355,50.0
2,281,355,35.0
2,282,355,35.0
2,283,355,35.0
2,284,355,35.0
2,285,355,34.0
2,286,355,30.0
2,287,355,37.0
2,288,355,35.0
2,289,355,37.0
2,290,355,37.0
2,291,355,35.0
2,292,355,38.0
2,293,355,31.0
2,294,355,51.0
2,295,355,58.0
2,296,355,61.0
2,297,355,55.0
2,298,355,36.0
2,299,355,44.0
2,300,355,37.0
2,301,355,35.0
2,302,355,37.0
2,303,355,36.0
2,304,355,38.0
2,305,355,31.0
2,306,355,35.0
2,307,355,30.0
2,308,355,60.0
2,309,355,50.0
2,310,355,43.0
2,311,355,35.0
2,312,355,37.0
2,313,355,39.0
2,314,355,39.0
2,315,355,32.0
2,316,355,35.0
2,317,355,31.0
2,318,355,36.0
2,319,355,35.0
2,320,355,35.0
2,321,355,35.0
2,322,355,36.0
2,323,355,30.0
2,324,355,32.0
2,325,355,35.0
2,326,355,37.0
2,327,355,35.0
2,328,355,37.0
2,329,355,35.0
2,330,355,35.0
2,331,355,35.0
2,332,355,36.0
2,333,355,30.0
2,334,355,32.0
2,335,355,35.0
2,336,355,37.0
2,337,355,35.0
2,338,355,37.0
2,339,355,35.0
2,340,355,35.0
2,342,362,53.0
2,343,362,32.0
2,344,362,39.0
2,345,362,35.0
2,346,362,35.0
2,347,362,39.0
2,348,362,35.0
2,349,362,37.0
2,350,362,36.0
2,351,362,35.0
2,352,362,35.0
2,353,362,38.0
2,354,362,37.0
2,355,362,32.0
2,356,362,35.0
2,357,362,36.0
2,358,362,35.0
2,359,362,37.0
2,360,362,37.0
2,361,362,35.0
2,362,362,37.0
2,363,362,35.0
2,364,362,53.0
2,365,362,35.0
2,366,362,35.0
2,367,362,34.0
2,368,362,40.0
2,369,362,41.0
2,370,362,53.0
2,371,362,35.0
2,372,362,35.0
2,373,362,36.0
2,374,362,35.0
2,375,362,39.0
2,376,362,32.0
2,377,362,30.0
2,378,362,35.0
2,379,362,36.0
2,380,362,35.0
2,381,362,35.0
2,382,362,35.0
2,383,362,31.0
2,384,362,35.0
2,385,362,36.0
2,386,362,30.0
2,387,362,38.0
2,388,362,42.0
2,389,362,35.0
2,390,362,35.0
2,391,362,35.0
2,392,361,34.0
2,393,361,31.0
2,394,361,38.0
2,395,361,35.0
2,396,361,33.0
2,397,361,33.0
2,398,361,31.0
2,399,361,34.0
2,400,361,36.0
2,401,361,35.0
2,402,361,36.0
2,403,361,37.0
2,404,361,30.0
2,405,361,35.0
2,406,361,35.0
2,407,361,35.0
2,408,361,35.0
2,409,361,34.0
2,410,361,35.0
2,411,361,31.0
2,412,361,33.0
2,413,361,34.0
2,414,361,31.0
2,415,361,36.0
2,416,361,35.0
2,417,361,37.0
2,418,361,31.0
2,419,361,35.0
2,420,361,54.0
2,421,361,46.0
2,422,361,32.0
2,423,361,31.0
2,424,361,33.0
2,425,361,60.0
2,426,361,52.0
2,427,361,46.0
2,428,361,35.0
2,429,361,35.0
2,430,361,43.0
2,431,361,35.0
2,432,361,33.0
2,433,361,31.0
2,434,361,30.0
2,435,361,35.0
2,436,361,36.0
2,437,361,35.0
2,438,361,44.0
2,439,360,35.0
2,440,360,41.0
2,441,360,34.0
2,442,360,30.0
2,443,360,35.0
2,444,360,35.0
2,445,360,35.0
2,446,360,38.0
2,447,360,35.0
2,448,360,35.0
2,449,360,36.0
2,450,360,36.0
2,451,360,39.0
2,452,360,35.0
2,453,360,40.0
2,454,360,35.0
2,455,360,36.0
2,456,360,33.0
2,457,360,35.0
2,458,360,35.0
2,459,360,35.0
2,460,360,37.0
2,461,360,39.0
2,462,360,35.0
2,463,360,35.0
2,464,360,35.0
2,465,360,36.0
2,466,360,35.0
2,467,360,35.0
2,468,360,35.0
2,469,360,34.0
2,470,360,30.0
2,471,360,46.0
2,472,360,35.0
2,473,360,35.0
2,474,360,35.0
2,475,360,35.0
2,476,360,35.0
2,477,360,38.0
2,478,360,35.0
2,479,360,35.0
2,480,360,32.0
2,481,360,34.0
2,482,360,35.0
2,483,360,53.0
2,484,360,40.0
2,485,360,35.0
2,486,360,31.0
2,487,360,41.0
2,488,360,35.0
2,490,487,35.0
2,491,486,35.0
2,492,887,51.0
2,493,885,72.0
2,494,882,49.0
2,495,758,45.0
2,496,874,36.0
2,497,848,88.0
2,498,359,36.0
2,499,359,32.0
2,500,359,37.0
2,501,359,35.0
2,502,359,37.0
2,503,359,34.0
2,504,359,33.0
2,505,359,35.0
2,506,359,35.0
2,507,359,36.0
2,508,359,33.0
2,509,359,34.0
2,510,359,35.0
2,511,359,36.0
2,512,359,35.0
2,513,359,37.0
2,514,359,38.0
2,515,359,39.0
2,516,359,37.0
2,517,359,36.0
2,518,359,36.0
2,519,359,38.0
2,520,359,30.0
2,521,359,34.0
2,522,359,37.0
2,523,359,35.0
2,524,359,34.0
2,525,359,35.0
2,526,359,37.0
2,527,359,31.0
2,528,359,36.0
2,529,359,35.0
2,530,359,34.0
2,531,359,38.0
2,532,359,35.0
2,533,359,34.0
2,534,359,35.0
2,535,359,33.0
2,536,359,35.0
2,537,359,39.0
2,538,359,35.0
2,539,359,52.0
2,540,359,40.0
2,541,359,41.0
2,542,359,36.0
2,543,359,38.0
2,544,359,36.0
2,545,359,37.0
2,546,359,34.0
2,547,359,35.0
2,548,358,39.0
2,549,358,36.0
2,550,358,35.0
2,551,358,35.0
2,552,358,35.0
2,553,358,35.0
2,554,358,31.0
2,555,358,36.0
2,556,358,36.0
2,557,358,32.0
2,558,358,36.0
2,559,358,35.0
2,560,358,36.0
2,561,358,38.0
2,562,358,36.0
2,563,358,36.0
2,564,358,35.0
2,565,358,38.0
2,566,358,39.0
2,567,358,35.0
2,568,358,36.0
2,569,358,32.0
2,570,358,35.0
2,571,358,35.0
2,572,358,35.0
2,573,358,36.0
2,574,358,31.0
2,575,358,35.0
2,576,358,36.0
2,577,358,35.0
2,578,358,40.0
2,579,358,36.0
2,580,358,36.0
2,581,358,35.0
2,582,358,35.0
2,583,358,30.0
2,584,358,35.0
2,585,358,36.0
2,586,358,36.0
2,587,358,35.0
2,588,358,57.0
2,589,358,36.0
2,590,358,36.0
2,591,358,36.0
2,592,358,36.0
2,593,358,35.0
2,594,358,35.0
2,595,358,38.0
2,596,358,35.0
2,597,358,38.0
2,598,357,39.0
2,599,357,37.0
2,600,357,32.0
2,601,357,35.0
2,602,357,35.0
2,603,357,36.0
2,604,357,35.0
2,605,357,37.0
2,606,357,38.0
2,607,357,34.0
2,608,357,35.0
2,609,357,38.0
2,610,357,37.0
2,611,357,37.0
2,612,357,34.0
2,613,357,35.0
2,614,357,38.0
2,615,357,38.0
2,616,357,35.0
2,617,357,37.0
2,618,357,34.0
2,619,357,35.0
2,620,357,34.0
2,621,357,35.0
2,622,357,34.0
2,623,357,36.0
2,624,357,36.0
2,625,357,38.0
2,626,357,30.0
2,627,357,37.0
2,628,357,35.0
2,629,357,36.0
2,630,357,34.0
2,631,357,36.0
2,632,357,37.0
2,633,357,35.0
2,634,357,38.0
2,635,357,38.0
2,636,357,37.0
2,637,357,31.0
2,638,357,36.0
2,639,357,37.0
2,640,357,32.0
2,641,357,34.0
2,642,357,36.0
2,643,357,34.0
2,644,357,35.0
2,645,357,36.0
2,646,357,36.0
2,647,357,34.0
2,648,354,51.0
2,649,354,39.0
2,650,354,35.0
2,651,354,35.0
2,652,354,37.0
2,653,354,37.0
2,654,354,35.0
2,655,354,36.0
2,656,354,35.0
2,657,354,37.0
2,658,354,37.0
2,659,354,36.0
2,660,354,35.0
2,661,354,35.0
2,662,354,34.0
2,663,354,37.0
2,664,354,34.0
2,665,354,36.0
2,666,354,37.0
2,667,354,38.0
2,668,354,38.0
2,669,354,36.0
2,670,354,38.0
2,671,354,36.0
2,672,354,34.0
2,673,354,32.0
2,674,354,31.0
2,675,354,32.0
2,676,354,36.0
2,677,354,35.0
2,678,354,37.0
2,679,354,36.0
2,680,354,38.0
2,681,354,35.0
2,682,354,35.0
2,683,354,38.0
2,684,354,37.0
2,685,354,30.0
2,686,354,36.0
2,687,354,36.0
2,688,354,36.0
2,689,354,36.0
2,690,354,32.0
2,691,354,38.0
2,692,354,35.0
2,693,354,36.0
2,694,354,36.0
2,695,354,37.0
2,696,354,35.0
2,697,354,35.0
2,698,353,37.0
2,699,353,38.0
2,700,353,36.0
2,701,353,36.0
2,702,353,34.0
2,703,353,37.0
2,704,353,35.0
2,705,353,38.0
2,706,353,36.0
2,707,353,37.0
2,708,353,37.0
2,709,353,35.0
2,710,353,37.0
2,711,353,35.0
2,712,353,36.0
2,713,353,34.0
2,714,353,38.0
2,715,353,37.0
2,716,353,36.0
2,717,353,35.0
2,718,353,37.0
2,719,353,37.0
2,720,353,37.0
2,721,353,36.0
2,722,353,35.0
2,723,353,35.0
2,724,353,36.0
2,725,353,37.0
2,726,353,38.0
2,727,353,38.0
2,728,353,35.0
2,729,353,37.0
2,730,353,35.0
2,731,353,37.0
2,732,353,35.0
2,733,353,35.0
2,734,353,36.0
2,735,353,38.0
2,736,353,35.0
2,737,353,39.0
2,738,353,35.0
2,739,353,35.0
2,740,353,36.0
2,741,353,36.0
2,742,353,35.0
2,743,353,30.0
2,744,353,30.0
2,745,353,50.0
2,746,353,35.0
2,747,353,36.0
2,748,352,35.0
2,749,352,38.0
2,750,352,36.0
2,751,352,37.0
2,752,352,36.0
2,753,352,35.0
2,754,352,35.0
2,755,352,38.0
2,756,352,34.0
2,757,352,32.0
2,758,352,32.0
2,759,352,35.0
2,760,352,35.0
2,761,352,34.0
2,762,352,38.0
2,763,352,35.0
2,764,352,36.0
2,765,352,35.0
2,766,352,39.0
2,767,352,38.0
2,768,352,38.0
2,769,352,38.0
2,770,352,38.0
2,771,352,30.0
2,772,352,37.0
2,773,352,37.0
2,774,352,36.0
2,775,352,35.0
2,776,352,36.0
2,777,352,38.0
2,778,352,30.0
2,779,352,35.0
2,780,352,35.0
2,781,352,34.0
2,782,352,37.0
2,783,352,30.0
2,784,352,37.0
2,785,352,31.0
2,786,352,37.0
2,787,352,34.0
2,788,352,35.0
2,789,352,35.0
2,790,352,36.0
2,791,352,35.0
2,792,352,36.0
2,793,352,38.0
2,794,352,35.0
2,795,352,39.0
2,796,351,36.0
2,797,351,35.0
2,798,351,38.0
2,799,351,36.0
2,800,351,37.0
2,801,351,36.0
2,802,351,35.0
2,803,351,35.0
2,804,351,38.0
2,805,351,34.0
2,806,351,32.0
2,807,351,32.0
2,808,351,35.0
2,809,351,35.0
2,810,351,34.0
2,811,351,38.0
2,812,351,35.0
2,813,351,36.0
2,814,351,35.0
2,815,351,39.0
2,816,351,38.0
2,817,351,38.0
2,818,351,38.0
2,819,351,38.0
2,820,351,30.0
2,821,351,37.0
2,822,351,37.0
2,823,351,36.0
2,824,351,35.0
2,825,351,36.0
2,826,351,38.0
2,827,351,30.0
2,828,351,35.0
2,829,351,35.0
2,830,351,35.0
2,831,351,34.0
2,832,351,37.0
2,833,351,30.0
2,834,351,37.0
2,835,351,31.0
2,836,351,37.0
2,837,351,34.0
2,838,351,35.0
2,839,351,35.0
2,840,351,36.0
2,841,351,35.0
2,842,351,36.0
2,843,351,38.0
2,844,351,35.0
2,845,351,39.0
2,846,350,54.0
2,847,350,52.0
2,848,350,30.0
2,849,350,35.0
2,850,350,35.0
2,851,350,32.0
2,852,350,47.0
2,853,350,36.0
2,854,350,37.0
2,855,350,32.0
2,856,350,36.0
2,857,350,39.0
2,858,350,35.0
2,859,350,31.0
2,860,350,32.0
2,861,350,36.0
2,862,350,37.0
2,863,350,34.0
2,864,350,34.0
2,865,350,37.0
2,866,350,37.0
2,867,350,35.0
2,868,350,35.0
2,869,350,40.0
2,870,350,31.0
2,871,350,37.0
2,872,350,35.0
2,873,350,36.0
2,874,350,35.0
2,875,350,34.0
2,876,350,37.0
2,877,350,35.0
2,878,350,32.0
2,879,350,36.0
2,880,350,36.0
2,881,350,35.0
2,882,350,37.0
2,883,350,37.0
2,884,350,37.0
2,885,350,36.0
2,886,350,32.0
2,887,350,31.0
2,888,350,38.0
2,889,350,32.0
2,890,350,30.0
2,891,350,37.0
2,892,350,35.0
2,893,350,35.0
2,894,350,36.0
2,895,350,30.0
2,896,349,37.0
2,897,349,36.0
2,898,349,34.0
2,899,349,32.0
2,900,349,34.0
2,901,349,33.0
2,902,349,35.0
2,903,349,36.0
2,904,349,32.0
2,905,349,30.0
2,906,349,37.0
2,907,349,37.0
2,908,349,30.0
2,909,349,39.0
2,910,349,36.0
2,911,349,36.0
2,912,349,35.0
2,913,349,37.0
2,914,349,31.0
2,915,349,35.0
2,916,349,37.0
2,917,349,31.0
2,918,349,35.0
2,919,349,36.0
2,920,349,37.0
2,921,349,36.0
2,922,349,32.0
2,923,349,38.0
2,924,349,35.0
2,925,349,36.0
2,926,349,34.0
2,927,349,38.0
2,928,349,37.0
2,929,349,34.0
2,930,349,33.0
2,931,349,36.0
2,932,349,34.0
2,933,349,35.0
2,934,349,34.0
2,935,349,34.0
2,936,349,48.0
2,937,349,46.0
2,938,349,29.0
2,939,349,36.0
2,940,349,36.0
2,941,349,38.0
2,942,349,35.0
2,943,349,33.0
2,944,349,36.0
2,945,349,36.0
2,946,348,38.0
2,947,348,34.0
2,948,348,36.0
2,949,348,35.0
2,950,348,34.0
2,951,348,36.0
2,952,348,34.0
2,953,348,35.0
2,954,348,37.0
2,955,348,33.0
2,956,348,36.0
2,957,348,34.0
2,958,348,34.0
2,959,348,35.0
2,960,348,35.0
2,961,348,35.0
2,962,348,36.0
2,963,348,35.0
2,964,348,33.0
2,965,348,35.0
2,966,348,35.0
2,967,348,37.0
2,968,348,30.0
2,969,348,37.0
2,970,348,37.0
2,971,348,35.0
2,972,348,34.0
2,973,348,38.0
2,974,348,39.0
2,975,348,35.0
2,976,348,35.0
2,977,348,39.0
2,978,348,38.0
2,979,348,36.0
2,980,348,37.0
2,981,348,35.0
2,982,348,35.0
2,983,348,35.0
2,984,348,35.0
2,985,348,35.0
2,986,348,32.0
2,987,348,35.0
2,988,348,37.0
2,989,348,38.0
2,990,348,36.0
2,991,348,35.0
2,992,348,30.0
2,993,348,31.0
2,994,347,38.0
2,995,347,34.0
2,996,347,36.0
2,997,347,35.0
2,998,347,31.0
2,999,347,36.0
2,1000,347,34.0
2,1001,347,35.0
2,1002,347,37.0
2,1003,347,33.0
2,1004,347,36.0
2,1005,347,34.0
2,1006,347,34.0
2,1007,347,34.0
2,1008,347,35.0
2,1009,347,35.0
2,1010,347,35.0
2,1011,347,35.0
2,1012,347,36.0
2,1013,347,35.0
2,1014,347,33.0
2,1015,347,35.0
2,1016,347,35.0
2,1017,347,37.0
2,1018,347,30.0
2,1019,347,37.0
2,1020,347,37.0
2,1021,347,35.0
2,1022,347,34.0
2,1023,347,38.0
2,1024,347,39.0
2,1025,347,35.0
2,1026,347,35.0
2,1027,347,39.0
2,1028,347,38.0
2,1029,347,36.0
2,1030,347,37.0
2,1031,347,35.0
2,1032,347,35.0
2,1033,347,35.0
2,1034,347,35.0
2,1035,347,35.0
2,1036,347,32.0
2,1037,347,35.0
2,1038,347,37.0
2,1039,347,38.0
2,1040,347,36.0
2,1041,347,35.0
2,1042,347,30.0
2,1043,347,31.0
2,1044,367,50.0
2,1045,367,49.0
2,1046,367,44.0
2,1047,367,48.0
2,1048,367,38.0
2,1049,367,38.0
2,1050,367,36.0
2,1051,367,37.0
2,1052,367,37.0
2,1053,367,32.0
2,1054,367,36.0
2,1055,367,37.0
2,1056,367,39.0
2,1057,367,34.0
2,1058,367,37.0
2,1059,367,36.0
2,1060,367,37.0
2,1061,367,36.0
2,1062,367,38.0
2,1063,367,37.0
2,1064,367,36.0
2,1065,367,37.0
2,1066,367,39.0
2,1067,367,37.0
2,1068,367,34.0
2,1069,367,36.0
2,1070,367,37.0
2,1071,367,36.0
2,1072,367,38.0
2,1073,367,39.0
2,1074,367,35.0
2,1075,367,36.0
2,1076,367,29.0
2,1077,367,36.0
2,1078,367,38.0
2,1079,367,40.0
2,1080,367,34.0
2,1081,367,36.0
2,1082,367,37.0
2,1083,367,37.0
2,1084,367,32.0
2,1085,367,33.0
2,1086,367,37.0
2,1087,367,35.0
2,1088,367,34.0
2,1089,367,36.0
2,1090,367,36.0
2,1091,367,37.0
2,1092,367,36.0
2,1093,367,36.0
2,1094,366,36.0
2,1095,366,34.0
2,1096,366,37.0
2,1097,366,36.0
2,1098,366,37.0
2,1099,366,36.0
2,1100,366,37.0
2,1101,366,36.0
2,1102,366,38.0
2,1103,366,37.0
2,1104,366,35.0
2,1105,366,36.0
2,1106,366,37.0
2,1107,366,39.0
2,1108,366,35.0
2,1109,366,37.0
2,1110,366,33.0
2,1111,366,37.0
2,1112,366,38.0
2,1113,366,37.0
2,1114,366,36.0
2,1115,366,36.0
2,1116,366,37.0
2,1117,366,38.0
2,1118,366,36.0
2,1119,366,35.0
2,1120,366,38.0
2,1121,366,38.0
2,1122,366,36.0
2,1123,366,37.0
2,1124,366,34.0
2,1125,366,38.0
2,1126,366,36.0
2,1127,366,37.0
2,1128,366,38.0
2,1129,366,37.0
2,1130,366,36.0
2,1131,366,35.0
2,1132,366,36.0
2,1133,366,36.0
2,1134,366,37.0
2,1135,366,34.0
2,1136,366,36.0
2,1137,366,36.0
2,1138,366,35.0
2,1139,366,36.0
2,1140,366,37.0
2,1141,366,34.0
2,1142,366,36.0
2,1143,366,34.0
2,1144,364,37.0
2,1145,364,36.0
2,1146,364,37.0
2,1147,364,32.0
2,1148,364,34.0
2,1149,364,37.0
2,1150,364,37.0
2,1151,364,37.0
2,1152,364,36.0
2,1153,364,35.0
2,1154,364,38.0
2,1155,364,36.0
2,1156,364,38.0
2,1157,364,33.0
2,1158,364,37.0
2,1159,364,37.0
2,1160,364,37.0
2,1161,364,35.0
2,1162,364,34.0
2,1163,364,35.0
2,1164,364,36.0
2,1165,364,36.0
2,1166,364,35.0
2,1167,364,36.0
2,1168,364,35.0
2,1169,364,34.0
2,1170,364,35.0
2,1171,364,36.0
2,1172,364,39.0
2,1173,364,37.0
2,1174,364,37.0
2,1175,364,36.0
2,1176,364,37.0
2,1177,364,38.0
2,1178,364,37.0
2,1179,364,37.0
2,1180,364,35.0
2,1181,364,35.0
2,1182,364,39.0
2,1183,364,34.0
2,1184,364,36.0
2,1185,364,38.0
2,1186,364,38.0
2,1187,364,37.0
2,1188,364,36.0
2,1189,364,34.0
2,1190,364,35.0
2,1191,364,37.0
2,1192,364,40.0
2,1193,364,40.0
2,1194,365,37.0
2,1195,365,36.0
2,1196,365,37.0
2,1197,365,32.0
2,1198,365,34.0
2,1199,365,37.0
2,1200,365,37.0
2,1201,365,37.0
2,1202,365,36.0
2,1203,365,35.0
2,1204,365,38.0
2,1205,365,36.0
2,1206,365,38.0
2,1207,365,33.0
2,1208,365,37.0
2,1209,365,37.0
2,1210,365,37.0
2,1211,365,35.0
2,1212,365,34.0
2,1213,365,35.0
2,1214,365,36.0
2,1215,365,36.0
2,1216,365,35.0
2,1217,365,36.0
2,1218,365,35.0
2,1219,365,34.0
2,1220,365,35.0
2,1221,365,36.0
2,1222,365,39.0
2,1223,365,37.0
2,1224,365,37.0
2,1225,365,36.0
2,1226,365,37.0
2,1227,365,38.0
2,1228,365,37.0
2,1229,365,37.0
2,1230,365,35.0
2,1231,365,35.0
2,1232,365,39.0
2,1233,365,34.0
2,1234,365,36.0
2,1235,365,38.0
2,1236,365,38.0
2,1237,365,37.0
2,1238,365,36.0
2,1239,365,34.0
2,1240,365,35.0
2,1241,365,37.0
2,1242,365,40.0
2,1243,365,40.0
2,1244,346,34.0
2,1245,346,32.0
2,1246,346,32.0
2,1247,346,38.0
2,1248,346,37.0
2,1249,346,37.0
2,1250,346,36.0
2,1251,346,36.0
2,1252,346,34.0
2,1253,346,35.0
2,1254,346,37.0
2,1255,346,37.0
2,1256,346,37.0
2,1257,346,35.0
2,1258,346,37.0
2,1259,346,36.0
2,1260,346,36.0
2,1261,346,36.0
2,1262,346,30.0
2,1263,346,36.0
2,1264,346,35.0
2,1265,346,35.0
2,1266,346,38.0
2,1267,346,36.0
2,1268,346,35.0
2,1269,346,35.0
2,1270,346,36.0
