trap_start_date,trap_stop_date,stream,site,subsite,site_group,total_revolutions,visit_type,trap_functioning,fish_processed,rpm_start,rpm_end,include
NA,1998-02-15,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.1,NA,TRUE
NA,1998-02-15,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-16,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-02-16,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-02-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.1,NA,TRUE
NA,1998-02-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-02-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-02-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-02-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-02-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.2,NA,TRUE
NA,1998-02-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-02-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-02-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-02-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-02-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-02-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-02-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-02-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-02-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-02-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-02-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-02-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-02-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-02-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-03-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.3,NA,TRUE
NA,1998-03-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-03-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-03,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-03,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-03,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-03,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-03-04,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-03-04,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-04,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-04,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-05,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-05,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-03-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-06,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-03-06,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-03-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-07,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-03-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-07,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-03-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-08,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-03-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-08,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.3,NA,TRUE
NA,1998-03-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-03-09,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-09,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-10,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-03-10,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.1,NA,TRUE
NA,1998-03-11,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2,NA,TRUE
NA,1998-03-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-03-11,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-03-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-03-12,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-03-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-12,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-13,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.7,NA,TRUE
NA,1998-03-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-13,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-14,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-14,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.6,NA,TRUE
NA,1998-03-15,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.7,NA,TRUE
NA,1998-03-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.9,NA,TRUE
NA,1998-03-15,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.8,NA,TRUE
NA,1998-03-16,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-16,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.8,NA,TRUE
NA,1998-03-16,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-16,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.7,NA,TRUE
NA,1998-03-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.6,NA,TRUE
NA,1998-03-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.6,NA,TRUE
NA,1998-03-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.7,NA,TRUE
NA,1998-03-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.1,NA,TRUE
NA,1998-03-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.6,NA,TRUE
NA,1998-03-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.1,NA,TRUE
NA,1998-03-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.8,NA,TRUE
NA,1998-03-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.6,NA,TRUE
NA,1998-03-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.1,NA,TRUE
NA,1998-03-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.3,NA,TRUE
NA,1998-03-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-03-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-03-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-03-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-29,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-29,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.6,NA,TRUE
NA,1998-03-29,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-29,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-03-30,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-03-30,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-30,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-30,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-03-31,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-03-31,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-03-31,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-03-31,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-04-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.4,NA,TRUE
NA,1998-04-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-04-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-04-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-04-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.5,NA,TRUE
NA,1998-04-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.4,NA,TRUE
NA,1998-04-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-04-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-04-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-04-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-04-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-04-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3,NA,TRUE
NA,1998-04-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-04-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-04-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
NA,1998-04-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-04-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.7,NA,TRUE
NA,1998-04-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.4,NA,TRUE
NA,1998-04-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.5,NA,TRUE
NA,1998-04-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-04-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-04-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-04-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.3,NA,TRUE
NA,1998-04-16,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.4,NA,TRUE
NA,1998-04-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-04-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-04-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-04-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.4,NA,TRUE
NA,1998-04-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.3,NA,TRUE
NA,1998-04-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.5,NA,TRUE
NA,1998-04-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-04-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.6,NA,TRUE
NA,1998-04-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.3,NA,TRUE
NA,1998-04-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.3,NA,TRUE
NA,1998-04-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-04-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,2.8,NA,TRUE
NA,1998-04-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,1.7,NA,TRUE
NA,1998-04-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.2,NA,TRUE
NA,1998-04-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-04-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.4,NA,TRUE
NA,1998-04-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-04-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,1.8,NA,TRUE
NA,1998-04-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-04-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.6,NA,TRUE
NA,1998-04-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,3.3,NA,TRUE
NA,1998-04-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,3.5,NA,TRUE
NA,1998-04-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,2.9,NA,TRUE
