record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,
T,4.1,8/3/2006,CDFW,CDWR,8,062763,12,,,,,1,1,2002,4/28/2003,4/29/2003,6FCSUCAR BENE,6FCSAFEA FRFH,6FCSAFEA,V,H,E,,7.56,92,N,5000,53522,,,5000,1339,,,,0.0244,21,,,,BENICIA,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,C,0.951788396
T,4.1,1/3/2018,CDFW,CDFW,8,0601020809,15,,,,,1,3,2016,4/17/2017,4/17/2017,6FCSAFEA HFLA,6FCSAFEA FRFH,6FCSAFEA,,H,P,FR,,79,N,5000,2700,,,,,,,C,,0,0,,Originally Knaggs Project. Released Outlet due to Oroville Spillway incident,FEATHER BEL THRM HI FLOW,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,1
T,4.1,1/3/2018,CDFW,CDFW,8,0601020901,15,,,,,1,3,2016,5/4/2017,5/4/2017,6FCSAFEA,6FCSAFEA FRFH,6FCSAFEA,,H,P,FR,,79,N,5000,4969,,,,,,,C,,0,0,,Originally Knaggs Project. Released Herringer due to Oroville Spillway incident,FEATHER RIVER,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,1
T,4.1,1/3/2018,CDFW,CDFW,8,060572,12,,,,,1,3,2013,4/8/2014,4/8/2014,6FCSASBF RIOV NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,E,FR,7.55,,N,5000,99354,,,5000,105,0,633,C,,20,950,,Barge Experiment control.,SAC R AT RIO VISTA NET,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,SAFA,SACR,N,0.992626783
T,4.1,10/30/2019,USFWS,USFWS,7,055599,12,,,,,1,3,2012,4/10/2013,4/10/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,5,74,N,5000,200609,,,5000,529,0,603897,C,0.0026,19,380,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.248544991
T,4.1,10/30/2019,USFWS,USFWS,7,055604,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.9,74,N,5000,209679,,,0,631886,,,C,0.0027,19,366,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.248480945
T,4.1,10/30/2019,USFWS,USFWS,7,055605,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.7,74,N,5000,209004,,,0,627493,,,C,0,38,138,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.249856246
T,4.1,10/30/2019,USFWS,USFWS,7,055596,12,,,,,1,3,2012,4/10/2013,4/11/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,5.5,75,N,5000,205913,,,0,618233,,,C,0,27,390,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.249850148
T,4.1,12/7/2015,USFWS,USFWS,7,0501030207,15,,,,,1,4,2000,2/1/2001,2/1/2001,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,5.28,78,N,5000,6013,,,,,,,C,0,15,200,,FAMILY GROUP 24V;25W;26O;26W,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,1
T,4.1,1/22/2019,CDFW,CDFW,8,060474,12,,,,,1,3,2012,5/6/2013,5/7/2013,6FCSAAMN JIB,6FCSAAMN NBFH,6FCSAAMN,G,H,B,FR,6.38,,N,5000,373919,,,5000,1194,0,1127275,C,,14,923,,Howe v Jibboom,AMERICAN R AT JIBBOOM,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.248883111
T,4.1,10/30/2019,USFWS,USFWS,7,055593,12,,,,,1,3,2012,4/11/2013,4/11/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,5.7,75,N,5000,101247,,,0,302224,,,C,0,34,209,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.250939968
T,4.1,1/22/2019,CDFW,CDFW,8,060475,12,,,,,1,3,2012,5/6/2013,5/7/2013,6FCSAAMN JIB,6FCSAAMN NBFH,6FCSAAMN,G,H,B,FR,4.24,,N,5000,373607,,,0,1121596,,,C,0,0,0,,Howe v Jibboom,AMERICAN R AT JIBBOOM,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.249870419
T,4.1,1/22/2019,CDFW,CDFW,8,060476,12,,,,,1,3,2012,5/7/2013,5/7/2013,6FCSAAMN HOW,6FCSAAMN NBFH,6FCSAAMN,G,H,E,FR,5.15,,N,5000,279070,0,311,5000,622,,,C,,14,900,,Howe v Jibboom,AMERICAN R AT HOWE,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.997778595
T,4.1,1/22/2019,CDFW,CDFW,8,068769,12,,,,,1,3,2010,6/10/2011,6/10/2011,6FCSAAMN SUN,6FCSAAMN NBFH,6FCSAAMN,V,H,E,FR,8.72,99,N,5000,268755,,,5000,597,0,1819,C,,21,900,,Selb v Sunrise,AMERICAN R AT SUNRISE,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,SAFA,AMER,N,0.991090493
T,4.1,1/22/2019,CDFW,CDFW,8,068770,12,,,,,1,3,2010,6/13/2011,6/15/2011,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,V,H,B,FR,8.72,98,N,5000,201266,,,0,604384,,,C,,21,399,,Selb v Sunrise,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249818159
T,4.1,1/22/2019,CDFW,CDFW,8,068783,12,,,,,1,3,2010,6/13/2011,6/15/2011,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,V,H,B,FR,8.72,99,N,5000,34972,,,0,104989,,,C,,21,399,,Selb v Sunrise,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249869607
T,4.1,10/30/2019,USFWS,USFWS,7,055594,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.2,72,N,5000,110916,0,847,0,335565,,,C,0,26,396,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.249845751
T,4.1,8/3/2006,CDFW,CDWR,8,062768,12,,,,,1,3,2002,4/30/2003,4/30/2003,6FCSAFEA LVOK,6FCSAFEA FRFH,6FCSAFEA,G,H,E,,4.53,77,N,5000,54493,,,5000,1112,,,,0.02,21,,,,FEATHER AT LIVE OAK,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,C,0.960401762
T,4.1,10/30/2019,USFWS,USFWS,7,055595,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,3.1,66,N,5000,112454,0,278,5000,557,0,340057,C,0.0049,23,407,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.247448115
T,4.1,10/30/2019,USFWS,USFWS,7,055606,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.5,73,N,5000,218130,,,5000,1077,0,658094,C,0.0049,34,407,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.247419259
T,4.1,10/30/2019,USFWS,USFWS,7,055607,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.3,72,N,5000,222903,,,5000,1698,0,674292,C,0.0076,29,397,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.246090399
T,4.1,10/30/2019,USFWS,USFWS,7,055608,12,,,,,1,3,2012,4/10/2013,4/10/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.6,71,N,5000,305185,,,5000,1553,0,921144,C,0.0051,54,395,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.247278286
T,4.1,1/13/2020,CDFW,CDFW,8,060429,12,,,,,1,3,2011,5/10/2012,5/31/2012,6MOMOSCR NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,FR,8.99,,N,5000,240887,,,0,533,,,C,,21,900,,,SANTA CRUZ HARBOR NET PEN,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,CECA,SAMO,N,0.997792229
T,4.1,9/7/2021,CDFW,CDFW,8,060461,12,,,,,1,3,2020,5/11/2021,5/11/2021,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,V,H,P,FR,8.25,,N,5000,166406,0,373,5000,559,0,503148,C,,21,900,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.248743449
T,4.1,10/30/2019,USFWS,USFWS,7,055609,12,,,,,1,3,2012,4/10/2013,4/10/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4,65,N,5000,325812,,,5000,2455,0,985869,C,0.0075,48,401,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.246069212
T,4.1,10/30/2019,USFWS,USFWS,7,055610,12,,,,,1,3,2012,4/24/2013,4/24/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,5.1,76,N,5000,323396,,,0,971012,,,C,0,40,413,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.249840854
T,4.1,1/13/2020,CDFW,CDFW,8,060565,12,,,,,1,3,2013,4/28/2014,4/29/2014,6MOSFROD SELBWICNET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,7.55,,N,5000,388174,0,1745,5000,3927,0,1190884,C,,18,910,,Edit location net pen.,WICKLAND OIL NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.246047592
T,4.1,12/7/2015,USFWS,USFWS,7,0501030308,15,,,,,1,4,2000,2/1/2001,2/1/2001,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,4.13,72,N,5000,5267,,,5000,108,,,C,0.02,20,200,,FAMILY GROUP 41EE;44EE;44HH,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,0.960308837
T,4.1,12/7/2015,USFWS,USFWS,7,0501030309,15,,,,,1,4,2000,2/1/2001,2/1/2001,6FCSASAF LKRP,6FCSASAF LVNH,6FCSASAF,P,H,P,FR,6.27,83,N,5000,4798,,,5000,48,,,C,0.01,25,200,,FAMILY GROUP 12I;12J,SAC R LAKE REDDING PARK,LIVINGSTON STONE HAT,SAC R AB FEATHER,CA,SAFA,SACR,N,0.980193974
T,4.1,1/13/2020,CDFW,CDFW,8,060394,12,,,,,1,3,2011,5/21/2012,5/31/2012,6MOSFSPB NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,FR,9.98,,N,5000,394966,,,5000,436,0,1188990,C,,23,897,,29% released at SelbyWick 71% at Mare Island 458150 fish no net at SelbyWick,SAN PABLO BAY NET PENS,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,CECA,SFBA,N,0.24928553
T,4.1,1/13/2020,CDFW,CDFW,8,060665,12,,,,,1,3,2014,5/18/2015,5/18/2015,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.31,,N,5000,160978,,,0,483985,,,C,,14,899,,,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249592612
T,4.1,10/30/2019,USFWS,USFWS,7,055597,12,,,,,1,3,2012,4/11/2013,4/11/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,5.9,79,N,5000,202819,,,0,609088,,,C,0,31,405,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.249805704
T,4.1,9/7/2021,CDFW,CDFW,8,061536,12,,,,,1,3,2020,4/20/2021,4/20/2021,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.46,,N,5000,166241,0,743,0,501477,,,C,,13,900,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249803653
T,4.1,10/30/2019,USFWS,USFWS,7,055598,12,,,,,1,3,2012,4/10/2013,4/10/2013,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,4.7,71,N,5000,208281,,,5000,1066,0,628602,C,0.0051,21,393,,Production,COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,N,0.247292815
T,4.1,1/13/2020,CDFW,CDFW,8,060566,12,,,,,1,3,2013,4/29/2014,5/1/2014,6MOSFROD SELBWICNET,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.97,,N,5000,379254,0,1264,5000,5479,0,1164127,C,,13,922,,Edit location net pen.,WICKLAND OIL NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.245475846
T,4.1,1/13/2020,CDFW,CDFW,8,060570,12,,,,,1,3,2013,5/6/2014,5/6/2014,6MOSF,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,9.44,,N,5000,101051,,,5000,253,,,C,,25,400,,trucked to Tiburon; then boated to Golden Gate Bridge for release,SAN FRANCISCO MAJ.PT,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.997502567
T,4.1,9/7/2021,CDFW,CDFW,8,061580,12,,,,,1,3,2020,5/26/2021,5/26/2021,6MOMO,6FCSJMOK MRFI,6FCSAFEA,V,H,P,FR,10.07,,N,5000,162822,,,,,,,C,,25,400,,,MONTEREY MAJOR PORT,MOK R FISH INS,FEATHER RIVER,CA,CECA,SAMO,N,1
T,4.1,1/13/2020,CDFW,CDWR,8,0608070405,15,,,,,1,3,2011,1/18/2012,1/18/2012,6FCSAFEA HFLA,,6FCSAFEA,G,W,E,,0.41,35,N,5000,5284,0,94,5000,94,,,C,,,117,,Screw Trap Study. Released day after mark/tag at Feather River Outlet Launch.,FEATHER BEL THRM HI FLOW,NA,FEATHER RIVER,CA,SAFA,FEA,N,0.982821637
T,4.1,9/7/2021,CDFW,CDFW,8,061581,12,,,,,1,3,2020,5/25/2021,5/25/2021,6MOMOSCR HBR,6FCSJMOK MRFI,6FCSAFEA,V,H,P,FR,10.07,,N,5000,160056,0,402,,,,,C,,22,400,,,SANTA CRUZ HARBOR,MOK R FISH INS,FEATHER RIVER,CA,CECA,SAMO,N,1
T,4.1,3/10/2023,CDFW,CDFW,8,062094,12,,,,,1,3,2020,5/25/2021,5/25/2021,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.39,,N,5000,34722,,,5000,39,0,104439,C,,20,900,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249439655
T,4.1,9/7/2021,CDFW,CDFW,8,062290,12,,,,,1,1,2020,3/19/2021,3/19/2021,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.57,,N,5000,259071,,,5000,2921,0,877,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.985551739
T,4.1,1/13/2020,CDFW,CDFW,8,061457,12,,,,,1,3,2017,5/2/2018,5/2/2018,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.47,,N,5000,82425,,,5000,742,0,250313,C,,21,900,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N,0.247166247
T,4.1,9/7/2021,CDFW,CDFW,8,062291,12,,,,,1,1,2020,3/19/2021,3/19/2021,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.43,,N,5000,242173,0,2375,5000,2671,0,3265,C,,20,844,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.97630188
T,4.1,9/7/2021,CDFW,CDFW,8,062292,12,,,,,1,1,2020,4/1/2021,4/1/2021,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.89,,N,5000,245129,0,278,5000,4442,,,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.982221262
T,4.1,9/7/2021,CDFW,CDFW,8,062293,12,,,,,1,1,2020,4/1/2021,4/1/2021,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.47,,N,5000,246759,0,1387,5000,278,0,1109,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.994441617
T,4.1,9/7/2021,CDFW,CDFW,8,062294,12,,,,,1,3,2020,5/6/2021,5/6/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,9.06,,N,5000,82836,0,185,5000,185,0,251617,C,,21,900,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.24795489
T,4.1,1/13/2020,CDFW,CDFW,8,061458,12,,,,,1,3,2017,5/2/2018,5/2/2018,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.12,,N,5000,84219,,,5000,93,0,253424,C,,20,905,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N,0.249363408
T,4.1,9/7/2021,CDFW,CDFW,8,062295,12,,,,,1,3,2020,5/6/2021,5/6/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,9.06,,N,5000,85502,,,0,258242,,,C,,22,900,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248737433
T,4.1,9/7/2021,CDFW,CDFW,8,062296,12,,,,,1,3,2020,5/7/2021,5/7/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.72,,N,5000,85092,,,5000,381,0,257926,C,,20,900,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.247793383
T,4.1,9/14/2018,CDFW,CDFW,8,060456,12,,,,,1,3,2017,6/16/2018,6/16/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.09,,N,5000,35309,,,5000,39,0,106312,C,,14,921,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249251729
T,4.1,1/13/2020,CDFW,CDFW,8,061992,12,,,,,1,3,2018,6/6/2019,6/6/2019,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.31,,N,5000,82703,,,0,250385,,,C,,19,414,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248291743
T,4.1,1/13/2020,CDFW,CDFW,8,060392,12,,,,,1,3,2011,5/3/2012,5/7/2012,6MOSFSPB NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,FR,9.06,,N,5000,389500,,,5000,392,0,1173858,C,,21,977,,28% released at Mare Island 72% at SelbyWick,SAN PABLO BAY NET PENS,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,CECA,SFBA,N,0.249080735
T,4.1,9/7/2021,CDFW,CDFW,8,062297,12,,,,,1,3,2020,5/7/2021,5/7/2021,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.72,,N,5000,85856,0,96,5000,96,0,259569,C,,23,900,,,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.248691471
T,4.1,9/7/2021,CDFW,CDFW,8,062343,12,,,,,1,3,2020,4/18/2021,4/18/2021,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,7.95,,N,5000,241688,,,5000,1897,0,737944,C,,21,900,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.246236229
T,4.1,9/7/2021,CDFW,CDFW,8,062344,12,,,,,1,3,2020,4/28/2021,4/28/2021,6MOSFROD SELBWIC,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.89,,N,5000,247437,0,560,5000,3356,0,767084,C,,21,900,,,WICKLAND OIL TERMINAL,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.243507453
T,4.1,1/13/2020,CDFW,CDFW,8,060393,12,,,,,1,3,2011,5/16/2012,5/21/2012,6MOSFSPB NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,FR,9.12,,N,5000,391022,,,0,1178078,,,C,,21,950,,29% Released at Mare Island 71% at SelbyWick 54300 fish no net at SelbyWick,SAN PABLO BAY NET PENS,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,CECA,SFBA,N,0.249201453
T,4.1,1/13/2020,CDFW,CDFW,8,060391,12,,,,,1,3,2011,4/16/2012,5/3/2012,6MOSFSPB NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,FR,8.24,,N,5000,383701,0,425,5000,812,0,1159212,C,,21,941,,Released at Mare Island,SAN PABLO BAY NET PENS,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,CECA,SFBA,N,0.248762102
T,4.1,9/14/2018,CDFW,CDFW,8,060653,12,,,,,1,3,2017,4/16/2018,5/1/2018,6MOSFMAR NET,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,7.19,,N,5000,999026,,,0,3009404,,,C,,21,883,,724500 fish planted at Conoco on 4/24. Rest at Mare Island.,MARE ISLAND NET PEN,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249231245
T,4.1,1/13/2020,CDFW,CDFW,8,069502,12,,,,,1,3,2011,5/2/2012,5/3/2012,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,V,H,E,FR,7.55,,N,5000,99901,0,110,5000,110,0,111,C,,21,900,,Barge Study. 068685 069504,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N,0.997795115
T,4.1,9/14/2018,CDFW,CDFW,8,061462,12,,,,,1,3,2017,6/16/2018,6/16/2018,6MOSFFBA,6FCSAFEA FRFH,6FCSAFEA,V,H,P,FR,8.09,,N,5000,83029,0,108,0,250063,,,C,,20,775,,,FORT BAKER MINOR PT,FEATHER R HATCHERY,FEATHER RIVER,CA,CECA,SFBA,N,0.249510804
T,4.1,9/14/2018,CDFW,CDFW,8,061456,12,,,,,1,3,2017,5/2/2018,5/2/2018,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.12,,N,5000,83845,,,0,252785,,,C,,,,,Retention group not checked.,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,SACR,N,0.249071681
T,4.1,1/13/2020,CDFW,CDFW,8,061454,12,,,,,1,1,2017,3/26/2018,3/26/2018,6FCSAFEA BOYD,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,6.97,,N,5000,313340,,,5000,3905,0,1775,C,,21,900,,,FEATHER BOYDS PUMP RAMP,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.982195474
T,4.1,1/13/2020,CDFW,CDFW,8,068735,12,,,,,1,3,2011,5/10/2012,5/31/2012,6MOSFPRI JON NET,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,FR,9.9,,N,5000,16680,0,37,0,18,,,C,,21,900,,,HALF MOON BAY JOHN PR NET,FEATHER R HATCHERY,FEATHER R HATCHERY,CA,CECA,SFBA,N,0.99892441
T,4.1,1/13/2020,CDFW,CDFW,8,060965,12,,,,,1,1,2016,3/20/2017,3/20/2017,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,4.53,,N,5000,522291,0,1174,5000,4695,,,C,,4,900,,Processed at Annex Facility,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.991110648
T,4.1,1/13/2020,CDFW,CDFW,8,068729,12,,,,,1,1,2016,4/4/2017,4/4/2017,6FCSAFEA GRID,6FCSAFEA FRFH,6FCSAFEA,G,H,P,FR,5.15,,N,5000,90775,,,5000,611,0,204,C,,13,900,,Associated Tag Code= 068002. Processed at Annex Facility.,FEATHER AT GRIDLEY,FEATHER R HATCHERY,FEATHER RIVER,CA,SAFA,FEA,N,0.991101649
T,4.1,9/7/2021,CDFW,CDFW,8,062358,12,,,,,1,3,2020,5/23/2021,6/5/2021,6MOSFPRI JON NET,6FCSJMOK MRFI,6FCSAFEA,V,H,P,FR,11.33,,N,5000,185794,0,472,5000,472,0,560648,C,,27,396,,,HALF MOON BAY JOHN PR NET,MOK R FISH INS,FEATHER RIVER,CA,CECA,SFBA,N,0.249223293
T,4.1,9/7/2021,CDFW,CDFW,8,061544,12,,,,,1,3,2020,6/3/2021,6/3/2021,6MOSFFBA,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,10.07,,N,5000,123788,,,0,371599,,,C,,15,406,,,FORT BAKER MINOR PT,MOK R FISH INS,MOKELUMNE RIVER,CA,CECA,SFBA,N,0.249881406
T,4.1,9/14/2018,CDFW,CDFW,8,061467,12,,,,,1,3,2017,5/22/2018,5/22/2018,6MOSFROD SELBWICNET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,7.39,,N,5000,162236,,,5000,181,0,487691,C,,21,900,,,WICKLAND OIL NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249552382
T,4.1,9/14/2018,CDFW,CDFW,8,061468,12,,,,,1,3,2017,5/22/2018,5/22/2018,6MOSFMAR NET,6FCSAAMN NBFH,6FCSAAMN,G,H,P,FR,6.71,,N,5000,162200,0,177,0,488940,,,C,,16,923,,,MARE ISLAND NET PEN,NIMBUS FISH HATCHERY,AMERICAN RIVER,CA,CECA,SFBA,N,0.249305638
