log_id,date_identified,data_type,stream,site,run_year,issue_type,field,description,n_records,severity,alert_level,status,reviewer_notes,date_resolved,fix_script
rst__sacramento_river__knights_landing__2008__extreme_value__count,7/2/26,rst,sacramento river,knights landing,2008,extreme_value,count,Total catch of 38792 in run year 2008 at knights landing (sacramento river) is 4.6x the site median (8360),1,minor,error,open,,,
rst__sacramento_river__knights_landing__2014__extreme_value__count,7/2/26,rst,sacramento river,knights landing,2014,extreme_value,count,Total catch of 106696 in run year 2014 at knights landing (sacramento river) is 12.8x the site median (8360),1,minor,error,open,,,
rst__sacramento_river__tisdale__2014__extreme_value__count,7/2/26,rst,sacramento river,tisdale,2014,extreme_value,count,Total catch of 55883 in run year 2014 at tisdale (sacramento river) is 11.3x the site median (4965),1,minor,error,open,,,
rst__yuba_river__hallwood__2000__extreme_value__count,7/2/26,rst,yuba river,hallwood,2000,extreme_value,count,Total catch of 405485 in run year 2000 at hallwood (yuba river) is 4.3x the site median (94247),1,minor,error,open,,,
rst__yuba_river__hallwood__2001__extreme_value__count,7/2/26,rst,yuba river,hallwood,2001,extreme_value,count,Total catch of 554282 in run year 2001 at hallwood (yuba river) is 5.9x the site median (94247),1,minor,error,open,,,
rst__yuba_river__hallwood__2002__extreme_value__count,7/2/26,rst,yuba river,hallwood,2002,extreme_value,count,Total catch of 385800 in run year 2002 at hallwood (yuba river) is 4.1x the site median (94247),1,minor,error,open,,,
rst__yuba_river__hallwood__2007__extreme_value__count,7/2/26,rst,yuba river,hallwood,2007,extreme_value,count,Total catch of 406712 in run year 2007 at hallwood (yuba river) is 4.3x the site median (94247),1,minor,error,open,,,
rst__battle_creek__lbc__1999__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,1999,extreme_value,count_weekly,16 week(s) with catch above 4X medium (978) in run year 1999 at lbc (battle creek). Max weekly catch: 18531,16,minor,warning,open,,,
rst__battle_creek__lbc__2000__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2000,extreme_value,count_weekly,17 week(s) with catch above 4X medium (978) in run year 2000 at lbc (battle creek). Max weekly catch: 139432,17,minor,warning,open,,,
rst__battle_creek__lbc__2001__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2001,extreme_value,count_weekly,7 week(s) with catch above 4X medium (978) in run year 2001 at lbc (battle creek). Max weekly catch: 50969,7,minor,warning,open,,,
rst__battle_creek__lbc__2002__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2002,extreme_value,count_weekly,17 week(s) with catch above 4X medium (978) in run year 2002 at lbc (battle creek). Max weekly catch: 42824,17,minor,warning,open,,,
rst__battle_creek__lbc__2003__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2003,extreme_value,count_weekly,12 week(s) with catch above 4X medium (978) in run year 2003 at lbc (battle creek). Max weekly catch: 11227,12,minor,warning,open,,,
rst__battle_creek__lbc__2004__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2004,extreme_value,count_weekly,14 week(s) with catch above 4X medium (978) in run year 2004 at lbc (battle creek). Max weekly catch: 39743,14,minor,warning,open,,,
rst__battle_creek__lbc__2005__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2005,extreme_value,count_weekly,18 week(s) with catch above 4X medium (978) in run year 2005 at lbc (battle creek). Max weekly catch: 57378,18,minor,warning,open,,,
rst__battle_creek__lbc__2006__extreme_value__count_weekly,7/2/26,rst,battle creek,lbc,2006,extreme_value,count_weekly,7 week(s) with catch above 4X medium (978) in run year 2006 at lbc (battle creek). Max weekly catch: 3607,7,minor,warning,open,,,
rst__battle_creek__ubc__1999__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,1999,extreme_value,count_weekly,28 week(s) with catch above 4X medium (12) in run year 1999 at ubc (battle creek). Max weekly catch: 14827,28,minor,warning,open,,,
rst__battle_creek__ubc__2000__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2000,extreme_value,count_weekly,21 week(s) with catch above 4X medium (12) in run year 2000 at ubc (battle creek). Max weekly catch: 4437,21,minor,warning,open,,,
rst__battle_creek__ubc__2001__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2001,extreme_value,count_weekly,10 week(s) with catch above 4X medium (12) in run year 2001 at ubc (battle creek). Max weekly catch: 405,10,minor,warning,open,,,
rst__battle_creek__ubc__2002__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2002,extreme_value,count_weekly,18 week(s) with catch above 4X medium (12) in run year 2002 at ubc (battle creek). Max weekly catch: 90,18,minor,warning,open,,,
rst__battle_creek__ubc__2003__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2003,extreme_value,count_weekly,16 week(s) with catch above 4X medium (12) in run year 2003 at ubc (battle creek). Max weekly catch: 232,16,minor,warning,open,,,
rst__battle_creek__ubc__2004__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2004,extreme_value,count_weekly,26 week(s) with catch above 4X medium (12) in run year 2004 at ubc (battle creek). Max weekly catch: 2421,26,minor,warning,open,,,
rst__battle_creek__ubc__2005__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2005,extreme_value,count_weekly,11 week(s) with catch above 4X medium (12) in run year 2005 at ubc (battle creek). Max weekly catch: 315,11,minor,warning,open,,,
rst__battle_creek__ubc__2006__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2006,extreme_value,count_weekly,6 week(s) with catch above 4X medium (12) in run year 2006 at ubc (battle creek). Max weekly catch: 77,6,minor,warning,open,,,
rst__battle_creek__ubc__2007__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2007,extreme_value,count_weekly,10 week(s) with catch above 4X medium (12) in run year 2007 at ubc (battle creek). Max weekly catch: 1030,10,minor,warning,open,,,
rst__battle_creek__ubc__2008__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2008,extreme_value,count_weekly,17 week(s) with catch above 4X medium (12) in run year 2008 at ubc (battle creek). Max weekly catch: 1152,17,minor,warning,open,,,
rst__battle_creek__ubc__2009__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2009,extreme_value,count_weekly,12 week(s) with catch above 4X medium (12) in run year 2009 at ubc (battle creek). Max weekly catch: 281,12,minor,warning,open,,,
rst__battle_creek__ubc__2010__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2010,extreme_value,count_weekly,24 week(s) with catch above 4X medium (12) in run year 2010 at ubc (battle creek). Max weekly catch: 3562,24,minor,warning,open,,,
rst__battle_creek__ubc__2011__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2011,extreme_value,count_weekly,25 week(s) with catch above 4X medium (12) in run year 2011 at ubc (battle creek). Max weekly catch: 875,25,minor,warning,open,,,
rst__battle_creek__ubc__2012__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2012,extreme_value,count_weekly,15 week(s) with catch above 4X medium (12) in run year 2012 at ubc (battle creek). Max weekly catch: 995,15,minor,warning,open,,,
rst__battle_creek__ubc__2013__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2013,extreme_value,count_weekly,19 week(s) with catch above 4X medium (12) in run year 2013 at ubc (battle creek). Max weekly catch: 1119,19,minor,warning,open,,,
rst__battle_creek__ubc__2014__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2014,extreme_value,count_weekly,25 week(s) with catch above 4X medium (12) in run year 2014 at ubc (battle creek). Max weekly catch: 1613,25,minor,warning,open,,,
rst__battle_creek__ubc__2015__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2015,extreme_value,count_weekly,6 week(s) with catch above 4X medium (12) in run year 2015 at ubc (battle creek). Max weekly catch: 81,6,minor,warning,open,,,
rst__battle_creek__ubc__2016__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2016,extreme_value,count_weekly,14 week(s) with catch above 4X medium (12) in run year 2016 at ubc (battle creek). Max weekly catch: 494,14,minor,warning,open,,,
rst__battle_creek__ubc__2017__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2017,extreme_value,count_weekly,3 week(s) with catch above 4X medium (12) in run year 2017 at ubc (battle creek). Max weekly catch: 137,3,minor,warning,open,,,
rst__battle_creek__ubc__2018__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2018,extreme_value,count_weekly,10 week(s) with catch above 4X medium (12) in run year 2018 at ubc (battle creek). Max weekly catch: 97,10,minor,warning,open,,,
rst__battle_creek__ubc__2019__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2019,extreme_value,count_weekly,11 week(s) with catch above 4X medium (12) in run year 2019 at ubc (battle creek). Max weekly catch: 367,11,minor,warning,open,,,
rst__battle_creek__ubc__2020__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2020,extreme_value,count_weekly,15 week(s) with catch above 4X medium (12) in run year 2020 at ubc (battle creek). Max weekly catch: 198,15,minor,warning,open,,,
rst__battle_creek__ubc__2021__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2021,extreme_value,count_weekly,9 week(s) with catch above 4X medium (12) in run year 2021 at ubc (battle creek). Max weekly catch: 761,9,minor,warning,open,,,
rst__battle_creek__ubc__2022__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2022,extreme_value,count_weekly,20 week(s) with catch above 4X medium (12) in run year 2022 at ubc (battle creek). Max weekly catch: 785,20,minor,warning,open,,,
rst__battle_creek__ubc__2023__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2023,extreme_value,count_weekly,13 week(s) with catch above 4X medium (12) in run year 2023 at ubc (battle creek). Max weekly catch: 525,13,minor,warning,open,,,
rst__battle_creek__ubc__2024__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2024,extreme_value,count_weekly,10 week(s) with catch above 4X medium (12) in run year 2024 at ubc (battle creek). Max weekly catch: 66,10,minor,warning,open,,,
rst__battle_creek__ubc__2025__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2025,extreme_value,count_weekly,12 week(s) with catch above 4X medium (12) in run year 2025 at ubc (battle creek). Max weekly catch: 212,12,minor,warning,open,,,
rst__battle_creek__ubc__2026__extreme_value__count_weekly,7/2/26,rst,battle creek,ubc,2026,extreme_value,count_weekly,9 week(s) with catch above 4X medium (12) in run year 2026 at ubc (battle creek). Max weekly catch: 1475,9,minor,warning,open,,,
rst__butte_creek__adams_dam__1998__extreme_value__count_weekly,7/2/26,rst,butte creek,adams dam,1998,extreme_value,count_weekly,5 week(s) with catch above 4X medium (36) in run year 1998 at adams dam (butte creek). Max weekly catch: 949,5,minor,warning,open,,,
rst__butte_creek__okie_dam__1996__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,1996,extreme_value,count_weekly,9 week(s) with catch above 4X medium (1344) in run year 1996 at okie dam (butte creek). Max weekly catch: 39580,9,minor,warning,open,,,
rst__butte_creek__okie_dam__1998__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,1998,extreme_value,count_weekly,1 week(s) with catch above 4X medium (1344) in run year 1998 at okie dam (butte creek). Max weekly catch: 5884,1,minor,warning,open,,,
rst__butte_creek__okie_dam__1999__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,1999,extreme_value,count_weekly,15 week(s) with catch above 4X medium (1344) in run year 1999 at okie dam (butte creek). Max weekly catch: 234992,15,minor,warning,open,,,
rst__butte_creek__okie_dam__2000__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2000,extreme_value,count_weekly,7 week(s) with catch above 4X medium (1344) in run year 2000 at okie dam (butte creek). Max weekly catch: 56869,7,minor,warning,open,,,
rst__butte_creek__okie_dam__2001__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2001,extreme_value,count_weekly,23 week(s) with catch above 4X medium (1344) in run year 2001 at okie dam (butte creek). Max weekly catch: 226546,23,minor,warning,open,,,
rst__butte_creek__okie_dam__2002__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2002,extreme_value,count_weekly,24 week(s) with catch above 4X medium (1344) in run year 2002 at okie dam (butte creek). Max weekly catch: 107227,24,minor,warning,open,,,
rst__butte_creek__okie_dam__2003__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2003,extreme_value,count_weekly,9 week(s) with catch above 4X medium (1344) in run year 2003 at okie dam (butte creek). Max weekly catch: 9697,9,minor,warning,open,,,
rst__butte_creek__okie_dam__2004__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2004,extreme_value,count_weekly,20 week(s) with catch above 4X medium (1344) in run year 2004 at okie dam (butte creek). Max weekly catch: 105367,20,minor,warning,open,,,
rst__butte_creek__okie_dam__2005__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2005,extreme_value,count_weekly,6 week(s) with catch above 4X medium (1344) in run year 2005 at okie dam (butte creek). Max weekly catch: 548643,6,minor,warning,open,,,
rst__butte_creek__okie_dam__2006__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2006,extreme_value,count_weekly,7 week(s) with catch above 4X medium (1344) in run year 2006 at okie dam (butte creek). Max weekly catch: 3976,7,minor,warning,open,,,
rst__butte_creek__okie_dam__2007__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2007,extreme_value,count_weekly,13 week(s) with catch above 4X medium (1344) in run year 2007 at okie dam (butte creek). Max weekly catch: 484898,13,minor,warning,open,,,
rst__butte_creek__okie_dam__2008__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2008,extreme_value,count_weekly,14 week(s) with catch above 4X medium (1344) in run year 2008 at okie dam (butte creek). Max weekly catch: 77104,14,minor,warning,open,,,
rst__butte_creek__okie_dam__2013__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2013,extreme_value,count_weekly,9 week(s) with catch above 4X medium (1344) in run year 2013 at okie dam (butte creek). Max weekly catch: 19025,9,minor,warning,open,,,
rst__butte_creek__okie_dam__2014__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2014,extreme_value,count_weekly,13 week(s) with catch above 4X medium (1344) in run year 2014 at okie dam (butte creek). Max weekly catch: 95180,13,minor,warning,open,,,
rst__butte_creek__okie_dam__2015__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2015,extreme_value,count_weekly,2 week(s) with catch above 4X medium (1344) in run year 2015 at okie dam (butte creek). Max weekly catch: 4396,2,minor,warning,open,,,
rst__butte_creek__okie_dam__2018__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2018,extreme_value,count_weekly,10 week(s) with catch above 4X medium (1344) in run year 2018 at okie dam (butte creek). Max weekly catch: 22592,10,minor,warning,open,,,
rst__butte_creek__okie_dam__2020__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2020,extreme_value,count_weekly,19 week(s) with catch above 4X medium (1344) in run year 2020 at okie dam (butte creek). Max weekly catch: 194083,19,minor,warning,open,,,
rst__butte_creek__okie_dam__2021__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2021,extreme_value,count_weekly,15 week(s) with catch above 4X medium (1344) in run year 2021 at okie dam (butte creek). Max weekly catch: 19106,15,minor,warning,open,,,
rst__butte_creek__okie_dam__2022__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2022,extreme_value,count_weekly,5 week(s) with catch above 4X medium (1344) in run year 2022 at okie dam (butte creek). Max weekly catch: 5262,5,minor,warning,open,,,
rst__butte_creek__okie_dam__2023__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2023,extreme_value,count_weekly,4 week(s) with catch above 4X medium (1344) in run year 2023 at okie dam (butte creek). Max weekly catch: 3137,4,minor,warning,open,,,
rst__butte_creek__okie_dam__2024__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2024,extreme_value,count_weekly,2 week(s) with catch above 4X medium (1344) in run year 2024 at okie dam (butte creek). Max weekly catch: 10046,2,minor,warning,open,,,
rst__butte_creek__okie_dam__2026__extreme_value__count_weekly,7/2/26,rst,butte creek,okie dam,2026,extreme_value,count_weekly,5 week(s) with catch above 4X medium (1344) in run year 2026 at okie dam (butte creek). Max weekly catch: 5455,5,minor,warning,open,,,
rst__clear_creek__lcc__1999__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,1999,extreme_value,count_weekly,24 week(s) with catch above 4X medium (1372) in run year 1999 at lcc (clear creek). Max weekly catch: 108373,24,minor,warning,open,,,
rst__clear_creek__lcc__2000__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2000,extreme_value,count_weekly,26 week(s) with catch above 4X medium (1372) in run year 2000 at lcc (clear creek). Max weekly catch: 134385,26,minor,warning,open,,,
rst__clear_creek__lcc__2001__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2001,extreme_value,count_weekly,21 week(s) with catch above 4X medium (1372) in run year 2001 at lcc (clear creek). Max weekly catch: 136916,21,minor,warning,open,,,
rst__clear_creek__lcc__2002__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2002,extreme_value,count_weekly,25 week(s) with catch above 4X medium (1372) in run year 2002 at lcc (clear creek). Max weekly catch: 73332,25,minor,warning,open,,,
rst__clear_creek__lcc__2003__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2003,extreme_value,count_weekly,14 week(s) with catch above 4X medium (1372) in run year 2003 at lcc (clear creek). Max weekly catch: 50284,14,minor,warning,open,,,
rst__clear_creek__lcc__2004__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2004,extreme_value,count_weekly,16 week(s) with catch above 4X medium (1372) in run year 2004 at lcc (clear creek). Max weekly catch: 50790,16,minor,warning,open,,,
rst__clear_creek__lcc__2005__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2005,extreme_value,count_weekly,18 week(s) with catch above 4X medium (1372) in run year 2005 at lcc (clear creek). Max weekly catch: 55464,18,minor,warning,open,,,
rst__clear_creek__lcc__2006__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2006,extreme_value,count_weekly,17 week(s) with catch above 4X medium (1372) in run year 2006 at lcc (clear creek). Max weekly catch: 13826,17,minor,warning,open,,,
rst__clear_creek__lcc__2007__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2007,extreme_value,count_weekly,19 week(s) with catch above 4X medium (1372) in run year 2007 at lcc (clear creek). Max weekly catch: 39438,19,minor,warning,open,,,
rst__clear_creek__lcc__2008__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2008,extreme_value,count_weekly,16 week(s) with catch above 4X medium (1372) in run year 2008 at lcc (clear creek). Max weekly catch: 35289,16,minor,warning,open,,,
rst__clear_creek__lcc__2009__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2009,extreme_value,count_weekly,17 week(s) with catch above 4X medium (1372) in run year 2009 at lcc (clear creek). Max weekly catch: 80669,17,minor,warning,open,,,
rst__clear_creek__lcc__2010__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2010,extreme_value,count_weekly,9 week(s) with catch above 4X medium (1372) in run year 2010 at lcc (clear creek). Max weekly catch: 34060,9,minor,warning,open,,,
rst__clear_creek__lcc__2011__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2011,extreme_value,count_weekly,13 week(s) with catch above 4X medium (1372) in run year 2011 at lcc (clear creek). Max weekly catch: 45480,13,minor,warning,open,,,
rst__clear_creek__lcc__2012__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2012,extreme_value,count_weekly,14 week(s) with catch above 4X medium (1372) in run year 2012 at lcc (clear creek). Max weekly catch: 131711,14,minor,warning,open,,,
rst__clear_creek__lcc__2013__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2013,extreme_value,count_weekly,17 week(s) with catch above 4X medium (1372) in run year 2013 at lcc (clear creek). Max weekly catch: 71401,17,minor,warning,open,,,
rst__clear_creek__lcc__2014__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2014,extreme_value,count_weekly,18 week(s) with catch above 4X medium (1372) in run year 2014 at lcc (clear creek). Max weekly catch: 273898,18,minor,warning,open,,,
rst__clear_creek__lcc__2015__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2015,extreme_value,count_weekly,12 week(s) with catch above 4X medium (1372) in run year 2015 at lcc (clear creek). Max weekly catch: 29185,12,minor,warning,open,,,
rst__clear_creek__lcc__2016__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2016,extreme_value,count_weekly,13 week(s) with catch above 4X medium (1372) in run year 2016 at lcc (clear creek). Max weekly catch: 44161,13,minor,warning,open,,,
rst__clear_creek__lcc__2017__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2017,extreme_value,count_weekly,9 week(s) with catch above 4X medium (1372) in run year 2017 at lcc (clear creek). Max weekly catch: 12211,9,minor,warning,open,,,
rst__clear_creek__lcc__2018__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2018,extreme_value,count_weekly,6 week(s) with catch above 4X medium (1372) in run year 2018 at lcc (clear creek). Max weekly catch: 5569,6,minor,warning,open,,,
rst__clear_creek__lcc__2019__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2019,extreme_value,count_weekly,6 week(s) with catch above 4X medium (1372) in run year 2019 at lcc (clear creek). Max weekly catch: 6051,6,minor,warning,open,,,
rst__clear_creek__lcc__2020__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2020,extreme_value,count_weekly,13 week(s) with catch above 4X medium (1372) in run year 2020 at lcc (clear creek). Max weekly catch: 19552,13,minor,warning,open,,,
rst__clear_creek__lcc__2021__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2021,extreme_value,count_weekly,13 week(s) with catch above 4X medium (1372) in run year 2021 at lcc (clear creek). Max weekly catch: 36300,13,minor,warning,open,,,
rst__clear_creek__lcc__2022__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2022,extreme_value,count_weekly,16 week(s) with catch above 4X medium (1372) in run year 2022 at lcc (clear creek). Max weekly catch: 31878,16,minor,warning,open,,,
rst__clear_creek__lcc__2023__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2023,extreme_value,count_weekly,2 week(s) with catch above 4X medium (1372) in run year 2023 at lcc (clear creek). Max weekly catch: 2532,2,minor,warning,open,,,
rst__clear_creek__lcc__2024__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2024,extreme_value,count_weekly,7 week(s) with catch above 4X medium (1372) in run year 2024 at lcc (clear creek). Max weekly catch: 6846,7,minor,warning,open,,,
rst__clear_creek__lcc__2025__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2025,extreme_value,count_weekly,1 week(s) with catch above 4X medium (1372) in run year 2025 at lcc (clear creek). Max weekly catch: 2294,1,minor,warning,open,,,
rst__clear_creek__lcc__2026__extreme_value__count_weekly,7/2/26,rst,clear creek,lcc,2026,extreme_value,count_weekly,9 week(s) with catch above 4X medium (1372) in run year 2026 at lcc (clear creek). Max weekly catch: 16308,9,minor,warning,open,,,
rst__clear_creek__ucc__2004__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2004,extreme_value,count_weekly,19 week(s) with catch above 4X medium (8) in run year 2004 at ucc (clear creek). Max weekly catch: 1482,19,minor,warning,open,,,
rst__clear_creek__ucc__2005__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2005,extreme_value,count_weekly,24 week(s) with catch above 4X medium (8) in run year 2005 at ucc (clear creek). Max weekly catch: 984,24,minor,warning,open,,,
rst__clear_creek__ucc__2006__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2006,extreme_value,count_weekly,14 week(s) with catch above 4X medium (8) in run year 2006 at ucc (clear creek). Max weekly catch: 1091,14,minor,warning,open,,,
rst__clear_creek__ucc__2007__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2007,extreme_value,count_weekly,25 week(s) with catch above 4X medium (8) in run year 2007 at ucc (clear creek). Max weekly catch: 2154,25,minor,warning,open,,,
rst__clear_creek__ucc__2008__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2008,extreme_value,count_weekly,13 week(s) with catch above 4X medium (8) in run year 2008 at ucc (clear creek). Max weekly catch: 3372,13,minor,warning,open,,,
rst__clear_creek__ucc__2009__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2009,extreme_value,count_weekly,16 week(s) with catch above 4X medium (8) in run year 2009 at ucc (clear creek). Max weekly catch: 2590,16,minor,warning,open,,,
rst__clear_creek__ucc__2010__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2010,extreme_value,count_weekly,14 week(s) with catch above 4X medium (8) in run year 2010 at ucc (clear creek). Max weekly catch: 1214,14,minor,warning,open,,,
rst__clear_creek__ucc__2011__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2011,extreme_value,count_weekly,6 week(s) with catch above 4X medium (8) in run year 2011 at ucc (clear creek). Max weekly catch: 961,6,minor,warning,open,,,
rst__clear_creek__ucc__2012__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2012,extreme_value,count_weekly,11 week(s) with catch above 4X medium (8) in run year 2012 at ucc (clear creek). Max weekly catch: 1053,11,minor,warning,open,,,
rst__clear_creek__ucc__2013__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2013,extreme_value,count_weekly,11 week(s) with catch above 4X medium (8) in run year 2013 at ucc (clear creek). Max weekly catch: 484,11,minor,warning,open,,,
rst__clear_creek__ucc__2014__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2014,extreme_value,count_weekly,19 week(s) with catch above 4X medium (8) in run year 2014 at ucc (clear creek). Max weekly catch: 6182,19,minor,warning,open,,,
rst__clear_creek__ucc__2015__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2015,extreme_value,count_weekly,10 week(s) with catch above 4X medium (8) in run year 2015 at ucc (clear creek). Max weekly catch: 1706,10,minor,warning,open,,,
rst__clear_creek__ucc__2016__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2016,extreme_value,count_weekly,13 week(s) with catch above 4X medium (8) in run year 2016 at ucc (clear creek). Max weekly catch: 985,13,minor,warning,open,,,
rst__clear_creek__ucc__2017__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2017,extreme_value,count_weekly,9 week(s) with catch above 4X medium (8) in run year 2017 at ucc (clear creek). Max weekly catch: 1339,9,minor,warning,open,,,
rst__clear_creek__ucc__2018__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2018,extreme_value,count_weekly,11 week(s) with catch above 4X medium (8) in run year 2018 at ucc (clear creek). Max weekly catch: 274,11,minor,warning,open,,,
rst__clear_creek__ucc__2019__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2019,extreme_value,count_weekly,4 week(s) with catch above 4X medium (8) in run year 2019 at ucc (clear creek). Max weekly catch: 66,4,minor,warning,open,,,
rst__clear_creek__ucc__2020__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2020,extreme_value,count_weekly,10 week(s) with catch above 4X medium (8) in run year 2020 at ucc (clear creek). Max weekly catch: 2810,10,minor,warning,open,,,
rst__clear_creek__ucc__2021__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2021,extreme_value,count_weekly,11 week(s) with catch above 4X medium (8) in run year 2021 at ucc (clear creek). Max weekly catch: 2307,11,minor,warning,open,,,
rst__clear_creek__ucc__2022__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2022,extreme_value,count_weekly,17 week(s) with catch above 4X medium (8) in run year 2022 at ucc (clear creek). Max weekly catch: 20640,17,minor,warning,open,,,
rst__clear_creek__ucc__2023__extreme_value__count_weekly,7/2/26,rst,clear creek,ucc,2023,extreme_value,count_weekly,7 week(s) with catch above 4X medium (8) in run year 2023 at ucc (clear creek). Max weekly catch: 1515,7,minor,warning,open,,,
