week,year,stream,gage_number,gage_agency,site_group,parameter,statistic,value
29,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,20.58125
29,2002,clear creek,LCC,USFWS,clear creek,temperature,min,16
30,2002,clear creek,LCC,USFWS,clear creek,temperature,max,24.37
30,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,20.516434903748735
30,2002,clear creek,LCC,USFWS,clear creek,temperature,min,16.79
31,2002,clear creek,LCC,USFWS,clear creek,temperature,max,24.02
31,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,19.666891695702674
31,2002,clear creek,LCC,USFWS,clear creek,temperature,min,14.26
32,2002,clear creek,LCC,USFWS,clear creek,temperature,max,23.5
32,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,18.945507852077004
32,2002,clear creek,LCC,USFWS,clear creek,temperature,min,14.89
33,2002,clear creek,LCC,USFWS,clear creek,temperature,max,23.67
33,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,19.73873353596758
33,2002,clear creek,LCC,USFWS,clear creek,temperature,min,16.32
34,2002,clear creek,LCC,USFWS,clear creek,temperature,max,22.16
34,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,18.607576621073964
34,2002,clear creek,LCC,USFWS,clear creek,temperature,min,15.37
35,2002,clear creek,LCC,USFWS,clear creek,temperature,max,23.16
35,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,19.732346124620058
35,2002,clear creek,LCC,USFWS,clear creek,temperature,min,16.47
36,2002,clear creek,LCC,USFWS,clear creek,temperature,max,21.82
36,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,17.61203647416413
36,2002,clear creek,LCC,USFWS,clear creek,temperature,min,13.95
37,2002,clear creek,LCC,USFWS,clear creek,temperature,max,20.67
37,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,16.24574024822695
37,2002,clear creek,LCC,USFWS,clear creek,temperature,min,12.41
38,2002,clear creek,LCC,USFWS,clear creek,temperature,max,16.79
38,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,14.49459219858156
38,2002,clear creek,LCC,USFWS,clear creek,temperature,min,12.41
39,2002,clear creek,LCC,USFWS,clear creek,temperature,max,16.16
39,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,13.856381712259372
39,2002,clear creek,LCC,USFWS,clear creek,temperature,min,11.94
40,2002,clear creek,LCC,USFWS,clear creek,temperature,max,15.84
40,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,13.276579365079366
40,2002,clear creek,LCC,USFWS,clear creek,temperature,min,11.02
41,2002,clear creek,LCC,USFWS,clear creek,temperature,max,14.73
41,2002,clear creek,LCC,USFWS,clear creek,temperature,mean,12.291959219858155
41,2002,clear creek,LCC,USFWS,clear creek,temperature,min,10.39
42,2002,clear creek,LCC,USFWS,clear creek,temperature,max,13.49
