comid,metric,p10,p25,p50,p75,p90,source,result_type
8020924,Peak_Dur_2,1,1,4,10,29,inferred,predicted
8020924,Peak_Dur_5,1,1,2,3,6,inferred,predicted
8020924,Peak_Fre_2,1,1,2,3,5,inferred,predicted
8020924,Peak_Fre_5,1,1,1,2,3,inferred,predicted
8020924,Peak_10,5358.16312968488,7887.8302869286,11517.577743856002,15973.006765465401,19553.6910753752,model,predicted
8020924,Peak_2,2166.2585684810997,4149.132674936,4692.0753071036,5374.49357993277,6638.150994498361,model,predicted
8020924,Peak_5,4418.27257454851,6594.06465748268,7894.59808256854,10972.4258451408,14227.6518300608,model,predicted
8020924,DS_Dur_WS,102.731666666666,126.075,153.9,180,210.705,model,predicted
8020924,DS_Mag_50,31.8012451453092,45.7156296232328,68.281221143205,91.6001960334359,112.160634529034,model,predicted
8020924,DS_Mag_90,56.1956763740462,77.0894553227005,106.073317719335,150.786002610749,200.813075190241,model,predicted
8020924,DS_Tim,258.983333333333,272.25,286.833333333333,301.075,317,model,predicted
8020924,FA_Mag,81.9406932122317,118.093090559461,192.514098474094,305.601241376786,566.52754967544,model,predicted
8020924,FA_Tim,6,12.8,23.5,29.25,44,model,predicted
8020924,SP_Dur,43.8608333333333,55.7083333333333,70.6041666666667,97.075,131.033333333334,model,predicted
8020924,SP_Mag,508.392319234714,744.909395318198,1255.44866200825,2127.73586881463,3352.5865863404,model,predicted
8020924,SP_Tim,159.99,192.59375,218.275,234.25,244.76,model,predicted
8020924,Wet_BFL_Dur,72.3625,108.7375,146.9,172.339583333334,192.476666666667,model,predicted
8020924,Wet_BFL_Mag_10,92.1246422047816,121.383320336306,160.440535003462,251.76015742282,317.255035312674,model,predicted
8020924,Wet_BFL_Mag_50,283.540901592354,374.841344076939,515.68394990567,693.734360276944,886.430963676256,model,predicted
8020924,Wet_Tim,47.5125,57.15625,70.025,96.175,126.49,model,predicted
